date,return,nav,top_pair,direction,holding,pair_a,pair_b,long_leg,short_leg,pair_changed,direction_changed,is_signal,target,weight,scale_raw,realized_vol,return_before_dk_execution_cost,dk_execution_turnover,dk_execution_cost,actual_position,actual_direction,scale_rebalanced,raw_return,return_before_dk_overlay,dk_overlay_execution_cost,base_weight,active_score_overlay,overlay_scale,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_overheat_return,return_before_dk_overheat,pre_overheat_weight,same_side_overheat_abs_bias,same_side_overheat_signal,same_side_overheat_scale,same_side_overheat_on,same_side_overheat_triggered,same_side_overheat_recovered,same_side_overheat_tc,dk_total_overlay_scale,raw_nav,risk_gate_scale,risk_gate_on,risk_gate_base_dd
2015-04-29,-0.0191844212123502,1.0124107903784718,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.47277456247072136,0.43621230140969025,-0.019184421212350207,0.0,0.0,SZ50/CYB_1,1,False,-0.0191844212123502,-0.019184421212350207,0.0,0.4740925121232068,93.62630192454515,1.0,False,False,False,4,139.9063406903203,0.6692069956413553,False,-0.019184421212350207,-0.019184421212350207,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0113983795880936,1.0,False,-0.053528477329373714
2015-04-30,-0.011856764254206675,1.0004068743085393,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,True,False,True,SZ50/ZZ1000_1,0.6511954188663138,0.6126476335340276,0.3304730949383307,-0.011212870605310909,1.3023908377326276,0.0006511954188663138,SZ50/ZZ1000_1,1,True,-0.011856764254206675,-0.011212870605310909,0.0,0.6511954188663138,94.5406189442271,1.0,False,False,False,5,94.5406189442271,1.0,False,-0.011212870605310909,-0.011212870605310909,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,0.999406467434231,1.0,False,-0.06475056704699933
2015-05-04,-0.0014235620931177806,0.9989827330045792,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.6051929886677214,0.3284337607754969,-0.0014235620931177422,0.0,0.0,SZ50/ZZ1000_1,1,False,-0.0014235620931177806,-0.0014235620931177422,0.0,0.6511954188663138,81.86404891602808,1.0,False,False,False,5,94.5406189442271,0.8659140360009978,False,-0.0014235620931177422,-0.0014235620931177422,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,0.9979837502715749,1.0,False,-0.06608195268736106
2015-05-05,-0.007850614324003136,0.9911401048514217,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.6089507958248889,0.3299206790776925,-0.007850614324003089,0.0,0.0,SZ50/ZZ1000_1,1,False,-0.007850614324003136,-0.007850614324003089,0.0,0.6511954188663138,64.36468228120289,1.0,False,False,False,5,94.5406189442271,0.6808151141804341,False,-0.007850614324003089,-0.007850614324003089,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,0.9901489647465705,1.0,False,-0.07341378308703872
2015-05-06,0.00014028151705280933,0.9912791434889421,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.606206317709786,0.3278524986665561,0.00014028151705274136,0.0,0.0,SZ50/ZZ1000_1,1,False,0.00014028151705280933,0.00014028151705274136,0.0,0.6511954188663138,46.23311723169241,1.0,False,False,False,5,94.5406189442271,0.48902913634368084,False,0.00014028151705274136,0.00014028151705274136,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,0.9902878643454535,1.0,False,-0.07328380016684988
2015-05-07,0.0017785556269414027,0.993042188587464,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.6100304277485802,0.32049980826481106,0.001778555626941396,0.0,0.0,SZ50/ZZ1000_1,1,False,0.0017785556269414027,0.001778555626941396,0.0,0.6511954188663138,35.949808057592904,1.0,False,False,False,5,94.5406189442271,0.38025780303808865,False,0.001778555626941396,0.001778555626941396,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,0.9920491463988769,1.0,False,-0.07163558385505886
2015-05-08,0.01200302391242225,1.0049616977231235,ZZ1000/CYB,-1,ZZ1000/CYB_-1,ZZ1000,CYB,CYB,ZZ1000,True,True,True,ZZ1000/CYB_-1,1.0925238998536508,1.1339085952891588,0.17921574473467577,0.013109870659295121,2.1850477997073017,0.0010925238998536508,ZZ1000/CYB_-1,-1,True,0.01200302391242225,0.013109870659295121,0.0,1.0925238998536508,51.01428817123447,1.0,False,False,False,6,51.01428817123447,1.0,False,0.013109870659295121,0.013109870659295121,1.0925238998536508,,False,1.0,False,False,False,0.0,1.0,1.0039567360254007,1.0,False,-0.06049240356862917
2015-05-11,0.01085628642104286,1.0158718497557833,ZZ500/CYB,-1,ZZ500/CYB_-1,ZZ500,CYB,CYB,ZZ500,True,False,True,ZZ500/CYB_-1,0.8116994323040347,0.8106857310875157,0.2304792687574095,0.011961878959547131,2.1850477997073017,0.0010925238998536508,ZZ500/CYB_-1,-1,True,0.01085628642104286,0.011961878959547131,0.0,0.8116994323040347,67.02831147679537,1.0,False,False,False,7,67.02831147679537,1.0,False,0.011961878959547131,0.011961878959547131,0.8116994323040347,,False,1.0,False,False,False,0.0,1.0,1.0148559779060278,1.0,False,-0.05029284000702472
2015-05-12,0.008908681103744431,1.0249219281075286,ZZ500/CYB,-1,ZZ500/CYB_-1,ZZ500,CYB,CYB,ZZ500,False,False,False,,0.8116994323040347,0.8677570051235697,0.2314350350855361,0.00890868110374447,0.0,0.0,ZZ500/CYB_-1,-1,False,0.008908681103744431,0.00890868110374447,0.0,0.8116994323040347,76.40207412112544,1.0,False,False,False,7,76.40207412112544,1.0,False,0.00890868110374447,0.00890868110374447,0.8116994323040347,,False,1.0,False,False,False,0.0,1.0,1.0238970061794213,1.0,False,-0.04183220177670455
2015-05-13,-0.002300894536971576,1.0225636908423237,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,True,False,True,SZ50/CYB_-1,0.4740925121232068,0.4451397213672572,0.425974145890094,-0.0014904048654507608,1.6233988646080695,0.0008116994323040347,SZ50/CYB_-1,-1,True,-0.002300894536971576,-0.0014904048654507608,0.0,0.4740925121232068,101.8130807202149,1.0,False,False,False,8,101.8130807202149,1.0,False,-0.0014904048654507608,-0.0014904048654507608,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0215411271514814,1.0,False,-0.04403684482913872
2015-05-14,-0.005587859386385174,1.0168497487242738,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4695120629494781,0.41800138943606924,-0.005587859386385205,0.0,0.0,SZ50/CYB_-1,-1,False,-0.005587859386385174,-0.005587859386385205,0.0,0.4740925121232068,107.25651754922879,1.0,False,False,False,8,107.25651754922879,1.0,False,-0.005587859386385205,-0.005587859386385205,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0158328989755494,1.0,False,-0.04937863251879859
2015-05-15,0.01089357091814791,1.0279268735751026,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.47846730909153784,0.42010911608297424,0.010893570918147919,0.0,0.0,SZ50/CYB_-1,-1,False,0.01089357091814791,0.010893570918147919,0.0,0.4740925121232068,108.0484737669917,1.0,False,False,False,8,108.0484737669917,1.0,False,0.010893570918147919,0.010893570918147919,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0268989467015273,1.0,False,-0.039022971235835535
2015-05-18,0.02967714983689751,1.0584328134235645,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.47606679394335905,0.43813767600906534,0.02967714983689741,0.0,0.0,SZ50/CYB_-1,-1,False,0.02967714983689751,0.02967714983689741,0.0,0.4740925121232068,111.24283763379108,1.0,False,False,False,8,111.24283763379108,1.0,False,0.02967714983689741,0.02967714983689741,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0573743806101408,1.0,False,-0.010503911963384738
2015-05-19,-0.012204947823052703,1.0455146961615231,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.45647752054051133,0.4468015436929068,-0.01220494782305267,0.0,0.0,SZ50/CYB_-1,-1,False,-0.012204947823052703,-0.01220494782305267,0.0,0.4740925121232068,111.66448115754719,1.0,False,False,False,8,111.66448115754719,1.0,False,-0.01220494782305267,-0.01220494782305267,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0444691814653613,1.0,False,-0.022580660088986515
2015-05-20,0.010886085382430855,1.0568962584125237,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4476260273117206,0.44972542648594693,0.010886085382430964,0.0,0.0,SZ50/CYB_-1,-1,False,0.010886085382430855,0.010886085382430964,0.0,0.4740925121232068,112.29745274837617,1.0,False,False,False,8,112.29745274837617,1.0,False,0.010886085382430964,0.010886085382430964,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.055839362154111,1.0,False,-0.011940389700275889
2015-05-21,0.012600408233415461,1.0702135827288908,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.44471579372942044,0.43631447724774525,0.012600408233415421,0.0,0.0,SZ50/CYB_-1,-1,False,0.012600408233415461,0.012600408233415421,0.0,0.4740925121232068,115.63747257830704,1.0,False,False,False,8,115.63747257830704,1.0,False,0.012600408233415421,0.012600408233415421,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0691433691461616,1.0,False,0.0
2015-05-22,-0.01618806940262807,1.0528888909760403,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4583849732917235,0.4482505870220033,-0.016188069402628028,0.0,0.0,SZ50/CYB_-1,-1,False,-0.01618806940262807,-0.016188069402628028,0.0,0.4740925121232068,114.95675812815612,1.0,False,False,False,8,115.63747257830704,0.9941133748864154,False,-0.016188069402628028,-0.016188069402628028,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.051836002085064,1.0,False,-0.01618806940262807
2015-05-25,-0.02131861427010251,1.0304427588400462,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4461790029740275,0.46889044766448845,-0.02131861427010248,0.0,0.0,SZ50/CYB_-1,-1,False,-0.02131861427010251,-0.02131861427010248,0.0,0.4740925121232068,103.8243250869911,1.0,False,False,False,8,115.63747257830704,0.8978432576575353,False,-0.02131861427010248,-0.02131861427010248,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0294123160812056,1.0,False,-0.03716157646535834
2015-05-26,0.018681004131915646,1.0496924642756398,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,True,False,True,SZ50/ZZ1000_-1,0.6511954188663138,0.5654325810958652,0.3616938660264604,0.019344796793832986,1.3023908377326276,0.0006511954188663138,SZ50/ZZ1000_-1,-1,True,0.018681004131915646,0.019344796793832986,0.0,0.6511954188663138,108.9966542184154,1.0,False,False,False,9,108.9966542184154,1.0,False,0.019344796793832986,0.019344796793832986,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,1.0486427718113636,1.0,False,-0.019174787896940493
2015-05-27,0.016854942915510485,1.0673849708398473,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.6511954188663138,0.5529538064805573,0.3673112797534403,0.016854942915510377,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.016854942915510485,0.016854942915510377,0.0,0.6511954188663138,107.07670269240688,1.0,False,False,False,9,108.9966542184154,0.9823852251266247,False,0.016854942915510377,0.016854942915510377,0.6511954188663138,,False,1.0,False,False,False,0.0,1.0,1.0663175858690068,1.0,False,-0.0026430349368499195
2015-05-28,0.0051164827223681986,1.072846227601265,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,True,SZ50/ZZ1000_-1,0.5444972997677913,0.5444972997677913,0.3524645376533622,0.005223738204507832,0.21339623819704512,0.00010669811909852256,SZ50/ZZ1000_-1,-1,True,0.0051164827223681986,0.005223738204507832,0.0,0.5444972997677913,105.36752459936925,1.0,False,False,False,9,108.9966542184154,0.9667042108304184,False,0.005223738204507832,0.005223738204507832,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.071773381373663,1.0,False,0.0
2015-05-29,0.01115971450352049,1.084818885207474,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.567432971644636,0.34609161157377905,0.011159714503520601,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.01115971450352049,0.011159714503520601,0.0,0.5444972997677913,103.34535391357613,1.0,False,False,False,9,108.9966542184154,0.9481516167137132,False,0.011159714503520601,0.011159714503520601,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.0837340663222659,1.0,False,0.0
2015-06-01,0.004478518357620809,1.0896772664995695,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5778816744229712,0.3450037983759105,0.004478518357620795,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.004478518357620809,0.004478518357620795,0.0,0.5444972997677913,99.83983558231441,1.0,False,False,False,9,108.9966542184154,0.9159899108668795,False,0.004478518357620795,0.004478518357620795,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.0885875892330692,1.0,False,0.0
2015-06-02,0.020923269288830815,1.112476877384457,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5797037625136037,0.35967317671578264,0.02092326928883086,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.020923269288830815,0.02092326928883086,0.0,0.5444972997677913,97.44072783963135,1.0,False,False,False,9,108.9966542184154,0.8939790724619175,False,0.02092326928883086,0.02092326928883086,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.1113644005070717,1.0,False,0.0
2015-06-03,0.006384358339557528,1.1195793284141515,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5560603707683268,0.35153432791876127,0.006384358339557492,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.006384358339557528,0.006384358339557492,0.0,0.5444972997677913,91.9815748917523,1.0,False,False,False,9,108.9966542184154,0.843893563076101,False,0.006384358339557492,0.006384358339557492,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.1184597490857364,1.0,False,0.0
2015-06-04,-0.012007977401594871,1.1061354451392615,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5689344798389634,0.3593102234868566,-0.012007977401594832,0.0,0.0,SZ50/ZZ1000_-1,-1,False,-0.012007977401594871,-0.012007977401594832,0.0,0.5444972997677913,83.13460182947146,1.0,False,False,False,9,108.9966542184154,0.7627261811438755,False,-0.012007977401594832,-0.012007977401594832,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.1050293096941215,1.0,False,-0.01200797740159476
2015-06-05,0.005159932267629008,1.1118430291150039,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5566220689718725,0.35306730889736365,0.005159932267629089,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.005159932267629008,0.005159932267629089,0.0,0.5444972997677913,76.22921977793894,1.0,False,False,False,9,108.9966542184154,0.6993721075619926,False,0.005159932267629089,0.005159932267629089,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.110731186085888,1.0,False,-0.0069100054840293135
2015-06-08,-0.03927485132443631,1.0681755594504012,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.5444972997677913,0.5664642263952561,0.4118542983220445,-0.039274851324436304,0.0,0.0,SZ50/ZZ1000_-1,-1,False,-0.03927485132443631,-0.039274851324436304,0.0,0.5444972997677913,59.96177523437719,1.0,False,False,False,9,108.9966542184154,0.5501249158916515,False,-0.039274851324436304,-0.039274851324436304,0.5444972997677913,,False,1.0,False,False,False,0.0,1.0,1.06710738389095,1.0,False,-0.04591346737042923
2015-06-09,0.0071993821127454005,1.0758657634663802,SZ50/ZZ500,-1,SZ50/ZZ500_-1,SZ50,ZZ500,ZZ500,SZ50,True,False,True,SZ50/ZZ500_-1,0.6948040133419933,0.5986400594822361,0.33317237263560273,0.00789967485187851,1.3896080266839865,0.0006948040133419932,SZ50/ZZ500_-1,-1,True,0.0071993821127454005,0.00789967485187851,0.0,0.6948040133419933,52.83565088248725,1.0,False,False,False,10,52.83565088248725,1.0,False,0.00789967485187851,0.00789967485187851,0.6948040133419933,,False,1.0,False,False,False,0.0,1.0,1.0747898977029129,1.0,False,-0.03904463385340473
