date,return,nav,top_pair,direction,holding,pair_a,pair_b,long_leg,short_leg,pair_changed,direction_changed,is_signal,target,weight,scale_raw,realized_vol,return_before_dk_execution_cost,dk_execution_turnover,dk_execution_cost,actual_position,actual_direction,scale_rebalanced,raw_return,return_before_dk_overlay,dk_overlay_execution_cost,base_weight,active_score_overlay,overlay_scale,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_overheat_return,return_before_dk_overheat,pre_overheat_weight,same_side_overheat_abs_bias,same_side_overheat_signal,same_side_overheat_scale,same_side_overheat_on,same_side_overheat_triggered,same_side_overheat_recovered,same_side_overheat_tc,dk_total_overlay_scale,raw_nav,risk_gate_scale,risk_gate_on,risk_gate_base_dd
2015-04-03,0.0,1.0,none,0,none_0,,,,,False,False,False,,0.0,1.0,,0.0,0.0,0.0,none,0,False,-0.0010000000000000009,0.0,0.0,0.0,,1.0,False,False,False,1,,,False,0.0,0.0,1.0,,False,0.0,True,True,False,0.0,0.0,0.999,1.0,False,0.0
2015-04-07,-0.000365867475171866,0.9996341325248281,ZZ1000/CYB,1,ZZ1000/CYB_1,ZZ1000,CYB,ZZ1000,CYB,True,True,True,ZZ1000/CYB_1,1.3577427714931625,1.348638296651834,0.14050018139768172,0.0009932238388087949,2.715485542986325,0.0013577427714931624,ZZ1000/CYB_1,1,True,-0.000365867475171866,0.0009932238388087949,0.0,1.3577427714931625,21.108477645870497,1.0,False,False,False,2,21.108477645870497,1.0,False,0.0009932238388087949,0.0009932238388087949,1.3577427714931625,,False,1.0,False,False,False,0.0,1.0,0.9986344983923033,1.0,False,-0.000365867475171866
2015-04-08,0.015873691022974867,1.0155020158805468,ZZ1000/CYB,1,ZZ1000/CYB_1,ZZ1000,CYB,ZZ1000,CYB,False,False,False,,1.3577427714931625,1.4234857066405187,0.1421335625136467,0.015873691022974964,0.0,0.0,ZZ1000/CYB_1,1,False,0.015873691022974867,0.015873691022974964,0.0,1.3577427714931625,22.111715128506656,1.0,False,False,False,2,22.111715128506656,1.0,False,0.015873691022974964,0.015873691022974964,1.3577427714931625,,False,1.0,False,False,False,0.0,1.0,1.0144865138646662,1.0,False,0.0
2015-04-09,-0.011806833482302936,1.0035121526781021,ZZ500/CYB,1,ZZ500/CYB_1,ZZ500,CYB,ZZ500,CYB,True,False,True,ZZ500/CYB_1,0.928559603921354,0.9374733634520747,0.21422752431866782,-0.010463297176917736,2.715485542986325,0.0013577427714931624,ZZ500/CYB_1,1,True,-0.011806833482302936,-0.010463297176917736,0.0,0.928559603921354,26.18088029075507,1.0,False,False,False,3,26.18088029075507,1.0,False,-0.010463297176917736,-0.010463297176917736,0.928559603921354,,False,1.0,False,False,False,0.0,1.0,1.002508640525424,1.0,False,-0.011806833482302936
2015-04-10,0.003742322939512377,1.0072676192271488,ZZ500/CYB,1,ZZ500/CYB_1,ZZ500,CYB,ZZ500,CYB,False,False,False,,0.928559603921354,0.933586851811329,0.21380576444277075,0.003742322939512453,0.0,0.0,ZZ500/CYB_1,1,False,0.003742322939512377,0.003742322939512453,0.0,0.928559603921354,30.1613330520372,1.0,False,False,False,3,30.1613330520372,1.0,False,0.003742322939512453,0.003742322939512453,0.928559603921354,,False,1.0,False,False,False,0.0,1.0,1.0062603516079216,1.0,False,-0.00810869552657445
2015-04-13,0.010858571223830937,1.0182051064119855,ZZ500/CYB,1,ZZ500/CYB_1,ZZ500,CYB,ZZ500,CYB,False,False,False,,0.928559603921354,0.9354284741632113,0.21041313367560635,0.010858571223830996,0.0,0.0,ZZ500/CYB_1,1,False,0.010858571223830937,0.010858571223830996,0.0,0.928559603921354,33.318848604136036,1.0,False,False,False,3,33.318848604136036,1.0,False,0.010858571223830996,0.010858571223830996,0.928559603921354,,False,1.0,False,False,False,0.0,1.0,1.0171869013055734,1.0,False,0.0
2015-04-14,0.004306517853731817,1.0225900248815096,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,True,False,True,SZ50/CYB_1,0.4740925121232068,0.4809947265518632,0.4089061439759521,0.0052399430571029295,1.857119207842708,0.0009285596039213539,SZ50/CYB_1,1,True,0.004306517853731817,0.0052399430571029295,0.0,0.4740925121232068,42.40672738817197,1.0,False,False,False,4,42.40672738817197,1.0,False,0.0052399430571029295,0.0052399430571029295,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.021567434856628,1.0,False,0.0
2015-04-15,0.02183677905210457,1.0449200973157333,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4891097943780519,0.4255530148556437,0.021836779052104523,0.0,0.0,SZ50/CYB_1,1,False,0.02183677905210457,0.021836779052104523,0.0,0.4740925121232068,59.592285237281374,1.0,False,False,False,4,59.592285237281374,1.0,False,0.021836779052104523,0.021836779052104523,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0438751772184174,1.0,False,0.0
2015-04-16,0.01191549842605566,1.0573708410906528,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4699766962474561,0.4260668030576579,0.011915498426055755,0.0,0.0,SZ50/CYB_1,1,False,0.01191549842605566,0.011915498426055755,0.0,0.4740925121232068,80.88023659388043,1.0,False,False,False,4,80.88023659388043,1.0,False,0.011915498426055755,0.011915498426055755,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.056313470249562,1.0,False,0.0
2015-04-17,0.011630428787481772,1.0696685173599174,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.46940995769842886,0.42938366704139874,0.011630428787481878,0.0,0.0,SZ50/CYB_1,1,False,0.011630428787481772,0.011630428787481878,0.0,0.4740925121232068,102.44569780377847,1.0,False,False,False,4,102.44569780377847,1.0,False,0.011630428787481878,0.011630428787481878,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0685988488425573,1.0,False,0.0
2015-04-20,-0.0028538989183675145,1.0666157915352121,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.46578390225708594,0.41768309120397,-0.0028538989183675657,0.0,0.0,SZ50/CYB_1,1,False,-0.0028538989183675145,-0.0028538989183675657,0.0,0.4740925121232068,124.59261857366782,1.0,False,False,False,4,124.59261857366782,1.0,False,-0.0028538989183675657,-0.0028538989183675657,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0655491757436768,1.0,False,-0.0028538989183675145
2015-04-21,-0.020138672829318027,1.0451355650749004,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4788319283490762,0.43657148133464035,-0.020138672829318065,0.0,0.0,SZ50/CYB_1,1,False,-0.020138672829318027,-0.020138672829318065,0.0,0.4740925121232068,137.5392960342493,1.0,False,False,False,4,137.5392960342493,1.0,False,-0.020138672829318065,-0.020138672829318065,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0440904295098254,1.0,False,-0.022935098011080512
2015-04-22,-0.0002026667274827032,1.0449237508701508,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.45811512787913006,0.421520118975209,-0.00020266672748270494,0.0,0.0,SZ50/CYB_1,1,False,-0.0002026667274827032,-0.00020266672748270494,0.0,0.4740925121232068,139.9063406903203,1.0,False,False,False,4,139.9063406903203,1.0,False,-0.00020266672748270494,-0.00020266672748270494,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0438788271192807,1.0,False,-0.023133116557304767
2015-04-23,-0.016531166654748186,1.0276499422030116,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4744732006771963,0.43206073276050505,-0.016531166654748238,0.0,0.0,SZ50/CYB_1,1,False,-0.016531166654748186,-0.016531166654748238,0.0,0.4740925121232068,120.5133551926543,1.0,False,False,False,4,139.9063406903203,0.8613859428959553,False,-0.016531166654748238,-0.016531166654748238,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0266222922608088,1.0,False,-0.03928186580700044
2015-04-24,-0.01216474977396409,1.0151488378008833,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4628978864201985,0.4227308955528631,-0.012164749773964055,0.0,0.0,SZ50/CYB_1,1,False,-0.01216474977396409,-0.012164749773964055,0.0,0.4740925121232068,112.80506394281637,1.0,False,False,False,4,139.9063406903203,0.8062898606754928,False,-0.012164749773964055,-0.012164749773964055,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0141336889630825,1.0,False,-0.05096876151276808
2015-04-27,0.010215583024043573,1.0255191750351995,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.4731142249218208,0.4229027092102291,0.010215583024043478,0.0,0.0,SZ50/CYB_1,1,False,0.010215583024043573,0.010215583024043478,0.0,0.4740925121232068,99.44802545873775,1.0,False,False,False,4,139.9063406903203,0.7108185731114491,False,0.010215583024043478,0.010215583024043478,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0244936558601645,1.0,False,-0.04127385410359086
2015-04-28,0.006527452999746108,1.0322132032505802,SZ50/CYB,1,SZ50/CYB_1,SZ50,CYB,SZ50,CYB,False,False,False,,0.4740925121232068,0.47292201171635917,0.4230346043890335,0.00652745299974617,0.0,0.0,SZ50/CYB_1,1,False,0.006527452999746108,0.00652745299974617,0.0,0.4740925121232068,103.19755157178493,1.0,False,False,False,4,139.9063406903203,0.7376188317312259,False,0.00652745299974617,0.00652745299974617,0.4740925121232068,,False,1.0,False,False,False,0.0,1.0,1.0311809900473299,1.0,False,-0.035015814246624144
