start,end,rows,total_return,annual_return,annual_vol,sharpe_ann_over_vol,max_drawdown,max_drawdown_start,max_drawdown_end,final_nav,window,variant,active_days,active_pct,allowed_pair_days
2016-05-09,2026-05-07,2426,9.909256367519344,0.2691789093170711,0.19393028312118998,1.388018957043739,-0.1800537394491546,2016-12-12,2017-02-20,10.909256367519344,10Y,baseline_all_10_pairs,2358,0.9719703215169002,1858
2016-05-09,2026-05-07,2426,8.438040674474543,0.2509705218836342,0.16507571684088482,1.520335799150536,-0.1562483016337407,2016-12-12,2017-09-25,9.438040674474543,10Y,allowed_top5_only,1799,0.7415498763396537,1858
2023-05-08,2026-05-07,726,0.9592879335160556,0.25131337869589965,0.2036349269799605,1.2341369058002076,-0.17807978748568554,2024-04-12,2024-09-23,1.9592879335160556,3Y,baseline_all_10_pairs,702,0.9669421487603306,548
2023-05-08,2026-05-07,726,1.2266349077145704,0.30581906328052644,0.18522631382766058,1.6510562509226876,-0.1552447020208736,2024-04-19,2024-09-23,2.2266349077145704,3Y,allowed_top5_only,528,0.7272727272727273,548
