date,return,nav,top_pair,direction,holding,pair_a,pair_b,long_leg,short_leg,pair_changed,direction_changed,is_signal,target,weight,scale_raw,realized_vol,return_before_dk_execution_cost,dk_execution_turnover,dk_execution_cost,actual_position,actual_direction,scale_rebalanced,dk_overlay_execution_cost,same_side_overheat_tc,raw_return,return_before_dk_overlay,base_weight,active_score_overlay,overlay_scale,overlay_on,overlay_triggered,overlay_recovered,trade_id,score_peak_overlay,score_decay_ratio_overlay,waiting_for_new_peak,pre_overheat_return,return_before_dk_overheat,pre_overheat_weight,same_side_overheat_abs_bias,same_side_overheat_signal,same_side_overheat_scale,same_side_overheat_on,same_side_overheat_triggered,same_side_overheat_recovered,dk_total_overlay_scale,raw_nav,risk_gate_scale,risk_gate_on,risk_gate_base_dd
2015-05-05,-0.007850614324003136,0.9764294391716012,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.6089507958248889,0.3299206790776925,-0.007850614324003089,0.0,0.0,SZ50/ZZ1000_1,1,False,0.0,0.0,-0.007850614324003136,-0.007850614324003089,0.6511954188663138,64.36468228120289,1.0,False,False,False,4,94.5406189442271,0.6808151141804341,False,-0.007850614324003089,-0.007850614324003089,0.6511954188663138,,False,1.0,False,False,False,1.0,0.9764294391716012,1.0,False,-0.07341378308703872
2015-05-06,0.00014028151705280933,0.9765664141746232,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.606206317709786,0.3278524986665561,0.00014028151705274136,0.0,0.0,SZ50/ZZ1000_1,1,False,0.0,0.0,0.00014028151705280933,0.00014028151705274136,0.6511954188663138,46.23311723169241,1.0,False,False,False,4,94.5406189442271,0.48902913634368084,False,0.00014028151705274136,0.00014028151705274136,0.6511954188663138,,False,1.0,False,False,False,1.0,0.9765664141746232,1.0,False,-0.07328380016684999
2015-05-07,0.0017785556269414027,0.9783032918656355,SZ50/ZZ1000,1,SZ50/ZZ1000_1,SZ50,ZZ1000,SZ50,ZZ1000,False,False,False,,0.6511954188663138,0.6100304277485802,0.32049980826481106,0.001778555626941396,0.0,0.0,SZ50/ZZ1000_1,1,False,0.0,0.0,0.0017785556269414027,0.001778555626941396,0.6511954188663138,35.949808057592904,1.0,False,False,False,4,94.5406189442271,0.38025780303808865,False,0.001778555626941396,0.001778555626941396,0.6511954188663138,,False,1.0,False,False,False,1.0,0.9783032918656355,1.0,False,-0.07163558385505897
2015-05-08,-0.0006511954188662683,0.9776662252437108,none,0,none_0,,,,,True,True,True,none_0,0.0,0.0,,0.0,1.3023908377326276,0.0006511954188663138,none,0,True,0.0,0.0,-0.0006511954188662683,0.0,0.0,,1.0,False,False,False,5,,,False,0.0,0.0,0.0,,False,0.0,True,True,False,0.0,0.9776662252437108,1.0,False,-0.07224013050989098
2015-05-11,0.011140470076882236,0.9885578865712168,ZZ500/CYB,-1,ZZ500/CYB_-1,ZZ500,CYB,CYB,ZZ500,True,True,True,ZZ500/CYB_-1,0.8116994323040347,0.8106857310875157,0.2304792687574095,0.011961878959547131,1.6233988646080695,0.0008116994323040347,ZZ500/CYB_-1,-1,True,0.0,0.0,0.011140470076882236,0.011961878959547131,0.8116994323040347,67.02831147679537,1.0,False,False,False,6,67.02831147679537,1.0,False,0.011961878959547131,0.011961878959547131,0.8116994323040347,,False,1.0,False,False,False,1.0,0.9885578865712168,1.0,False,-0.061904449445304155
2015-05-12,0.008908681103744431,0.9973646335352713,ZZ500/CYB,-1,ZZ500/CYB_-1,ZZ500,CYB,CYB,ZZ500,False,False,False,,0.8116994323040347,0.8677570051235697,0.2314350350855361,0.00890868110374447,0.0,0.0,ZZ500/CYB_-1,-1,False,0.0,0.0,0.008908681103744431,0.00890868110374447,0.8116994323040347,76.40207412112544,1.0,False,False,False,6,76.40207412112544,1.0,False,0.00890868110374447,0.00890868110374447,0.8116994323040347,,False,1.0,False,False,False,1.0,0.9973646335352713,1.0,False,-0.05354725534057092
2015-05-13,-0.002300894536971576,0.9950698026986013,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,True,False,True,SZ50/CYB_-1,0.4740925121232068,0.4451397213672572,0.425974145890094,-0.0014904048654507608,1.6233988646080695,0.0008116994323040347,SZ50/CYB_-1,-1,True,0.0,0.0,-0.002300894536971576,-0.0014904048654507608,0.4740925121232068,101.8130807202149,1.0,False,False,False,7,101.8130807202149,1.0,False,-0.0014904048654507608,-0.0014904048654507608,0.4740925121232068,,False,1.0,False,False,False,1.0,0.9950698026986013,1.0,False,-0.055724943290259454
2015-05-14,-0.005587859386385174,0.9895094925614836,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4695120629494781,0.41800138943606924,-0.005587859386385205,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,-0.005587859386385174,-0.005587859386385205,0.4740925121232068,107.25651754922879,1.0,False,False,False,7,107.25651754922879,1.0,False,-0.005587859386385205,-0.005587859386385205,0.4740925121232068,,False,1.0,False,False,False,1.0,0.9895094925614836,1.0,False,-0.06100141952922433
2015-05-15,0.01089357091814791,1.0002887843928827,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.47846730909153784,0.42010911608297424,0.010893570918147919,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,0.01089357091814791,0.010893570918147919,0.4740925121232068,108.0484737669917,1.0,False,False,False,7,108.0484737669917,1.0,False,0.010893570918147919,0.010893570918147919,0.4740925121232068,,False,1.0,False,False,False,1.0,1.0002887843928827,1.0,False,-0.05077237190082573
2015-05-18,0.02967714983689751,1.0299745045274784,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.47606679394335905,0.43813767600906534,0.02967714983689741,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,0.02967714983689751,0.02967714983689741,0.4740925121232068,111.24283763379108,1.0,False,False,False,7,111.24283763379108,1.0,False,0.02967714983689741,0.02967714983689741,0.4740925121232068,,False,1.0,False,False,False,1.0,1.0299745045274784,1.0,False,-0.022602001352403644
2015-05-19,-0.012204947823052703,1.017403719440646,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.45647752054051133,0.4468015436929068,-0.01220494782305267,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,-0.012204947823052703,-0.01220494782305267,0.4740925121232068,111.66448115754719,1.0,False,False,False,7,111.66448115754719,1.0,False,-0.01220494782305267,-0.01220494782305267,0.4740925121232068,,False,1.0,False,False,False,1.0,1.017403719440646,1.0,False,-0.034531092928253626
2015-05-20,0.010886085382430855,1.0284792631988795,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4476260273117206,0.44972542648594693,0.010886085382430964,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,0.010886085382430855,0.010886085382430964,0.4740925121232068,112.29745274837617,1.0,False,False,False,7,112.29745274837617,1.0,False,0.010886085382430964,0.010886085382430964,0.4740925121232068,,False,1.0,False,False,False,1.0,1.0284792631988795,1.0,False,-0.02402091597178857
2015-05-21,0.012600408233415461,1.0414385217747877,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.44471579372942044,0.43631447724774525,0.012600408233415421,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,0.012600408233415461,0.012600408233415421,0.4740925121232068,115.63747257830704,1.0,False,False,False,7,115.63747257830704,1.0,False,0.012600408233415421,0.012600408233415421,0.4740925121232068,,False,1.0,False,False,False,1.0,1.0414385217747877,1.0,False,-0.011723181085758205
2015-05-22,-0.01618806940262807,1.024579642705727,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4583849732917235,0.4482505870220033,-0.016188069402628028,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,-0.01618806940262807,-0.016188069402628028,0.4740925121232068,114.95675812815612,1.0,False,False,False,7,115.63747257830704,0.9941133748864154,False,-0.016188069402628028,-0.016188069402628028,0.4740925121232068,,False,1.0,False,False,False,1.0,1.024579642705727,1.0,False,-0.0277214748193505
2015-05-25,-0.02131861427010251,1.0027370245138842,SZ50/CYB,-1,SZ50/CYB_-1,SZ50,CYB,CYB,SZ50,False,False,False,,0.4740925121232068,0.4461790029740275,0.46889044766448845,-0.02131861427010248,0.0,0.0,SZ50/CYB_-1,-1,False,0.0,0.0,-0.02131861427010251,-0.02131861427010248,0.4740925121232068,103.8243250869911,1.0,False,False,False,7,115.63747257830704,0.8978432576575353,False,-0.02131861427010248,-0.02131861427010248,0.4740925121232068,,False,1.0,False,False,False,1.0,1.0027370245138842,1.0,False,-0.04844910566078087
2015-05-26,0.018681004131915646,1.0214691590120528,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,True,False,True,SZ50/ZZ1000_-1,0.6511954188663138,0.5654325810958652,0.3616938660264604,0.019344796793832986,1.3023908377326276,0.0006511954188663138,SZ50/ZZ1000_-1,-1,True,0.0,0.0,0.018681004131915646,0.019344796793832986,0.6511954188663138,108.9966542184154,1.0,False,False,False,8,108.9966542184154,1.0,False,0.019344796793832986,0.019344796793832986,0.6511954188663138,,False,1.0,False,False,False,1.0,1.0214691590120528,1.0,False,-0.030673179471901957
2015-05-27,0.016854942915510485,1.0386859633771555,SZ50/ZZ1000,-1,SZ50/ZZ1000_-1,SZ50,ZZ1000,ZZ1000,SZ50,False,False,False,,0.6511954188663138,0.5529538064805573,0.3673112797534403,0.016854942915510377,0.0,0.0,SZ50/ZZ1000_-1,-1,False,0.0,0.0,0.016854942915510485,0.016854942915510377,0.6511954188663138,107.07670269240688,1.0,False,False,False,8,108.9966542184154,0.9823852251266247,False,0.016854942915510377,0.016854942915510377,0.6511954188663138,,False,1.0,False,False,False,1.0,1.0386859633771555,1.0,False,-0.014335231245427571
