,cpi,cpi_yoy,unrate,unrate_12m_change,usrec,gdp_yoy,gdp_qoq_ann,high_inflation,growth_stress,stagflation_rule
1968-10-01,35.3,0.047477744807121525,3.4,-0.6000000000000001,0,0.053353544503060624,0.0313425319108267,True,False,False
1968-11-01,35.4,0.04424778761061954,3.4,-0.5,0,0.053353544503060624,0.0313425319108267,True,False,False
1968-12-01,35.6,0.04705882352941182,3.4,-0.3999999999999999,0,0.053353544503060624,0.0313425319108267,True,False,False
1969-01-01,35.7,0.04692082111436946,3.4,-0.30000000000000027,0,0.049578561546840705,0.0158037694701052,True,False,False
1969-02-01,35.8,0.04678362573099393,3.4,-0.3999999999999999,0,0.049578561546840705,0.0158037694701052,True,False,False
1969-03-01,36.1,0.05247813411078739,3.4,-0.30000000000000027,0,0.049578561546840705,0.0158037694701052,True,False,False
1969-04-01,36.3,0.05523255813953476,3.4,-0.10000000000000009,0,0.04469434131486105,0.06406106807671486,True,False,False
1969-05-01,36.4,0.05507246376811592,3.4,-0.10000000000000009,0,0.04469434131486105,0.06406106807671486,True,False,False
1969-06-01,36.6,0.054755043227665556,3.5,-0.20000000000000018,0,0.04469434131486105,0.06406106807671486,True,False,False
1969-07-01,36.8,0.054441260744985565,3.5,-0.20000000000000018,0,0.03064780019887059,0.012189483764982745,True,False,False
1969-08-01,36.9,0.05428571428571427,3.5,0.0,0,0.03064780019887059,0.012189483764982745,True,False,False
1969-09-01,37.1,0.056980056980056926,3.7,0.30000000000000027,0,0.03064780019887059,0.012189483764982745,True,False,False
1969-10-01,37.3,0.056657223796034106,3.7,0.30000000000000027,0,0.02947610114439625,0.02666056810328965,True,False,False
1969-11-01,37.5,0.05932203389830515,3.5,0.10000000000000009,0,0.02947610114439625,0.02666056810328965,True,False,False
1969-12-01,37.7,0.0589887640449438,3.5,0.10000000000000009,0,0.02947610114439625,0.02666056810328965,True,False,False
1970-01-01,37.9,0.06162464985994376,3.9,0.5,1,0.020442073487201062,-0.019385818054570514,True,True,True
1970-02-01,38.1,0.06424581005586605,4.2,0.8000000000000003,1,0.020442073487201062,-0.019385818054570514,True,True,True
1970-03-01,38.3,0.06094182825484751,4.4,1.0000000000000004,1,0.020442073487201062,-0.019385818054570514,True,True,True
1970-04-01,38.5,0.060606060606060774,4.6,1.1999999999999997,1,0.003227914619529093,-0.00594238049976481,True,True,True
1970-05-01,38.6,0.06043956043956045,4.8,1.4,1,0.003227914619529093,-0.00594238049976481,True,True,True
1970-06-01,38.8,0.060109289617486183,4.9,1.4000000000000004,1,0.003227914619529093,-0.00594238049976481,True,True,True
1970-07-01,38.9,0.057065217391304435,5.0,1.5,1,0.001611246078731865,0.005680798455384162,True,True,True
1970-08-01,39.0,0.05691056910569103,5.1,1.5999999999999996,1,0.001611246078731865,0.005680798455384162,True,True,True
1970-09-01,39.2,0.05660377358490565,5.4,1.7000000000000002,1,0.001611246078731865,0.005680798455384162,True,True,True
1970-10-01,39.4,0.05630026809651478,5.5,1.7999999999999998,1,0.004213436808757853,0.03737129357264579,True,True,True
1970-11-01,39.6,0.05600000000000005,5.9,2.4000000000000004,1,0.004213436808757853,0.03737129357264579,True,True,True
1970-12-01,39.8,0.055702917771883076,6.1,2.5999999999999996,0,0.004213436808757853,0.03737129357264579,True,True,True
1971-01-01,39.9,0.05277044854881274,5.9,2.0000000000000004,0,-0.0016735247777361906,-0.042178874121014176,True,True,True
1971-02-01,39.9,0.04724409448818889,5.9,1.7000000000000002,0,-0.0016735247777361906,-0.042178874121014176,True,True,True
1971-03-01,40.0,0.044386422976501416,6.0,1.5999999999999996,0,-0.0016735247777361906,-0.042178874121014176,True,True,True
1971-04-01,40.1,0.04155844155844157,5.9,1.3000000000000007,0,0.02697158764619889,0.11315314647486963,True,True,True
1971-05-01,40.3,0.04404145077720201,5.9,1.1000000000000005,0,0.02697158764619889,0.11315314647486963,True,True,True
1971-06-01,40.5,0.04381443298969079,5.9,1.0,0,0.02697158764619889,0.11315314647486963,True,True,True
1971-07-01,40.6,0.04370179948586128,6.0,1.0,0,0.031064413232145816,0.0218087907201443,True,True,True
1971-08-01,40.7,0.04358974358974366,6.1,1.0,0,0.031064413232145816,0.0218087907201443,True,True,True
1971-09-01,40.8,0.04081632653061207,6.0,0.5999999999999996,0,0.031064413232145816,0.0218087907201443,True,False,False
1971-10-01,40.9,0.038071065989847774,5.8,0.2999999999999998,0,0.03005276944871249,0.0333059541353764,False,False,False
1971-11-01,41.0,0.03535353535353525,6.0,0.09999999999999964,0,0.03005276944871249,0.0333059541353764,False,False,False
1971-12-01,41.1,0.03266331658291466,6.0,-0.09999999999999964,0,0.03005276944871249,0.0333059541353764,False,False,False
1972-01-01,41.2,0.03258145363408538,5.8,-0.10000000000000053,0,0.04365553188952087,0.009427734337199567,False,False,False
1972-02-01,41.4,0.03759398496240607,5.7,-0.20000000000000018,0,0.04365553188952087,0.009427734337199567,False,False,False
1972-03-01,41.4,0.03499999999999992,5.8,-0.20000000000000018,0,0.04365553188952087,0.009427734337199567,False,False,False
1972-04-01,41.5,0.034912718204488824,5.7,-0.20000000000000018,0,0.0347250606627687,0.0755387728710657,False,False,False
1972-05-01,41.6,0.032258064516129226,5.7,-0.20000000000000018,0,0.0347250606627687,0.0755387728710657,False,False,False
1972-06-01,41.7,0.029629629629629672,5.7,-0.20000000000000018,0,0.0347250606627687,0.0755387728710657,False,False,False
1972-07-01,41.8,0.029556650246305383,5.6,-0.40000000000000036,0,0.05251377703035898,0.093908309179904,False,False,False
1972-08-01,41.9,0.029484029484029284,5.6,-0.5,0,0.05251377703035898,0.093908309179904,False,False,False
1972-09-01,42.1,0.031862745098039325,5.5,-0.5,0,0.05251377703035898,0.093908309179904,False,False,False
1972-10-01,42.2,0.03178484107579482,5.6,-0.20000000000000018,0,0.05378364037294192,0.03830174223484084,False,False,False
1972-11-01,42.4,0.034146341463414664,5.3,-0.7000000000000002,0,0.05378364037294192,0.03830174223484084,False,False,False
1972-12-01,42.5,0.03406326034063256,5.2,-0.7999999999999998,0,0.05378364037294192,0.03830174223484084,False,False,False
1973-01-01,42.7,0.03640776699029136,4.9,-0.8999999999999995,0,0.06891806086097496,0.0686785325583199,False,False,False
1973-02-01,43.0,0.03864734299516903,5.0,-0.7000000000000002,0,0.06891806086097496,0.0686785325583199,False,False,False
1973-03-01,43.4,0.048309178743961345,4.9,-0.8999999999999995,0,0.06891806086097496,0.0686785325583199,True,False,False
1973-04-01,43.7,0.053012048192771166,5.0,-0.7000000000000002,0,0.07561184799549903,0.10273388577877118,True,False,False
1973-05-01,43.9,0.05528846153846145,4.9,-0.7999999999999998,0,0.07561184799549903,0.10273388577877118,True,False,False
1973-06-01,44.2,0.05995203836930463,4.9,-0.7999999999999998,0,0.07561184799549903,0.10273388577877118,True,False,False
1973-07-01,44.2,0.05741626794258381,4.8,-0.7999999999999998,0,0.06319553786409782,0.04426613099414389,True,False,False
1973-08-01,45.0,0.07398568019093088,4.8,-0.7999999999999998,0,0.06319553786409782,0.04426613099414389,True,False,False
1973-09-01,45.2,0.07363420427553447,4.8,-0.7000000000000002,0,0.06319553786409782,0.04426613099414389,True,False,False
1973-10-01,45.6,0.08056872037914697,4.6,-1.0,0,0.047713493752379765,-0.02086821040983311,True,True,True
1973-11-01,45.9,0.08254716981132071,4.8,-0.5,0,0.047713493752379765,-0.02086821040983311,True,True,True
1973-12-01,46.3,0.0894117647058823,4.9,-0.2999999999999998,1,0.047713493752379765,-0.02086821040983311,True,True,True
1974-01-01,46.8,0.09601873536299754,5.1,0.1999999999999993,1,0.04024055261813664,0.03851328643663954,True,True,True
1974-02-01,47.3,0.09999999999999987,5.2,0.20000000000000018,1,0.04024055261813664,0.03851328643663954,True,True,True
1974-03-01,47.8,0.10138248847926268,5.1,0.1999999999999993,1,0.04024055261813664,0.03851328643663954,True,True,True
1974-04-01,48.1,0.10068649885583514,5.1,0.09999999999999964,1,0.006389984128199799,-0.033947290853653556,True,True,True
1974-05-01,48.6,0.1070615034168565,5.1,0.1999999999999993,1,0.006389984128199799,-0.033947290853653556,True,True,True
1974-06-01,49.0,0.10859728506787314,5.4,0.5,1,0.006389984128199799,-0.033947290853653556,True,True,True
1974-07-01,49.3,0.1153846153846152,5.5,0.7000000000000002,1,-0.0020826169490241186,0.00954183410021936,True,True,True
1974-08-01,49.9,0.10888888888888881,5.5,0.7000000000000002,1,-0.0020826169490241186,0.00954183410021936,True,True,True
1974-09-01,50.6,0.11946902654867242,5.9,1.1000000000000005,1,-0.0020826169490241186,0.00954183410021936,True,True,True
1974-10-01,51.0,0.11842105263157898,6.0,1.4000000000000004,1,-0.006290398324048763,-0.03727833640344591,True,True,True
1974-11-01,51.5,0.12200435729847503,6.6,1.7999999999999998,1,-0.006290398324048763,-0.03727833640344591,True,True,True
1974-12-01,51.9,0.12095032397408212,7.2,2.3,1,-0.006290398324048763,-0.03727833640344591,True,True,True
1975-01-01,52.3,0.11752136752136755,8.1,3.0,1,-0.019457634317057715,-0.01544594961236645,True,True,True
1975-02-01,52.6,0.11205073995771686,8.1,2.8999999999999995,1,-0.019457634317057715,-0.01544594961236645,True,True,True
1975-03-01,52.8,0.10460251046025104,8.6,3.5,1,-0.019457634317057715,-0.01544594961236645,True,True,True
1975-04-01,53.0,0.10187110187110182,8.8,3.700000000000001,0,-0.022997714710448536,-0.047822992471830306,True,True,True
1975-05-01,53.1,0.09259259259259256,9.0,3.9000000000000004,0,-0.022997714710448536,-0.047822992471830306,True,True,True
1975-06-01,53.5,0.09183673469387754,8.8,3.4000000000000004,0,-0.022997714710448536,-0.047822992471830306,True,True,True
1975-07-01,54.0,0.09533468559837743,8.6,3.0999999999999996,0,-0.018348424207727088,0.0288959891317635,True,True,True
1975-08-01,54.2,0.08617234468937895,8.4,2.9000000000000004,0,-0.018348424207727088,0.0288959891317635,True,True,True
1975-09-01,54.6,0.07905138339920947,8.4,2.5,0,-0.018348424207727088,0.0288959891317635,True,True,True
1975-10-01,54.9,0.07647058823529407,8.4,2.4000000000000004,0,0.007986153897486803,0.07026060129716782,True,True,True
1975-11-01,55.3,0.0737864077669903,8.3,1.700000000000001,0,0.007986153897486803,0.07026060129716782,True,True,True
1975-12-01,55.6,0.07129094412331405,8.2,0.9999999999999991,0,0.007986153897486803,0.07026060129716782,True,True,True
1976-01-01,55.8,0.06692160611854692,7.9,-0.1999999999999993,0,0.025547951202428143,0.05498232236551881,True,False,False
1976-02-01,55.9,0.06273764258555126,7.7,-0.39999999999999947,0,0.025547951202428143,0.05498232236551881,True,False,False
1976-03-01,56.0,0.06060606060606055,7.6,-1.0,0,0.025547951202428143,0.05498232236551881,True,False,False
1976-04-01,56.1,0.05849056603773595,7.7,-1.1000000000000005,0,0.06154303273356643,0.09306055389505241,True,False,False
1976-05-01,56.4,0.062146892655367214,7.4,-1.5999999999999996,0,0.06154303273356643,0.09306055389505241,True,False,False
1976-06-01,56.7,0.059813084112149584,7.6,-1.200000000000001,0,0.06154303273356643,0.09306055389505241,True,False,False
1976-07-01,57.0,0.05555555555555558,7.8,-0.7999999999999998,0,0.06173984642335095,0.029659244631544457,True,False,False
1976-08-01,57.3,0.05719557195571956,7.8,-0.6000000000000005,0,0.06173984642335095,0.029659244631544457,True,False,False
1976-09-01,57.6,0.05494505494505497,7.6,-0.8000000000000007,0,0.06173984642335095,0.029659244631544457,True,False,False
1976-10-01,57.9,0.05464480874316946,7.7,-0.7000000000000002,0,0.0495825690072933,0.02207675345975524,True,False,False
1976-11-01,58.1,0.05063291139240511,7.8,-0.5000000000000009,0,0.0495825690072933,0.02207675345975524,True,False,False
1976-12-01,58.4,0.050359712230215736,7.8,-0.39999999999999947,0,0.0495825690072933,0.02207675345975524,True,False,False
1977-01-01,58.7,0.051971326164874654,7.5,-0.40000000000000036,0,0.043115159923227786,0.02921894837303962,True,False,False
1977-02-01,59.3,0.06082289803220031,7.6,-0.10000000000000053,0,0.043115159923227786,0.02921894837303962,True,False,False
1977-03-01,59.6,0.06428571428571428,7.4,-0.1999999999999993,0,0.043115159923227786,0.02921894837303962,True,False,False
1977-04-01,60.0,0.06951871657754016,7.2,-0.5,0,0.032268394403294653,0.0483003119905514,True,False,False
1977-05-01,60.2,0.06737588652482285,7.0,-0.40000000000000036,0,0.032268394403294653,0.0483003119905514,True,False,False
1977-06-01,60.5,0.06701940035273357,7.2,-0.39999999999999947,0,0.032268394403294653,0.0483003119905514,True,False,False
1977-07-01,60.8,0.06666666666666665,6.9,-0.8999999999999995,0,0.044653042962939926,0.07996901576106796,True,False,False
1977-08-01,61.1,0.06631762652705064,7.0,-0.7999999999999998,0,0.044653042962939926,0.07996901576106796,True,False,False
1977-09-01,61.3,0.06423611111111094,6.8,-0.7999999999999998,0,0.044653042962939926,0.07996901576106796,True,False,False
1977-10-01,61.6,0.06390328151986191,6.8,-0.9000000000000004,0,0.05769993106834703,0.07410099822573013,True,False,False
1977-11-01,62.0,0.06712564543889843,6.8,-1.0,0,0.05769993106834703,0.07410099822573013,True,False,False
1977-12-01,62.3,0.0667808219178081,6.4,-1.3999999999999995,0,0.05769993106834703,0.07410099822573013,True,False,False
1978-01-01,62.7,0.0681431005110733,6.4,-1.0999999999999996,0,0.050132712216701014,7.971356844205246e-05,True,False,False
1978-02-01,63.0,0.062394603709949426,6.3,-1.2999999999999998,0,0.050132712216701014,7.971356844205246e-05,True,False,False
1978-03-01,63.4,0.06375838926174482,6.3,-1.1000000000000005,0,0.050132712216701014,7.971356844205246e-05,True,False,False
1978-04-01,63.9,0.06499999999999995,6.1,-1.1000000000000005,0,0.041141118093148465,0.0128551959621519,True,False,False
1978-05-01,64.5,0.0714285714285714,6.0,-1.0,0,0.041141118093148465,0.0128551959621519,True,False,False
1978-06-01,65.0,0.07438016528925617,5.9,-1.2999999999999998,0,0.041141118093148465,0.0128551959621519,True,False,False
1978-07-01,65.5,0.07730263157894735,6.2,-0.7000000000000002,0,0.06077933225596155,0.16378592328367314,True,False,False
1978-08-01,65.9,0.07855973813420625,5.9,-1.0999999999999996,0,0.06077933225596155,0.16378592328367314,True,False,False
1978-09-01,66.5,0.08482871125611746,6.0,-0.7999999999999998,0,0.06077933225596155,0.16378592328367314,True,False,False
1978-10-01,67.1,0.08928571428571419,5.8,-1.0,0,0.052470330832419476,0.040840948139646116,True,False,False
1978-11-01,67.5,0.08870967741935476,5.9,-0.8999999999999995,0,0.052470330832419476,0.040840948139646116,True,False,False
1978-12-01,67.9,0.08988764044943842,6.0,-0.40000000000000036,0,0.052470330832419476,0.040840948139646116,True,False,False
1979-01-01,68.5,0.09250398724082931,5.9,-0.5,0,0.06659559719611163,0.05485876694408098,True,False,False
1979-02-01,69.2,0.09841269841269851,5.9,-0.39999999999999947,0,0.06659559719611163,0.05485876694408098,True,False,False
1979-03-01,69.9,0.10252365930599372,5.8,-0.5,0,0.06659559719611163,0.05485876694408098,True,False,False
1979-04-01,70.6,0.10485133020344284,5.8,-0.2999999999999998,0,0.06510448393675339,0.007203128095243594,True,False,False
1979-05-01,71.4,0.10697674418604652,5.6,-0.40000000000000036,0,0.06510448393675339,0.007203128095243594,True,False,False
1979-06-01,72.2,0.11076923076923073,5.7,-0.20000000000000018,0,0.06510448393675339,0.007203128095243594,True,False,False
1979-07-01,73.0,0.11450381679389321,5.7,-0.5,0,0.026566953584967523,0.004276653129510644,True,False,False
1979-08-01,73.7,0.11836115326251884,6.0,0.09999999999999964,0,0.026566953584967523,0.004276653129510644,True,False,False
1979-09-01,74.4,0.11879699248120312,5.9,-0.09999999999999964,0,0.026566953584967523,0.004276653129510644,True,False,False
1979-10-01,75.2,0.12071535022354718,6.0,0.20000000000000018,0,0.02389453450707335,0.030044885228652785,True,False,False
1979-11-01,76.0,0.125925925925926,5.9,0.0,0,0.02389453450707335,0.030044885228652785,True,False,False
1979-12-01,76.9,0.13254786450662737,6.0,0.0,0,0.02389453450707335,0.030044885228652785,True,False,False
1980-01-01,78.0,0.13868613138686126,6.3,0.39999999999999947,0,0.01284088156938723,0.010039382904812877,True,True,True
1980-02-01,79.0,0.14161849710982644,6.3,0.39999999999999947,1,0.01284088156938723,0.010039382904812877,True,True,True
1980-03-01,80.1,0.14592274678111572,6.3,0.5,1,0.01284088156938723,0.010039382904812877,True,True,True
1980-04-01,80.9,0.1458923512747876,6.9,1.1000000000000005,1,0.01420553641544986,0.012642343775070453,True,True,True
1980-05-01,81.7,0.14425770308123242,7.5,1.9000000000000004,1,0.01420553641544986,0.012642343775070453,True,True,True
1980-06-01,82.5,0.1426592797783932,7.6,1.8999999999999995,1,0.01420553641544986,0.012642343775070453,True,True,True
1980-07-01,82.6,0.1315068493150684,7.8,2.0999999999999996,1,-0.0077506874396774394,-0.07990496864847274,True,True,True
1980-08-01,83.2,0.12890094979647215,7.7,1.7000000000000002,0,-0.0077506874396774394,-0.07990496864847274,True,True,True
1980-09-01,83.9,0.12768817204301075,7.5,1.5999999999999996,0,-0.0077506874396774394,-0.07990496864847274,True,True,True
1980-10-01,84.7,0.12632978723404253,7.5,1.5,0,-0.01623745716089553,-0.004745720834588019,True,True,True
1980-11-01,85.6,0.12631578947368416,7.5,1.5999999999999996,0,-0.01623745716089553,-0.004745720834588019,True,True,True
1980-12-01,86.4,0.12353706111833551,7.2,1.2000000000000002,0,-0.01623745716089553,-0.004745720834588019,True,True,True
1981-01-01,87.2,0.11794871794871797,7.5,1.2000000000000002,0,-0.00039051531488198954,0.07670976151859255,True,True,True
1981-02-01,88.0,0.11392405063291133,7.4,1.1000000000000005,0,-0.00039051531488198954,0.07670976151859255,True,True,True
1981-03-01,88.6,0.10611735330836458,7.4,1.1000000000000005,0,-0.00039051531488198954,0.07670976151859255,True,True,True
1981-04-01,89.1,0.10135970333745359,7.2,0.2999999999999998,0,0.016000011986558205,0.08071072858844008,True,False,False
1981-05-01,89.7,0.0979192166462668,7.5,0.0,0,0.016000011986558205,0.08071072858844008,True,False,False
1981-06-01,90.5,0.09696969696969693,7.5,-0.09999999999999964,0,0.016000011986558205,0.08071072858844008,True,False,False
1981-07-01,91.5,0.10774818401937059,7.2,-0.5999999999999996,0,0.029686706612209957,-0.029315137305306105,True,True,True
1981-08-01,92.2,0.10817307692307687,7.4,-0.2999999999999998,1,0.029686706612209957,-0.029315137305306105,True,True,True
1981-09-01,93.1,0.1096543504171632,7.6,0.09999999999999964,1,0.029686706612209957,-0.029315137305306105,True,True,True
1981-10-01,93.4,0.10271546635182993,7.9,0.40000000000000036,1,0.04325718700878034,0.04876737921978669,True,True,True
1981-11-01,93.8,0.09579439252336464,8.3,0.8000000000000007,1,0.04325718700878034,0.04876737921978669,True,True,True
1981-12-01,94.1,0.08912037037037024,8.5,1.2999999999999998,1,0.04325718700878034,0.04876737921978669,True,True,True
1982-01-01,94.4,0.08256880733944949,8.6,1.0999999999999996,1,0.012998250196119887,-0.0428766969161144,True,True,True
1982-02-01,94.7,0.07613636363636367,8.9,1.5,1,0.012998250196119887,-0.0428766969161144,True,True,True
1982-03-01,94.7,0.06884875846501148,9.0,1.5999999999999996,1,0.012998250196119887,-0.0428766969161144,True,True,True
1982-04-01,95.0,0.06621773288439958,9.3,2.1000000000000005,1,-0.02190515056799669,-0.06071244125228514,True,True,True
1982-05-01,95.9,0.06911928651059096,9.4,1.9000000000000004,1,-0.02190515056799669,-0.06071244125228514,True,True,True
1982-06-01,97.0,0.07182320441988943,9.6,2.0999999999999996,1,-0.02190515056799669,-0.06071244125228514,True,True,True
1982-07-01,97.5,0.06557377049180335,9.8,2.6000000000000005,1,-0.010107452377141501,0.018372323833022897,True,True,True
1982-08-01,97.7,0.05965292841648595,9.8,2.4000000000000004,1,-0.010107452377141501,0.018372323833022897,True,True,True
1982-09-01,97.7,0.04940923737916236,10.1,2.5,1,-0.010107452377141501,0.018372323833022897,True,True,True
1982-10-01,98.1,0.05032119914346889,10.4,2.5,1,-0.025560417516138023,-0.015203219897144793,True,True,True
1982-11-01,98.0,0.044776119402985204,10.8,2.5,1,-0.025560417516138023,-0.015203219897144793,True,True,True
1982-12-01,97.7,0.03825717321997879,10.8,2.3000000000000007,0,-0.025560417516138023,-0.015203219897144793,False,True,False
1983-01-01,97.9,0.037076271186440746,10.4,1.8000000000000007,0,-0.014431837563933958,0.0016013121965614552,False,True,False
1983-02-01,98.0,0.03484688489968324,10.4,1.5,0,-0.014431837563933958,0.0016013121965614552,False,True,False
1983-03-01,98.1,0.035902851108764455,10.3,1.3000000000000007,0,-0.014431837563933958,0.0016013121965614552,False,True,False
1983-04-01,98.8,0.040000000000000036,10.2,0.8999999999999986,0,0.014314731652409485,0.053762743250762135,True,True,True
1983-05-01,99.2,0.0344108446298228,10.1,0.6999999999999993,0,0.014314731652409485,0.053762743250762135,False,True,False
1983-06-01,99.4,0.024742268041237248,10.1,0.5,0,0.014314731652409485,0.053762743250762135,False,True,False
1983-07-01,99.8,0.02358974358974364,9.4,-0.40000000000000036,0,0.03268479687025838,0.09417500386870459,False,False,False
1983-08-01,100.1,0.02456499488229258,9.5,-0.3000000000000007,0,0.03268479687025838,0.09417500386870459,False,False,False
1983-09-01,100.4,0.02763561924257929,9.2,-0.9000000000000004,0,0.03268479687025838,0.09417500386870459,False,False,False
1983-10-01,100.8,0.02752293577981657,8.8,-1.5999999999999996,0,0.05736967079109201,0.08238778556686621,False,False,False
1983-11-01,101.1,0.031632653061224536,8.5,-2.3000000000000007,0,0.05736967079109201,0.08238778556686621,False,False,False
1983-12-01,101.4,0.03787103377686796,8.3,-2.5,0,0.05736967079109201,0.08238778556686621,False,False,False
1984-01-01,102.1,0.04290091930541351,8.0,-2.4000000000000004,0,0.07899663970222681,0.0860951069047895,True,False,False
1984-02-01,102.6,0.04693877551020398,7.8,-2.6000000000000005,0,0.07899663970222681,0.0860951069047895,True,False,False
1984-03-01,102.9,0.04892966360856277,7.8,-2.500000000000001,0,0.07899663970222681,0.0860951069047895,True,False,False
1984-04-01,103.3,0.045546558704453455,7.7,-2.499999999999999,0,0.08578045114732769,0.08051436149363211,True,False,False
1984-05-01,103.5,0.043346774193548265,7.4,-2.6999999999999993,0,0.08578045114732769,0.08051436149363211,True,False,False
1984-06-01,103.7,0.04325955734406439,7.2,-2.8999999999999995,0,0.08578045114732769,0.08051436149363211,True,False,False
1984-07-01,104.1,0.043086172344689366,7.5,-1.9000000000000004,0,0.07996531921438144,0.07092227921145411,True,False,False
1984-08-01,104.4,0.04295704295704317,7.5,-2.0,0,0.07996531921438144,0.07092227921145411,True,False,False
1984-09-01,104.7,0.042828685258964105,7.3,-1.8999999999999995,0,0.07996531921438144,0.07092227921145411,True,False,False
1984-10-01,105.1,0.04265873015873023,7.4,-1.4000000000000004,0,0.06900732226163919,0.0391215832117735,True,False,False
1984-11-01,105.3,0.041543026706231556,7.2,-1.2999999999999998,0,0.06900732226163919,0.0391215832117735,True,False,False
1984-12-01,105.5,0.04043392504930954,7.3,-1.0000000000000009,0,0.06900732226163919,0.0391215832117735,True,False,False
1985-01-01,105.7,0.0352595494613126,7.3,-0.7000000000000002,0,0.05575643773964911,0.03323733498150849,False,False,False
1985-02-01,106.3,0.03606237816764146,7.2,-0.5999999999999996,0,0.05575643773964911,0.03323733498150849,False,False,False
1985-03-01,106.8,0.03790087463556846,7.2,-0.5999999999999996,0,0.05575643773964911,0.03323733498150849,False,False,False
1985-04-01,107.0,0.03581800580832528,7.3,-0.40000000000000036,0,0.045548222635726665,0.03932616954215429,False,False,False
1985-05-01,107.2,0.035748792270531515,7.2,-0.20000000000000018,0,0.045548222635726665,0.03932616954215429,False,False,False
1985-06-01,107.5,0.03664416586306651,7.4,0.20000000000000018,0,0.045548222635726665,0.03932616954215429,False,False,False
1985-07-01,107.7,0.03458213256484166,7.4,-0.09999999999999964,0,0.03683987731337335,0.035686819441234086,False,False,False
1985-08-01,107.9,0.03352490421455934,7.1,-0.40000000000000036,0,0.03683987731337335,0.035686819441234086,False,False,False
1985-09-01,108.1,0.032473734479465,7.1,-0.20000000000000018,0,0.03683987731337335,0.035686819441234086,False,False,False
1985-10-01,108.5,0.032350142721217834,7.1,-0.3000000000000007,0,0.04262423409248006,0.06250469591918373,False,False,False
1985-11-01,109.0,0.03513770180436859,7.0,-0.20000000000000018,0,0.04262423409248006,0.06250469591918373,False,False,False
1985-12-01,109.5,0.03791469194312791,7.0,-0.2999999999999998,0,0.04262423409248006,0.06250469591918373,False,False,False
1986-01-01,109.9,0.039735099337748325,6.7,-0.5999999999999996,0,0.04182460058948112,0.030071242489136063,False,False,False
1986-02-01,109.7,0.0319849482596426,7.2,0.0,0,0.04182460058948112,0.030071242489136063,False,False,False
1986-03-01,109.1,0.021535580524344455,7.2,0.0,0,0.04182460058948112,0.030071242489136063,False,False,False
1986-04-01,108.7,0.015887850467289688,7.1,-0.20000000000000018,0,0.04146107165729074,0.037876300057981815,False,False,False
1986-05-01,109.0,0.01679104477611948,7.2,0.0,0,0.04146107165729074,0.037876300057981815,False,False,False
1986-06-01,109.4,0.017674418604651132,7.2,-0.20000000000000018,0,0.04146107165729074,0.037876300057981815,False,False,False
1986-07-01,109.5,0.01671309192200554,7.0,-0.40000000000000036,0,0.03702004545954951,0.0181338799275923,False,False,False
1986-08-01,109.6,0.01575532900834098,6.9,-0.1999999999999993,0,0.03702004545954951,0.0181338799275923,False,False,False
1986-09-01,110.0,0.01757631822386685,7.0,-0.09999999999999964,0,0.03702004545954951,0.0181338799275923,False,False,False
1986-10-01,110.2,0.015668202764977046,7.0,-0.09999999999999964,0,0.031191787285773875,0.038819360303853134,False,False,False
1986-11-01,110.4,0.012844036697247763,6.9,-0.09999999999999964,0,0.031191787285773875,0.038819360303853134,False,False,False
1986-12-01,110.8,0.01187214611872145,6.6,-0.40000000000000036,0,0.031191787285773875,0.038819360303853134,False,False,False
1987-01-01,111.4,0.01364877161055511,6.6,-0.10000000000000053,0,0.029072396676214085,0.021628963722985617,False,False,False
1987-02-01,111.8,0.019143117593436676,6.6,-0.6000000000000005,0,0.029072396676214085,0.021628963722985617,False,False,False
1987-03-01,112.2,0.028414298808432603,6.6,-0.6000000000000005,0,0.029072396676214085,0.021628963722985617,False,False,False
1987-04-01,112.7,0.03679852805887762,6.3,-0.7999999999999998,0,0.027115848244058993,0.03000563384000321,False,False,False
1987-05-01,113.0,0.03669724770642202,6.3,-0.9000000000000004,0,0.027115848244058993,0.03000563384000321,False,False,False
1987-06-01,113.5,0.03747714808043878,6.2,-1.0,0,0.027115848244058993,0.03000563384000321,False,False,False
1987-07-01,113.8,0.03926940639269394,6.1,-0.9000000000000004,0,0.03353600672877488,0.04382961287554754,False,False,False
1987-08-01,114.3,0.042883211678832245,6.0,-0.9000000000000004,0,0.03353600672877488,0.04382961287554754,True,False,False
1987-09-01,114.7,0.042727272727272725,5.9,-1.0999999999999996,0,0.03353600672877488,0.04382961287554754,True,False,False
1987-10-01,115.0,0.04355716878402904,6.0,-1.0,0,0.032619859723208355,0.035140933760950066,True,False,False
1987-11-01,115.4,0.04528985507246386,5.8,-1.1000000000000005,0,0.032619859723208355,0.035140933760950066,True,False,False
1987-12-01,115.6,0.04332129963898912,5.7,-0.8999999999999995,0,0.032619859723208355,0.035140933760950066,True,False,False
1988-01-01,116.0,0.04129263913824044,5.7,-0.8999999999999995,0,0.04474555651430423,0.07046737195980368,True,False,False
1988-02-01,116.2,0.03935599284436497,5.7,-0.8999999999999995,0,0.04474555651430423,0.07046737195980368,False,False,False
1988-03-01,116.5,0.03832442067736186,5.7,-0.8999999999999995,0,0.04474555651430423,0.07046737195980368,False,False,False
1988-04-01,117.2,0.03992901508429458,5.4,-0.8999999999999995,0,0.042412578965448366,0.020836155247515586,False,False,False
