strategy,buffer_threshold,segment,start,end,rebalances,avg_turnover,qqq_entries,qqq_exits,qqq_state_changes,qqq_changes_within_7d,qqq_avg_weight,qqq_hold_ratio,cagr,vol,sharpe,max_dd,calmar,final_nav
current_no_buffer,1.0,last_3y,2023-04-25,2026-04-24,157,,5,4,9,2,0.503913528969049,0.9041970802919708,0.3420565464740335,0.1502665836833239,1.425274377049076,-0.11431402853942985,2.9922534516929336,2.415739394181057
current_no_buffer,1.0,last_5y,2021-04-23,2026-04-24,261,,9,8,17,4,0.42177815705335214,0.7855579868708972,0.2398182187425102,0.14069098296913157,1.1243085941298405,-0.18390955743165527,1.3040008474362828,2.930770217970796
buffer_1p02x,1.02,last_3y,2023-04-25,2026-04-24,157,0.052342869479141116,5,4,9,2,0.5050653060605668,0.9041970802919708,0.34645111134831286,0.15003110150468882,1.4423063168953392,-0.11431402853942962,3.0306963701206073,2.4395318297920694
buffer_1p02x,1.02,last_5y,2021-04-23,2026-04-24,261,0.04480523344907409,9,8,17,4,0.42189298369303035,0.7855579868708972,0.2432180782475446,0.14045403385900557,1.1394213141695835,-0.18554415428708082,1.310836653313413,2.9711920632836857
buffer_1p05x,1.05,last_3y,2023-04-25,2026-04-24,157,0.0505237720985016,5,4,9,2,0.5042435502005078,0.9041970802919708,0.3494684014409144,0.14967889221839084,1.4556835408432292,-0.11457040727477696,3.0502501453344397,2.4559577125219474
buffer_1p05x,1.05,last_5y,2021-04-23,2026-04-24,261,0.043390650981689184,9,8,17,4,0.42113543657104546,0.7855579868708972,0.2504880102069478,0.14043079817976503,1.16824642473266,-0.18554407641449633,1.35001890142464,3.0591234426131853
buffer_1p10x,1.1,last_3y,2023-04-25,2026-04-24,157,0.04952285495237411,5,4,9,2,0.5074114531661209,0.8978102189781022,0.34288214400086314,0.14976502130124186,1.4323918394390651,-0.11483302262021045,2.9859193477374895,2.4201973771940044
buffer_1p10x,1.1,last_5y,2021-04-23,2026-04-24,261,0.04279053873000463,9,8,17,4,0.4230347899743586,0.7817286652078774,0.24682653156486367,0.14048279445588452,1.153461580728413,-0.18554407641449688,1.3302851609957336,3.0145806199859404
