family,strategy,mix_rule,segment,start,end,avg_turnover,avg_gross_exposure,cagr,vol,sharpe,max_dd,calmar,total_return,threshold,signal_count,pair_changes,direction_changes
Sub-A-DK,mix2_60_20__65_20,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.06907174751551282,2.2769892723243115,0.2897769326996371,0.20081604559358898,1.3727639283200925,-0.23448565688879708,1.235798114667037,11.726008108139387,1.05,550,544,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p05x,full_common,2010-11-29,2026-04-24,0.0727820730972244,2.1032567886622235,0.2254433127486677,0.2002422523777999,1.1196121506353691,-0.35771433566269517,0.6302328150506338,21.895595499331545,1.05,550,544,173
Sub-A-DK,mix2_60_20__65_20,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.09717631890887773,2.281234748040697,0.2358723387827879,0.2101581561915963,1.1193496278472206,-0.24046209398982687,0.9809127703627452,0.8868265490535041,1.1,508,502,163
Sub-A-DK,mix2_60_20__65_20,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.07962812420235821,2.250503406046037,0.2710752910423826,0.20376112547734526,1.2869310972730843,-0.24046209398982699,1.1273098663685874,2.3194817547192454,1.1,508,502,163
Sub-A-DK,mix2_60_20__65_20,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.07979259383264267,2.256623898530651,0.27287626510152396,0.19891973024966436,1.3173234320408977,-0.2404620939898271,1.134799504461889,10.15402338695502,1.1,508,502,163
Sub-A-DK,mix2_60_20__65_20,candidate_1p10x,full_common,2010-11-29,2026-04-24,0.08030189441321975,2.0883961254988286,0.21434253317670815,0.19923456271688073,1.0783702919982798,-0.4033484037827548,0.5314079122825882,18.90165626187454,1.1,508,502,163
Sub-A-DK,mix2_60_20__65_20,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.09293425513986409,2.310224315921882,0.2094875863190513,0.21366716764692772,1.0026262237082877,-0.277043754461645,0.7561534340527918,0.768620412632762,1.15,489,482,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.07976757086423471,2.2585667345798024,0.2525054015932109,0.2054403221465292,1.2058862623226234,-0.2770437544616443,0.9114278792672417,2.083889561545155,1.15,489,482,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.08021612781682544,2.264001777077488,0.23411496146352695,0.2002044727176495,1.1549186370235616,-0.2770437544616442,0.8450468840868217,7.188059632615289,1.15,489,482,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p15x,full_common,2010-11-29,2026-04-24,0.07940559701479025,2.0999564141491893,0.18224948157163312,0.200609775870532,0.9381942487699252,-0.40147675101233415,0.4539477843040382,12.174996138196914,1.15,489,482,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.09697826517302548,2.301632047407543,0.1792390872308609,0.21381395347754786,0.8826512976734626,-0.2628041442029826,0.6820253454314694,0.6393005002393413,1.2,467,459,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.08182585662777682,2.258349239269215,0.20924419054851784,0.2046707495185814,1.0365882554837589,-0.26280414420298204,0.7961982151503056,1.586660799308163,1.2,467,459,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.08008239415154378,2.256083075660273,0.20272270892762734,0.20033151436754867,1.0250825466583782,-0.26280414420298215,0.7713832273932877,5.328865831434928,1.2,467,459,155
Sub-A-DK,mix2_60_20__65_20,candidate_1p20x,full_common,2010-11-29,2026-04-24,0.08083814973272771,2.0899680222049315,0.14931595574198253,0.1997318987066233,0.7993311915210997,-0.3948316080205859,0.37817629771473976,7.526918953688787,1.2,467,459,155
Sub-A-DK,mix2_60_20__70_20,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.08124829294966937,2.3223727653279376,0.2547447581840463,0.21380196192978007,1.1753288677302525,-0.2129525352242534,1.196251352047924,0.9745302778762861,1.0,618,611,175
Sub-A-DK,mix2_60_20__70_20,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.06870327251374704,2.283381077529533,0.318631645049251,0.20752453015987532,1.4456846959408947,-0.2129525352242544,1.4962566410102087,2.989000857590221,1.0,618,611,175
Sub-A-DK,mix2_60_20__70_20,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.06710697898743366,2.2892629594455483,0.2955737526294615,0.20175746093066801,1.389621337797163,-0.21295253522425306,1.3879794965493266,12.309432945891546,1.0,618,611,175
Sub-A-DK,mix2_60_20__70_20,legacy_no_buffer_1p00x,full_common,2010-12-06,2026-04-24,0.07243017568197166,2.116724014931723,0.23079437474286935,0.20009784664343414,1.1422623670891436,-0.34039864340958415,0.6780120285766427,23.387393010020954,1.0,618,611,175
Sub-A-DK,mix2_60_20__70_20,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.08014291263067987,2.323270803620714,0.22872664418932653,0.2141994080282531,1.074907490163828,-0.2398672154134862,0.9535552567909065,0.8543091484721297,1.02,587,579,171
Sub-A-DK,mix2_60_20__70_20,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.06699347464387655,2.284433655340305,0.2963476963886966,0.2086360059002519,1.3567466696277428,-0.2398672154134862,1.2354656132470985,2.663017237436981,1.02,587,579,171
Sub-A-DK,mix2_60_20__70_20,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.06610661451249344,2.2909558695983723,0.28071460954335503,0.20210550618492712,1.3302240059318224,-0.23986721541348688,1.170291692674444,10.859936237686762,1.02,587,579,171
Sub-A-DK,mix2_60_20__70_20,candidate_1p02x,full_common,2010-12-06,2026-04-24,0.07171667433035324,2.1167535792516508,0.22406294090328593,0.20052213852385462,1.112789807229207,-0.3199061652854842,0.7004020716616456,21.414602878348624,1.02,587,579,171
Sub-A-DK,mix2_60_20__70_20,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.07800455432352192,2.323880437276589,0.22498980117019984,0.21323155558575926,1.064399851832802,-0.23727478769578847,0.948224644325299,0.8374538863824381,1.05,563,553,169
Sub-A-DK,mix2_60_20__70_20,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.06562057207190934,2.2822719727648852,0.3076545456516049,0.20795762181745253,1.402580023786016,-0.23727478769578958,1.2966170937893717,2.82564215709091,1.05,563,553,169
Sub-A-DK,mix2_60_20__70_20,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.06571560483520333,2.2882025932400443,0.2885555262172821,0.20177853457194175,1.362449418377114,-0.23727478769578925,1.216123841135789,11.606055342219213,1.05,563,553,169
Sub-A-DK,mix2_60_20__70_20,candidate_1p05x,full_common,2010-12-06,2026-04-24,0.07196427616529373,2.1160979345531463,0.22159785893909323,0.2001849262781524,1.1042055400986952,-0.34693278170312447,0.638734275415685,20.730262442378447,1.05,563,553,169
Sub-A-DK,mix2_60_20__70_20,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.08530442049473977,2.315536339771162,0.1983729227410016,0.2128274044113075,0.9620071283033541,-0.24719098482918977,0.802508727727584,0.7203411706957616,1.1,507,495,161
Sub-A-DK,mix2_60_20__70_20,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.06863900853211811,2.2756588093221852,0.2804467795250851,0.20698773692234715,1.3058270852883491,-0.247190984829191,1.1345348201872083,2.443722243116634,1.1,507,495,161
Sub-A-DK,mix2_60_20__70_20,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.07101668774733821,2.269031909655028,0.27585223632384803,0.2005285567834287,1.3200640976713591,-0.247190984829191,1.1159478025238743,10.417454602239165,1.1,507,495,161
Sub-A-DK,mix2_60_20__70_20,candidate_1p10x,full_common,2010-12-06,2026-04-24,0.07532397294891192,2.096480408608425,0.20340816381530158,0.19922439273074022,1.0328971141950225,-0.39345506769959293,0.5169793974304732,16.25247454081695,1.1,507,495,161
Sub-A-DK,mix2_60_20__70_20,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.09691587808626827,2.312962864855621,0.14991331506311134,0.21484741416194356,0.7612657023027485,-0.2838827784775001,0.5280817521482485,0.5200950309456565,1.15,491,480,159
Sub-A-DK,mix2_60_20__70_20,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.07984867010361874,2.267651027788956,0.22535009544117912,0.20753229110966212,1.0893695684855493,-0.2838827784775009,0.7938138997009966,1.7636445005415182,1.15,491,480,159
Sub-A-DK,mix2_60_20__70_20,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.07978468429268191,2.263143121151206,0.2209801956765831,0.20116717961521213,1.0969035113186894,-0.283882778477501,0.7784205750758383,6.357497182695253,1.15,491,480,159
Sub-A-DK,mix2_60_20__70_20,candidate_1p15x,full_common,2010-12-06,2026-04-24,0.08149620661799163,2.096126597549096,0.16915099106522735,0.20008456500199034,0.8842670409662058,-0.36558155786604984,0.4626901642757504,10.064566639671632,1.15,491,480,159
Sub-A-DK,mix2_60_20__70_20,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.09039475557962091,2.3158817136261294,0.13600364373739482,0.21442521498987158,0.7051175278581086,-0.280870714822835,0.4842215174450705,0.4656337495953651,1.2,469,457,151
Sub-A-DK,mix2_60_20__70_20,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.07924786422977079,2.2693113943357064,0.19138408952484776,0.20566519813503395,0.9596510272586722,-0.280870714822835,0.6813956721887764,1.401127068495419,1.2,469,457,151
Sub-A-DK,mix2_60_20__70_20,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.07615390575997921,2.2747689987736086,0.1989401014913017,0.20082717910175188,1.0072897790105466,-0.28087071482283443,0.7082977718655634,5.132693516283143,1.2,469,457,151
Sub-A-DK,mix2_60_20__70_20,candidate_1p20x,full_common,2010-12-06,2026-04-24,0.07949134547574198,2.102667847070216,0.1573558559182504,0.19970668662076788,0.8345559648442471,-0.3697566721775263,0.4255659674552168,8.466734347872524,1.2,469,457,151
Sub-A-DK,mix2_60_20__50_20,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.08277800175453064,2.2944471797015873,0.22558006559085308,0.21262863320963443,1.0691032963119869,-0.2228770187306568,1.0121279747709784,0.8401094915835368,1.0,633,627,185
Sub-A-DK,mix2_60_20__50_20,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.071476001517185,2.252735098901324,0.2586831479674696,0.2069833731285669,1.2223303525236386,-0.22287701873065602,1.1606542004229015,2.1607289576965307,1.0,633,627,185
Sub-A-DK,mix2_60_20__50_20,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.06861384665221648,2.2814920865320474,0.29151658104376854,0.2026523353793423,1.3688196872014322,-0.22287701873065613,1.3079705691687413,11.89863042054919,1.0,633,627,185
Sub-A-DK,mix2_60_20__50_20,legacy_no_buffer_1p00x,full_common,2010-11-22,2026-04-24,0.07313057360363079,2.1051055719427247,0.2290658020471854,0.20146185877784975,1.128656389672439,-0.42006219835955605,0.5453140105006888,23.05528834982988,1.0,633,627,185
Sub-A-DK,mix2_60_20__50_20,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.08580609804074835,2.277073210965799,0.23610988510421782,0.2119683783803673,1.1124717021505544,-0.222175673399706,1.0627170900004135,0.8879140107219725,1.02,588,583,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.07332793614607536,2.2438810227865367,0.25380514125677966,0.20650503222882813,1.2057294175062345,-0.2221756733997059,1.14236242597168,2.099930350031451,1.02,588,583,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.06919900275859885,2.2736785973283986,0.2731391141781381,0.20188076422973744,1.3019366392806881,-0.22217567339970512,1.22938353240297,10.17706839399999,1.02,588,583,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p02x,full_common,2010-11-22,2026-04-24,0.07387043971189929,2.0958784505901304,0.22472770546757048,0.2008091892961391,1.113983930166048,-0.4170663646313739,0.5388296072885118,21.778880880003058,1.02,588,583,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.07917081613992778,2.277525880906063,0.22505019356781575,0.21008649699397502,1.0774454012286505,-0.2154011767135776,1.0447955624080392,0.837725474978881,1.05,555,550,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.06798726055116956,2.241818595128568,0.2465444180897185,0.20453786235980048,1.1867447825408046,-0.21540117671357772,1.1445825034537875,2.0111702901168433,1.05,555,550,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.06783351084803971,2.2710929791382126,0.261635179288376,0.20134326901167257,1.2595710411757841,-0.21540117671357784,1.2146413649182437,9.207594061599528,1.05,555,550,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p05x,full_common,2010-11-22,2026-04-24,0.07510436877882257,2.0862110264568083,0.21277055824052038,0.20016044561520352,1.0676957809763352,-0.4216191019961816,0.5046511347164896,18.580832731070288,1.05,555,550,179
Sub-A-DK,mix2_60_20__50_20,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.08336161249032421,2.268685833618481,0.21390431971870782,0.21067961974075428,1.0312559735553455,-0.24636896778845674,0.8682275273498549,0.7880534924558238,1.1,507,501,171
Sub-A-DK,mix2_60_20__50_20,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.07011419722660411,2.2413287566812743,0.24639061583110555,0.20393472251812295,1.189075950148165,-0.24636896778845663,1.0000878683823018,2.0093123514622118,1.1,507,501,171
Sub-A-DK,mix2_60_20__50_20,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.07087585277305765,2.2601033770849113,0.2604161407541541,0.20134148668664548,1.254784724949212,-0.24636896778845696,1.0570168113776353,9.109432394970318,1.1,507,501,171
Sub-A-DK,mix2_60_20__50_20,candidate_1p10x,full_common,2010-11-22,2026-04-24,0.07645142722870962,2.0717591434320513,0.2037404684620201,0.199987516526566,1.0309092230035615,-0.43887761463482255,0.46423071414008366,16.449482257526196,1.1,507,501,171
Sub-A-DK,mix2_60_20__50_20,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.08688890103607723,2.2558075398232678,0.2128317099220327,0.2127995645937372,1.0188844847272223,-0.25199657583676993,0.8445817536024531,0.7833211267586553,1.15,483,475,163
Sub-A-DK,mix2_60_20__50_20,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.07141298073529832,2.2287474240563965,0.24022139919081953,0.20549058225251865,1.1572798527298906,-0.25199657583676904,0.9532724736165586,1.9355406108292357,1.15,483,475,163
Sub-A-DK,mix2_60_20__50_20,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.0738726555941304,2.2552042291468553,0.23617545669620066,0.20183410304584334,1.1555115333182122,-0.2519965758367694,0.9372169280950197,7.325743273786195,1.15,483,475,163
Sub-A-DK,mix2_60_20__50_20,candidate_1p15x,full_common,2010-11-22,2026-04-24,0.07898211615157968,2.0688074854158,0.17733246878823472,0.20053290566091292,0.9175002888018541,-0.45468769245091467,0.39000938827342124,11.39465271442174,1.15,483,475,163
Sub-A-DK,mix2_60_20__50_20,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.08621751393825097,2.252247374374792,0.18190751141575645,0.21365343760335137,0.8937695893073924,-0.2427110525038333,0.7494817790091511,0.6504464434410628,1.2,459,450,157
Sub-A-DK,mix2_60_20__50_20,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.07399371235312176,2.229194426289536,0.19466155121643314,0.20520377878978036,0.9747939192837641,-0.24271105250383318,0.8020300238010744,1.4343501553375275,1.2,459,450,157
Sub-A-DK,mix2_60_20__50_20,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.07533823105139874,2.2455997390147244,0.20558237064760876,0.2011887568074987,1.0333987662684905,-0.24271105250383251,0.8470251705754624,5.480901617669537,1.2,459,450,157
Sub-A-DK,mix2_60_20__50_20,candidate_1p20x,full_common,2010-11-22,2026-04-24,0.07763987264706582,2.071110185453226,0.15625519753468842,0.20143672837177165,0.8241756685593462,-0.45145876622521697,0.34611178079713745,8.381261992529938,1.2,459,450,157
Sub-A-DK,formal_baseline_60_20,legacy_no_buffer_1p00x,last_3y,2023-04-25,2026-04-24,0.08452612549683591,2.306129998413004,0.34254990292302945,0.21508182152727945,1.4866862982486488,-0.17372280746014768,1.971818829842541,1.418402714786044,1.0,623,617,175
Sub-A-DK,formal_baseline_60_20,legacy_no_buffer_1p00x,last_5y,2021-04-23,2026-04-24,0.07323673498695014,2.26441554707116,0.3560867038654776,0.20857303685140027,1.5747735345776606,-0.17372280746014834,2.0497406706207135,3.5889035168876458,1.0,623,617,175
Sub-A-DK,formal_baseline_60_20,legacy_no_buffer_1p00x,last_10y,2016-04-25,2026-04-24,0.0713458737912604,2.272761695805167,0.3374374143991825,0.2017961332552128,1.5477717202066479,-0.20001780246453682,1.6870369049225515,17.290101096953197,1.0,623,617,175
Sub-A-DK,formal_baseline_60_20,legacy_no_buffer_1p00x,full_common,2010-11-22,2026-04-24,0.07378689209477549,2.0970830428395995,0.30883508888071387,0.19991845499651922,1.4519213770925687,-0.31653278820426545,0.9756811944594376,62.43311112096899,1.0,623,617,175
Sub-A-DK,formal_baseline_60_20,candidate_1p02x,last_3y,2023-04-25,2026-04-24,0.08432913277517172,2.3063179869478323,0.3183000753262164,0.21243436270439198,1.416019991711737,-0.19115883746468354,1.6651078210549493,1.2897939037706836,1.02,586,581,173
Sub-A-DK,formal_baseline_60_20,candidate_1p02x,last_5y,2021-04-23,2026-04-24,0.07141102136751097,2.264513289719252,0.33385683025208523,0.20638958278768582,1.5085141910073074,-0.1911588374646841,1.7464891222398446,3.2247691464107167,1.02,586,581,173
Sub-A-DK,formal_baseline_60_20,candidate_1p02x,last_10y,2016-04-25,2026-04-24,0.06995510365141235,2.2697205479819664,0.31969187675658217,0.20019434886359425,1.4915041527135016,-0.20223291903639362,1.580810276980924,15.00407878548431,1.02,586,581,173
Sub-A-DK,formal_baseline_60_20,candidate_1p02x,full_common,2010-11-22,2026-04-24,0.07226849586423847,2.0949998416119704,0.2961180231889191,0.19916132513159543,1.4074238304575315,-0.3159011515032374,0.9373755739091836,53.567135299941974,1.02,586,581,173
Sub-A-DK,formal_baseline_60_20,candidate_1p05x,last_3y,2023-04-25,2026-04-24,0.09055332539478123,2.2943569142026816,0.3114781541024436,0.21153850483606046,1.3963916374552268,-0.18907496277213165,1.6473791639870858,1.2544539725057624,1.05,537,533,163
Sub-A-DK,formal_baseline_60_20,candidate_1p05x,last_5y,2021-04-23,2026-04-24,0.07369860910808025,2.253773607128689,0.3285076321658542,0.20566346419251505,1.493422753015368,-0.18907496277213143,1.7374464992584113,3.1406982516614006,1.05,537,533,163
Sub-A-DK,formal_baseline_60_20,candidate_1p05x,last_10y,2016-04-25,2026-04-24,0.07120812366365105,2.270571221236004,0.32638143388553664,0.2011459906576173,1.5106529468101926,-0.20195151942259992,1.61613755033235,15.833738251057586,1.05,537,533,163
Sub-A-DK,formal_baseline_60_20,candidate_1p05x,full_common,2010-11-22,2026-04-24,0.07283890444913656,2.0958155191795926,0.28941701680498566,0.19978006746102595,1.3775920144278075,-0.3366217778239695,0.8597691411288644,49.37549665860291,1.05,537,533,163
Sub-A-DK,formal_baseline_60_20,candidate_1p10x,last_3y,2023-04-25,2026-04-24,0.09258815206677931,2.2749680627967312,0.3063148115705179,0.21282181586386584,1.3705524207735502,-0.21364252562522035,1.433772656797115,1.227949086407861,1.1,494,490,157
Sub-A-DK,formal_baseline_60_20,candidate_1p10x,last_5y,2021-04-23,2026-04-24,0.07478454201102919,2.240197450795127,0.29699194840301124,0.20467290391414672,1.3814366300887448,-0.21364252562522001,1.3901349814783879,2.672132169966841,1.1,494,490,157
Sub-A-DK,formal_baseline_60_20,candidate_1p10x,last_10y,2016-04-25,2026-04-24,0.07724349172587439,2.2435992841250205,0.28599439903755175,0.20016399364287452,1.3618281357193314,-0.21364252562521935,1.3386585755836602,11.357828117738554,1.1,494,490,157
Sub-A-DK,formal_baseline_60_20,candidate_1p10x,full_common,2010-11-22,2026-04-24,0.0787264095940616,2.073356076625235,0.24164716802109454,0.19959776686997563,1.1886029767263142,-0.4195846527109135,0.5759199400164553,27.145721761271236,1.1,494,490,157
Sub-A-DK,formal_baseline_60_20,candidate_1p15x,last_3y,2023-04-25,2026-04-24,0.09285275051251829,2.2797194228171813,0.31264704856973635,0.21276759583098,1.3937693082771156,-0.22484749648412594,1.3904848995808543,1.26048326194696,1.15,472,469,155
Sub-A-DK,formal_baseline_60_20,candidate_1p15x,last_5y,2021-04-23,2026-04-24,0.07642429792546192,2.2375385715431713,0.3103147676071556,0.2043557323312804,1.4336717042224136,-0.22484749648412639,1.380112175850101,2.8647303353349143,1.15,472,469,155
Sub-A-DK,formal_baseline_60_20,candidate_1p15x,last_10y,2016-04-25,2026-04-24,0.07646412887528961,2.2417920421586857,0.2678558393024957,0.19969658384464603,1.2930449075970971,-0.22484749648412505,1.1912778371602066,9.721991707320269,1.15,472,469,155
Sub-A-DK,formal_baseline_60_20,candidate_1p15x,full_common,2010-11-22,2026-04-24,0.07820962172593726,2.077255007268644,0.22906399227862528,0.1995323545979386,1.1376248475708357,-0.4050516128736116,0.5655180352290072,23.05474218179063,1.15,472,469,155
Sub-A-DK,formal_baseline_60_20,candidate_1p20x,last_3y,2023-04-25,2026-04-24,0.094325305417802,2.293476596719173,0.2773477244043394,0.21691547873061787,1.2445067475695677,-0.2334885932372328,1.1878427145369974,1.0830952182233533,1.2,454,447,153
Sub-A-DK,formal_baseline_60_20,candidate_1p20x,last_5y,2021-04-23,2026-04-24,0.078828698940986,2.245398346680972,0.2760563951157997,0.20696084963082953,1.2891968879823708,-0.23348859323723348,1.182312126208734,2.385062828795409,1.2,454,447,153
Sub-A-DK,formal_baseline_60_20,candidate_1p20x,last_10y,2016-04-25,2026-04-24,0.07813709211080364,2.2427901699314217,0.24233946284319718,0.20121695660068145,1.183259365597017,-0.2334885932372326,1.0379070749592114,7.750155763576897,1.2,454,447,153
Sub-A-DK,formal_baseline_60_20,candidate_1p20x,full_common,2010-11-22,2026-04-24,0.07980812206692477,2.0821725319856976,0.20274588617691913,0.2000353727798852,1.0265445340055284,-0.4405129287609756,0.4602495703070046,16.228489737292396,1.2,454,447,153
