ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold
60,20,last_1y,2025-05-06,2026-04-30,242,0.6902640341142492,0.1890495867768595,0.9871188039302421,0.1961379835888488,3.570620318834583,-0.06206826712435154,15.903759677269306,0.963906266224311,1.963906266224311,formal,20,0.2,1.03,0.5,,0.25,80,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5832613014117366,0.19233358903708972,0.4446326602492703,0.18872551861382003,2.0512067160526164,-0.11042779049152995,4.026456187071628,2.0035306454718547,3.0035306454718547,formal,20,0.2,1.03,0.5,,0.25,80,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6775394254751411,0.22170180631481579,0.35056737718817166,0.1792529604609168,1.7731324686110215,-0.1501227635120106,2.3352046617508773,3.470415993358878,4.470415993358878,formal,20,0.2,1.03,0.5,,0.25,80,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6829446211742385,0.23865801071489184,0.28116624118541833,0.18113174822913505,1.46314351949327,-0.1863621204234207,1.5087091762349538,10.877611871618468,11.877611871618468,formal,20,0.2,1.03,0.5,,0.25,80,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6882365857481222,0.23528006407797777,0.2841840961883604,0.20051568793453609,1.3535664388353976,-0.3122730178383588,0.9100501162590422,48.298191583517145,49.298191583517145,formal,20,0.2,1.03,0.5,,0.25,80,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.25,80,0.15
60,20,last_3y,2023-05-04,2026-04-30,726,0.5657587046680687,0.18318321133289484,0.43719236188643995,0.1817628869670148,2.0946154119403313,-0.10008587012321657,4.36817266361584,1.9575187402029757,2.9575187402029757,formal,20,0.2,1.03,0.5,,0.25,80,0.15
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6386627702385406,0.20700376669673873,0.33903660877129527,0.16972968271734734,1.8123763764064413,-0.13575420636009916,2.4974298613773547,3.2834394835508673,4.283439483550867,formal,20,0.2,1.03,0.5,,0.25,80,0.15
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6435412722424466,0.22334094692717718,0.27084661802488696,0.17284852844080906,1.4780288735960918,-0.17155372100950117,1.578786029420409,9.955921543266234,10.955921543266234,formal,20,0.2,1.03,0.5,,0.25,80,0.15
60,20,full_common,2010-09-29,2026-04-30,3785,0.6625748219269774,0.22482365640504565,0.28079680385949435,0.19606562287389062,1.3663354649969417,-0.31564198928903064,0.8896053547627694,46.31027864225351,47.31027864225351,formal,20,0.2,1.03,0.5,,0.25,80,0.15
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.25,120,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5866630217974658,0.19192218921921494,0.4528695917856769,0.1888607053399794,2.0798747750684456,-0.11042779049152995,4.101047297694623,2.0550219246955095,3.0550219246955095,formal,20,0.2,1.03,0.5,,0.25,120,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6795804577065787,0.22145496642409096,0.35518247932946156,0.17934382160134466,1.7912754444490813,-0.1501227635120106,2.365946849233462,3.5470549444236745,4.5470549444236745,formal,20,0.2,1.03,0.5,,0.25,120,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.685493896313297,0.2374176672019869,0.283123516291808,0.18345335399857582,1.4552704692608989,-0.18636212042341938,1.519211713456277,11.06009537179946,12.06009537179946,formal,20,0.2,1.03,0.5,,0.25,120,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.6902570839607348,0.23372056842514918,0.29347981529946976,0.2013324677010527,1.384802276461414,-0.29949477724909535,0.9799163043680631,54.162678208779376,55.162678208779376,formal,20,0.2,1.03,0.5,,0.25,120,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.25,120,0.15
60,20,last_3y,2023-05-04,2026-04-30,726,0.5720785336942373,0.1838414093578804,0.44827652557086184,0.18359126681170598,2.1172708822956254,-0.1011737622744665,4.430758681828664,2.0262375914443713,3.0262375914443713,formal,20,0.2,1.03,0.5,,0.25,120,0.15
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6454274988980913,0.20836337909417124,0.3460003773825606,0.17143509626990033,1.8262129704480854,-0.13726775870904673,2.520623784030337,3.3955957311103493,4.395595731110349,formal,20,0.2,1.03,0.5,,0.25,120,0.15
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6499789346187712,0.22359843979682015,0.27252587180579324,0.17589222165141252,1.4629148617948713,-0.17237638055506854,1.580993120566946,10.101372631119753,11.101372631119753,formal,20,0.2,1.03,0.5,,0.25,120,0.15
60,20,full_common,2010-09-29,2026-04-30,3785,0.6686747627723264,0.22499324121838948,0.28981807601361886,0.19810314874848506,1.3898130385709055,-0.29995357986263627,0.9662097586777962,51.77868423561038,52.77868423561038,formal,20,0.2,1.03,0.5,,0.25,120,0.15
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.3,80,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.5966901794533429,0.19412675312549937,0.4563599966111458,0.19262401081664204,2.0555211872215966,-0.11042779049152995,4.132655326886664,2.077017407326637,3.077017407326637,formal,20,0.2,1.03,0.5,,0.3,80,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6855967523001049,0.22277770476786163,0.3571349733237208,0.1817312071720256,1.7780977730480725,-0.1501227635120106,2.3789528314614867,3.579792735024883,4.579792735024883,formal,20,0.2,1.03,0.5,,0.3,80,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6986538640310841,0.24206002883788394,0.2886055907110179,0.18748446382794784,1.4508216315979918,-0.1863621204234216,1.5486279618159278,11.58471537317435,12.58471537317435,formal,20,0.2,1.03,0.5,,0.3,80,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7128294870322898,0.24235815231422403,0.2980054000005192,0.21097779283096332,1.347711829584266,-0.3479082643647007,0.8565631533493268,57.24834583050168,58.24834583050168,formal,20,0.2,1.03,0.5,,0.3,80,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6347655108172976,0.17383028579059553,0.8882593177292435,0.18041045201929537,3.584825479450378,-0.057139272304761124,15.54551330285719,0.8678319036175173,1.8678319036175173,formal,20,0.2,1.03,0.5,,0.3,80,0.15
60,20,last_3y,2023-05-04,2026-04-30,726,0.5636682437155388,0.18286004723619262,0.4295444750703996,0.18315663349701566,2.050259471308423,-0.10440872159778847,4.114066990735935,1.9107144970878043,2.9107144970878043,formal,20,0.2,1.03,0.5,,0.3,80,0.15
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6492379657830105,0.21064857111079294,0.33782027362065925,0.17271800525432604,1.778362433031712,-0.14176557675179258,2.382949947095585,3.2640864529374705,4.2640864529374705,formal,20,0.2,1.03,0.5,,0.3,80,0.15
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6773770957952052,0.2348566797286289,0.27426814997359594,0.18303866329469692,1.4203259980544658,-0.18636212042341938,1.471694727181961,10.254117200167405,11.254117200167405,formal,20,0.2,1.03,0.5,,0.3,80,0.15
60,20,full_common,2010-09-29,2026-04-30,3785,0.6895377478737286,0.23456847782023776,0.2892850693960223,0.2056236492758768,1.344481041859532,-0.3509801762029655,0.8242205372554544,51.43981731663832,52.43981731663832,formal,20,0.2,1.03,0.5,,0.3,80,0.15
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.3,120,0.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.608128048176106,0.19514521842621815,0.46459740771045976,0.19442829985815555,2.0671599457849137,-0.11042779049152995,4.2072507802833865,2.129344412745288,3.129344412745288,formal,20,0.2,1.03,0.5,,0.3,120,0.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6924594735337627,0.22338878394829284,0.3617354837549518,0.18288572464582378,1.7864644735624755,-0.1501227635120106,2.4095978204265545,3.657675570101275,4.657675570101275,formal,20,0.2,1.03,0.5,,0.3,120,0.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7055893880443638,0.24253265515988195,0.28973117042776986,0.18948035469287133,1.4421178105524195,-0.18636212042342015,1.5546677069862278,11.694937708400996,12.694937708400996,formal,20,0.2,1.03,0.5,,0.3,120,0.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7167712672245397,0.24184251788965244,0.3043721926356773,0.21149589408535158,1.3680601813735587,-0.34338821839916545,0.8863792533553534,61.86367649610408,62.86367649610408,formal,20,0.2,1.03,0.5,,0.3,120,0.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.1890495867768595,0.9879482118483531,0.19620297720121538,3.571614035839105,-0.06206826712435154,15.917122510751499,0.9647119558529791,1.964711955852979,formal,20,0.2,1.03,0.5,,0.3,120,0.15
60,20,last_3y,2023-05-04,2026-04-30,726,0.6171254965553451,0.19615453163281685,0.46864113438710087,0.194990519565265,2.0760274681379927,-0.10983343570711102,4.266834879287668,2.1552469126940075,3.1552469126940075,formal,20,0.2,1.03,0.5,,0.3,120,0.15
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6962202572529796,0.22346293756690105,0.36356195949622183,0.182955728918461,1.7932469072136792,-0.14929820691868656,2.4351394902835732,3.6888882882807428,4.688888288280743,formal,20,0.2,1.03,0.5,,0.3,120,0.15
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7079281473612098,0.24290995790399728,0.291806371897954,0.18954960115727076,1.4501870003325532,-0.18543859479693603,1.5736010738082635,11.900431443444976,12.900431443444976,formal,20,0.2,1.03,0.5,,0.3,120,0.15
60,20,full_common,2010-09-29,2026-04-30,3785,0.7189298625181656,0.24210651100526853,0.3045056713102543,0.21170024212845995,1.367433226519067,-0.3385893226600394,0.899336307825611,61.96400143291895,62.96400143291895,formal,20,0.2,1.03,0.5,,0.3,120,0.15
