mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.15,2016-05-04,2026-04-30,2428,0.291806371897954,-0.18543859479693603,1.4501870003325532,1.5736010738082635,0.7079281473612098,0.24290995790399728
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.0,2016-05-04,2026-04-30,2428,0.28973117042776986,-0.18636212042342015,1.4421178105524195,1.5546677069862278,0.7055893880443638,0.24253265515988195
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.0,2016-05-04,2026-04-30,2428,0.2886055907110179,-0.1863621204234216,1.4508216315979918,1.5486279618159278,0.6986538640310841,0.24206002883788394
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.0,2016-05-04,2026-04-30,2428,0.283123516291808,-0.18636212042341938,1.4552704692608989,1.519211713456277,0.685493896313297,0.2374176672019869
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.0,2016-05-04,2026-04-30,2428,0.28116624118541833,-0.1863621204234207,1.46314351949327,1.5087091762349538,0.6829446211742385,0.23865801071489184
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.15,2016-05-04,2026-04-30,2428,0.27426814997359594,-0.18636212042341938,1.4203259980544658,1.471694727181961,0.6773770957952052,0.2348566797286289
formal,60,20,20,0.2,1.03,0.5,,0.25,120,0.15,2016-05-04,2026-04-30,2428,0.27252587180579324,-0.17237638055506854,1.4629148617948713,1.580993120566946,0.6499789346187712,0.22359843979682015
formal,60,20,20,0.2,1.03,0.5,,0.25,80,0.15,2016-05-04,2026-04-30,2428,0.27084661802488696,-0.17155372100950117,1.4780288735960918,1.578786029420409,0.6435412722424466,0.22334094692717718
