config_id,fold,equity_lb,real_lb,bond_lb,btc_lb,btc_thr,cagr,max_dd,sharpe,total_return,beat_base_cagr,beat_base_sharpe,better_dd_than_base
eq80_ra60_bd40_btc60_thr00,F1,80,60,40,60,0.0,0.031145320820431532,-0.1626715843455226,0.28263316167368013,0.130333413226295,False,False,True
eq80_ra60_bd40_btc60_thr00,F2,80,60,40,60,0.0,0.12570161936673463,-0.09707473040517632,0.8773381080246149,0.6052858370430299,False,False,True
eq80_ra60_bd40_btc60_thr00,F3,80,60,40,60,0.0,0.06370808144489981,-0.1632434045140437,0.45305654002581697,0.3793518526490902,False,False,True
eq80_ra60_bd40_btc60_thr05,F1,80,60,40,60,0.05,0.031145320820431532,-0.1626715843455226,0.28263316167368013,0.130333413226295,False,False,True
eq80_ra60_bd40_btc60_thr05,F2,80,60,40,60,0.05,0.12570161936673463,-0.09707473040517632,0.8773381080246149,0.6052858370430299,False,False,True
eq80_ra60_bd40_btc60_thr05,F3,80,60,40,60,0.05,0.07406872607210824,-0.13151062658266885,0.528958961961859,0.4507619814876733,False,True,True
eq80_ra60_bd40_btc120_thr00,F1,80,60,40,120,0.0,0.031145320820431532,-0.1626715843455226,0.28263316167368013,0.130333413226295,False,False,True
eq80_ra60_bd40_btc120_thr00,F2,80,60,40,120,0.0,0.12570161936673463,-0.09707473040517632,0.8773381080246149,0.6052858370430299,False,False,True
eq80_ra60_bd40_btc120_thr00,F3,80,60,40,120,0.0,0.0755580414388346,-0.12559333186183488,0.5126464364575923,0.4612679942389277,False,True,True
eq80_ra60_bd40_btc120_thr05,F1,80,60,40,120,0.05,0.031145320820431532,-0.1626715843455226,0.28263316167368013,0.130333413226295,False,False,True
eq80_ra60_bd40_btc120_thr05,F2,80,60,40,120,0.05,0.12570161936673463,-0.09707473040517632,0.8773381080246149,0.6052858370430299,False,False,True
eq80_ra60_bd40_btc120_thr05,F3,80,60,40,120,0.05,0.0701462431584885,-0.14895174026803545,0.483382563125565,0.42338351479491165,False,True,True
eq80_ra60_bd100_btc60_thr00,F1,80,60,100,60,0.0,0.05025774449447895,-0.1549959285667497,0.41177419362176504,0.21637352998067283,False,False,True
eq80_ra60_bd100_btc60_thr00,F2,80,60,100,60,0.0,0.1724972353786276,-0.09715275810781868,1.1632113176572252,0.8891136740509813,False,False,True
