date,baseline_return,baseline_nav,vix_gt30__no_btc_return,vix_gt30__no_btc_nav,vix_gt30__defensive_plus_equity_return,vix_gt30__defensive_plus_equity_nav,vix_gt25__no_btc_return,vix_gt25__no_btc_nav,growth_underperform_ma100_d5__no_btc_return,growth_underperform_ma100_d5__no_btc_nav,vix_gt30__no_growth_btc_return,vix_gt30__no_growth_btc_nav,growth_underperform_ma100_d5__defensive_plus_equity_return,growth_underperform_ma100_d5__defensive_plus_equity_nav,credit_below_ma100_d3__defensive_plus_equity_return,credit_below_ma100_d3__defensive_plus_equity_nav,credit_below_ma100_d5__no_btc_return,credit_below_ma100_d5__no_btc_nav
2004-07-23,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-26,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-27,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-29,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2004-07-30,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445,-0.0004999999999999449,0.9995,-0.0005555555555555314,0.9994444444444445,-0.0005555555555555314,0.9994444444444445
2004-08-02,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399,0.0008405307574090963,1.0003401104920304,0.0016157797228970863,1.0010593265119399,0.0016157797228970863,1.0010593265119399
2004-08-03,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483,-0.004658414520633424,0.9956801115957423,-0.00427854643412133,0.9967762477001483,-0.00427854643412133,0.9967762477001483
2004-08-04,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655,0.00018789776750863257,0.995867197665864,9.332906560704395e-05,0.9968692758959655,9.332906560704395e-05,0.9968692758959655
2004-08-05,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778,-0.004350266890112046,0.9915349095689094,-0.005981269407394211,0.9909067321928778,-0.005981269407394211,0.9909067321928778
2004-08-06,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817,-0.0033981410635324227,0.9881655340767774,-0.002106593317694583,0.9888192946923817,-0.002106593317694583,0.9888192946923817
2004-08-09,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601,-0.0010885487311595899,0.9870898677384825,-0.00097950446853169,0.9878507417746601,-0.00097950446853169,0.9878507417746601
2004-08-10,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617,0.0009365262356902128,0.9880143032966036,0.002368787259047906,0.990190750025617,0.002368787259047906,0.990190750025617
