variant,window,start,end,days,annual,vol,sharpe,max_dd,calmar,total_return,monthly_win_rate
baseline_no_overlay,1Y,2025-04-07,2026-04-20,252,56.60237175345584,22.246307963396337,1.9998530897003195,-10.090474487790532,5.609485641328828,59.073661300206346,53.84615384615385
baseline_no_overlay,3Y,2023-03-07,2026-04-20,756,21.52230701093496,22.959678893074198,0.8367231283920182,-17.371175412321875,1.23896665021692,83.74861888716217,52.63157894736842
baseline_no_overlay,5Y,2021-02-02,2026-04-20,1260,22.8384168049349,21.554535996530166,0.930729876302402,-23.453383916971504,0.9737791734355401,192.04034584081714,58.730158730158735
bias_decay20_rec40_x0.50,1Y,2025-04-07,2026-04-20,252,56.11872302067462,22.246118951542904,1.9859083817908518,-10.090474487790459,5.561554423290862,58.56525826208829,53.84615384615385
bias_decay20_rec40_x0.50,3Y,2023-03-07,2026-04-20,756,20.67236932137586,22.942251172218324,0.8063410183915036,-17.371175412321875,1.1900386030707142,79.76713670444462,50.0
bias_decay20_rec40_x0.50,5Y,2021-02-02,2026-04-20,1260,22.412461411422612,21.52106911940183,0.9155425481055735,-23.45338391697152,0.9556173851400749,186.80251607802023,57.14285714285714
bias_decay20_rec50_x0.50,1Y,2025-04-07,2026-04-20,252,56.11872302067462,22.246118951542904,1.9859083817908518,-10.090474487790459,5.561554423290862,58.56525826208829,53.84615384615385
bias_decay20_rec50_x0.50,3Y,2023-03-07,2026-04-20,756,20.58012754484164,22.935975116920073,0.8031379228162313,-17.371175412321875,1.1847285549971227,79.33859546521853,50.0
bias_decay20_rec50_x0.50,5Y,2021-02-02,2026-04-20,1260,22.35639818561317,21.517068072586746,0.9135230848591596,-23.45338391697152,0.9532269741866741,186.11881655481275,57.14285714285714
bias_decay20_rec60_x0.50,1Y,2025-04-07,2026-04-20,252,56.11872302067462,22.246118951542904,1.9859083817908518,-10.090474487790459,5.561554423290862,58.56525826208829,53.84615384615385
bias_decay20_rec60_x0.50,3Y,2023-03-07,2026-04-20,756,20.58012754484164,22.935975116920073,0.8031379228162313,-17.371175412321875,1.1847285549971227,79.33859546521853,50.0
bias_decay20_rec60_x0.50,5Y,2021-02-02,2026-04-20,1260,22.35639818561317,21.517068072586746,0.9135230848591596,-23.45338391697152,0.9532269741866741,186.11881655481275,57.14285714285714
bias_decay20_rec70_x0.50,1Y,2025-04-07,2026-04-20,252,56.11872302067462,22.246118951542904,1.9859083817908518,-10.090474487790459,5.561554423290862,58.56525826208829,53.84615384615385
bias_decay20_rec70_x0.50,3Y,2023-03-07,2026-04-20,756,20.58012754484164,22.935975116920073,0.8031379228162313,-17.371175412321875,1.1847285549971227,79.33859546521853,50.0
bias_decay20_rec70_x0.50,5Y,2021-02-02,2026-04-20,1260,22.35639818561317,21.517068072586746,0.9135230848591596,-23.45338391697152,0.9532269741866741,186.11881655481275,57.14285714285714
