trade_id,strategy,symbol,holding_code,pair,long_leg,short_leg,entry_date,exit_date,entry_price,exit_price,side,holding_days,is_open_trade,profit_pct,mfe_pct,mae_pct,profit_capture,giveback_pct,max_high,min_low,best_date,worst_date,bar_count,holding_calendar_days,had_profit_then_loss,deep_mae_profit,holding_code_trade,pair_trade,long_leg_trade,short_leg_trade,holding_days_trade,is_open_trade_trade
15,Sub-A-DK,DK_T0015,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2015-07-14,2015-07-22,1.0,0.9317100335177156,long,7,False,-0.06828996648228436,0.0,-0.06828996648228436,,0.06828996648228436,1.0,0.9317100335177156,2015-07-14,2015-07-22,8,8,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,7,False
134,Sub-A-DK,DK_T0134,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2018-06-22,2018-06-29,1.0,0.9317836663794419,long,6,False,-0.06821633362055812,0.0,-0.06821633362055812,,0.06821633362055812,1.0,0.9317836663794419,2018-06-22,2018-06-29,7,7,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,6,False
214,Sub-A-DK,DK_T0214,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,2020-07-09,2020-07-16,1.0,0.9642709962688033,long,6,False,-0.035729003731196696,0.0,-0.0627329374012836,,0.035729003731196696,1.0,0.9372670625987164,2020-07-09,2020-07-14,7,7,False,False,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,6,False
443,Sub-A-DK,DK_T0443,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,2026-02-11,2026-02-27,1.0,0.942700631050173,long,7,False,-0.05729936894982701,0.0,-0.05729936894982701,,0.05729936894982701,1.0,0.942700631050173,2026-02-11,2026-02-27,8,16,False,False,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,7,False
82,Sub-A-DK,DK_T0082,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,2017-01-16,2017-01-16,1.0,0.947294941847168,long,1,False,-0.052705058152831996,0.0,-0.052705058152831996,,0.052705058152831996,1.0,0.947294941847168,2017-01-16,2017-01-16,2,0,False,False,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,1,False
330,Sub-A-DK,DK_T0330,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,2023-06-02,2023-06-09,1.0,0.956372423148413,long,6,False,-0.043627576851587024,0.0,-0.051568570509671785,,0.043627576851587024,1.0,0.9484314294903282,2023-06-02,2023-06-08,7,7,False,False,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,6,False
424,Sub-A-DK,DK_T0424,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2025-10-16,2025-11-03,1.0,0.9641378031903961,long,13,False,-0.0358621968096039,0.012619784217443364,-0.05047128786580657,-2.841744057718065,0.04848198102704726,1.0126197842174434,0.9495287121341934,2025-10-17,2025-10-29,14,18,True,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,13,False
244,Sub-A-DK,DK_T0244,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,2021-02-19,2021-02-22,1.0,0.9503259117101016,long,2,False,-0.04967408828989839,0.0,-0.04967408828989839,,0.04967408828989839,1.0,0.9503259117101016,2021-02-19,2021-02-22,3,3,False,False,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,2,False
40,Sub-A-DK,DK_T0040,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,2016-02-26,2016-03-01,1.0,0.9554322426174086,long,3,False,-0.044567757382591444,0.0,-0.049561183260564357,,0.044567757382591444,1.0,0.9504388167394356,2016-02-26,2016-02-29,4,4,False,False,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,3,False
229,Sub-A-DK,DK_T0229,ZZ1000/CYB_-1,ZZ1000/CYB,创业板,中证1000,2020-11-03,2020-11-13,1.0,0.9609491456872119,long,9,False,-0.0390508543127881,0.0,-0.04765507172307493,,0.0390508543127881,1.0,0.9523449282769251,2020-11-03,2020-11-11,10,10,False,False,ZZ1000/CYB_-1,ZZ1000/CYB,创业板,中证1000,9,False
43,Sub-A-DK,DK_T0043,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2016-03-07,2016-03-17,1.0,0.9523766967852597,long,9,False,-0.04762330321474029,0.0,-0.04762330321474029,,0.04762330321474029,1.0,0.9523766967852597,2016-03-07,2016-03-17,10,10,False,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,9,False
445,Sub-A-DK,DK_T0445,HS300/CYB_1,HS300/CYB,沪深300,创业板,2026-03-05,2026-03-11,1.0,0.9527991957194422,long,5,False,-0.04720080428055784,0.0,-0.04720080428055784,,0.04720080428055784,1.0,0.9527991957194422,2026-03-05,2026-03-11,6,6,False,False,HS300/CYB_1,HS300/CYB,沪深300,创业板,5,False
331,Sub-A-DK,DK_T0331,ZZ1000/CYB_1,ZZ1000/CYB,中证1000,创业板,2023-06-12,2023-06-19,1.0,0.9615943857554814,long,6,False,-0.038405614244518604,0.004620331064256744,-0.04647592888697649,-8.31230786504187,0.04302594530877535,1.0046203310642567,0.9535240711130235,2023-06-14,2023-06-16,7,7,True,False,ZZ1000/CYB_1,ZZ1000/CYB,中证1000,创业板,6,False
83,Sub-A-DK,DK_T0083,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2017-01-17,2017-02-08,1.0,0.9535543098563433,long,12,False,-0.04644569014365674,0.0,-0.04644569014365674,,0.04644569014365674,1.0,0.9535543098563433,2017-01-17,2017-02-08,13,22,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,12,False
165,Sub-A-DK,DK_T0165,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2019-01-30,2019-02-18,1.0,0.9566171781994366,long,9,False,-0.04338282180056341,0.05571135316458786,-0.04338282180056341,-0.778707019956914,0.09909417496515127,1.0557113531645879,0.9566171781994366,2019-01-31,2019-02-18,10,19,True,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,9,False
212,Sub-A-DK,DK_T0212,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2020-06-17,2020-07-06,1.0,0.9570335197811497,long,12,False,-0.0429664802188503,0.06971636545447946,-0.0429664802188503,-0.6163040763636022,0.11268284567332976,1.0697163654544795,0.9570335197811497,2020-06-30,2020-07-06,13,19,True,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,12,False
98,Sub-A-DK,DK_T0098,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2017-06-13,2017-06-15,1.0,0.957326141331606,long,3,False,-0.042673858668394016,0.0,-0.042673858668394016,,0.042673858668394016,1.0,0.957326141331606,2017-06-13,2017-06-15,4,2,False,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,3,False
344,Sub-A-DK,DK_T0344,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2023-08-28,2023-08-30,1.0,0.957993291376097,long,3,False,-0.04200670862390299,0.008539524705259982,-0.04200670862390299,-4.9190921127060685,0.05054623332916297,1.00853952470526,0.957993291376097,2023-08-28,2023-08-30,4,2,True,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,3,False
54,Sub-A-DK,DK_T0054,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2016-06-07,2016-06-13,1.0,0.9586095951370118,long,3,False,-0.04139040486298817,0.0,-0.04139040486298817,,0.04139040486298817,1.0,0.9586095951370118,2016-06-07,2016-06-13,4,6,False,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,3,False
428,Sub-A-DK,DK_T0428,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2025-11-24,2025-12-04,1.0,0.9614272168598706,long,9,False,-0.03857278314012935,0.0,-0.03993400884971765,,0.03857278314012935,1.0,0.9600659911502823,2025-11-24,2025-12-01,10,10,False,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,9,False
