trade_id,strategy,symbol,holding_code,pair,long_leg,short_leg,entry_date,exit_date,entry_price,exit_price,side,holding_days,is_open_trade
67,Sub-A-DK,DK_T0067,ZZ500/CYB_-1,ZZ500/CYB,创业板,中证500,2016-08-30,2016-09-07,1.0,0.9973296547879889,long,7,False
68,Sub-A-DK,DK_T0068,HS300/CYB_-1,HS300/CYB,创业板,沪深300,2016-09-08,2016-09-22,1.0,0.9931127004501925,long,9,False
69,Sub-A-DK,DK_T0069,ZZ500/CYB_-1,ZZ500/CYB,创业板,中证500,2016-09-27,2016-09-28,1.0,0.9992543910832754,long,2,False
70,Sub-A-DK,DK_T0070,HS300/CYB_-1,HS300/CYB,创业板,沪深300,2016-09-29,2016-10-11,1.0,1.0139164842230102,long,4,False
71,Sub-A-DK,DK_T0071,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2016-10-12,2016-10-17,1.0,0.9817747835301538,long,4,False
72,Sub-A-DK,DK_T0072,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,2016-10-18,2016-10-21,1.0,0.9862271990751678,long,4,False
73,Sub-A-DK,DK_T0073,HS300/ZZ1000_-1,HS300/ZZ1000,中证1000,沪深300,2016-10-24,2016-10-28,1.0,0.990078438052237,long,5,False
74,Sub-A-DK,DK_T0074,ZZ1000/CYB_1,ZZ1000/CYB,中证1000,创业板,2016-10-31,2016-11-01,1.0,1.007614396688536,long,2,False
75,Sub-A-DK,DK_T0075,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2016-11-02,2016-11-29,1.0,1.131085982516546,long,20,False
76,Sub-A-DK,DK_T0076,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2016-11-30,2016-12-19,1.0,1.002952791238254,long,14,False
