window,trade_count,win_rate,avg_profit_pct,median_profit_pct,avg_mfe_pct,avg_mae_pct,median_profit_capture,avg_giveback_pct,profit_then_loss_rate,deep_mae_profit_rate
1Y,45,0.5555555555555556,0.0069140039123944215,0.002929636653726364,0.01945652845394583,-0.01056167400351184,0.9325432710335745,0.012542524541551407,0.13333333333333333,0.0
3Y,126,0.5555555555555556,0.008224990462609282,0.003058281729747092,0.02095963837801182,-0.01108772834073227,0.8187829118404304,0.012734647915402542,0.1746031746031746,0.0
5Y,201,0.5522388059701493,0.009043451124658838,0.0030613160041197407,0.022369067006756543,-0.010328135111697086,0.7938442597654531,0.013325615882097708,0.16417910447761194,0.0
10Y,404,0.5371287128712872,0.008181492750717053,0.0021874677334293713,0.021910138526478037,-0.010236176235436014,0.8104912964212876,0.013728645775760984,0.18316831683168316,0.0
FULL,450,0.5466666666666666,0.007775230974017854,0.0027307335470884153,0.021693270880571575,-0.010306035855788313,0.8233813843661739,0.01391803990655372,0.17555555555555555,0.0
