trade_id,strategy,symbol,holding_code,pair,long_leg,short_leg,entry_date,exit_date,entry_price,exit_price,side,holding_days,is_open_trade,profit_pct,mfe_pct,mae_pct,profit_capture,giveback_pct,max_high,min_low,best_date,worst_date,bar_count,holding_calendar_days,had_profit_then_loss,deep_mae_profit,holding_code_trade,pair_trade,long_leg_trade,short_leg_trade,holding_days_trade,is_open_trade_trade
212,Sub-A-DK,DK_T0212,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2020-06-17,2020-07-06,1.0,0.9570335197811497,long,12,False,-0.0429664802188503,0.06971636545447946,-0.0429664802188503,-0.6163040763636022,0.11268284567332976,1.0697163654544795,0.9570335197811497,2020-06-30,2020-07-06,13,19,True,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,12,False
291,Sub-A-DK,DK_T0291,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2022-04-12,2022-05-09,1.0,1.0490244981378398,long,17,False,0.04902449813783982,0.14866342931111642,0.0,0.32976837925111674,0.0996389311732766,1.1486634293111164,1.0,2022-04-26,2022-04-12,18,27,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,17,False
165,Sub-A-DK,DK_T0165,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2019-01-30,2019-02-18,1.0,0.9566171781994366,long,9,False,-0.04338282180056341,0.05571135316458786,-0.04338282180056341,-0.778707019956914,0.09909417496515127,1.0557113531645879,0.9566171781994366,2019-01-31,2019-02-18,10,19,True,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,9,False
276,Sub-A-DK,DK_T0276,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,2021-11-22,2021-12-07,1.0,0.9751311316501813,long,12,False,-0.024868868349818718,0.047279399498294294,-0.024868868349818718,-0.5259979740376338,0.07214826784811301,1.0472793994982943,0.9751311316501813,2021-11-30,2021-12-07,13,15,True,False,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,12,False
124,Sub-A-DK,DK_T0124,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2018-02-02,2018-02-09,1.0,0.9686380819484657,long,6,False,-0.03136191805153432,0.04061135095966795,-0.03136191805153432,-0.772245131236352,0.07197326901120227,1.040611350959668,0.9686380819484657,2018-02-06,2018-02-09,7,7,True,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,6,False
76,Sub-A-DK,DK_T0076,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2016-11-30,2016-12-19,1.0,1.002952791238254,long,14,False,0.0029527912382540933,0.0727509357026539,-0.029901131171715667,0.040587673680551405,0.0697981444643998,1.072750935702654,0.9700988688282843,2016-12-12,2016-12-07,15,19,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,14,False
15,Sub-A-DK,DK_T0015,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2015-07-14,2015-07-22,1.0,0.9317100335177156,long,7,False,-0.06828996648228436,0.0,-0.06828996648228436,,0.06828996648228436,1.0,0.9317100335177156,2015-07-14,2015-07-22,8,8,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,7,False
134,Sub-A-DK,DK_T0134,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2018-06-22,2018-06-29,1.0,0.9317836663794419,long,6,False,-0.06821633362055812,0.0,-0.06821633362055812,,0.06821633362055812,1.0,0.9317836663794419,2018-06-22,2018-06-29,7,7,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,6,False
167,Sub-A-DK,DK_T0167,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2019-02-25,2019-03-20,1.0,1.0910749578525027,long,18,False,0.09107495785250275,0.15745495122635367,-0.009102307301661838,0.5784191423842585,0.06637999337385092,1.1574549512263537,0.9908976926983382,2019-03-12,2019-02-25,19,23,False,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,18,False
439,Sub-A-DK,DK_T0439,SZ50/ZZ500_-1,SZ50/ZZ500,中证500,上证50,2026-01-23,2026-02-04,1.0,0.9824215382084281,long,9,False,-0.017578461791571853,0.04651224546486765,-0.030373721262809572,-0.377931910529873,0.0640907072564395,1.0465122454648677,0.9696262787371904,2026-01-23,2026-02-02,10,12,True,False,SZ50/ZZ500_-1,SZ50/ZZ500,中证500,上证50,9,False
250,Sub-A-DK,DK_T0250,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2021-04-06,2021-05-11,1.0,1.0950112695811671,long,23,False,0.09501126958116712,0.15452411907912933,-0.01022545092607785,0.6148636869595313,0.059512849497962206,1.1545241190791293,0.9897745490739221,2021-04-30,2021-04-12,24,35,False,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,23,False
443,Sub-A-DK,DK_T0443,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,2026-02-11,2026-02-27,1.0,0.942700631050173,long,7,False,-0.05729936894982701,0.0,-0.05729936894982701,,0.05729936894982701,1.0,0.942700631050173,2026-02-11,2026-02-27,8,16,False,False,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,7,False
3,Sub-A-DK,DK_T0003,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2015-04-14,2015-04-29,1.0,0.9952334176038703,long,12,False,-0.004766582396129704,0.05151966410532305,-0.004766582396129704,-0.09251967144788154,0.05628624650145275,1.051519664105323,0.9952334176038703,2015-04-17,2015-04-29,13,15,True,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,12,False
82,Sub-A-DK,DK_T0082,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,2017-01-16,2017-01-16,1.0,0.947294941847168,long,1,False,-0.052705058152831996,0.0,-0.052705058152831996,,0.052705058152831996,1.0,0.947294941847168,2017-01-16,2017-01-16,2,0,False,False,SZ50/ZZ500_1,SZ50/ZZ500,上证50,中证500,1,False
202,Sub-A-DK,DK_T0202,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,2020-02-17,2020-02-26,1.0,1.0536159416600386,long,8,False,0.05361594166003858,0.1044919954389989,0.0,0.5131105156407784,0.05087605377896032,1.104491995438999,1.0,2020-02-25,2020-02-17,9,9,False,False,SZ50/CYB_-1,SZ50/CYB,创业板,上证50,8,False
344,Sub-A-DK,DK_T0344,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2023-08-28,2023-08-30,1.0,0.957993291376097,long,3,False,-0.04200670862390299,0.008539524705259982,-0.04200670862390299,-4.9190921127060685,0.05054623332916297,1.00853952470526,0.957993291376097,2023-08-28,2023-08-30,4,2,True,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,3,False
8,Sub-A-DK,DK_T0008,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,2015-05-26,2015-06-08,1.0,1.0371828379731305,long,10,False,0.03718283797313049,0.08709514546289321,0.0,0.4269220491625701,0.04991230748976272,1.0870951454628932,1.0,2015-06-03,2015-05-26,11,13,False,False,SZ50/ZZ1000_-1,SZ50/ZZ1000,中证1000,上证50,10,False
244,Sub-A-DK,DK_T0244,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,2021-02-19,2021-02-22,1.0,0.9503259117101016,long,2,False,-0.04967408828989839,0.0,-0.04967408828989839,,0.04967408828989839,1.0,0.9503259117101016,2021-02-19,2021-02-22,3,3,False,False,HS300/ZZ1000_1,HS300/ZZ1000,沪深300,中证1000,2,False
369,Sub-A-DK,DK_T0369,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,2024-05-27,2024-06-13,1.0,1.008180675863624,long,13,False,0.008180675863624032,0.056766522782716544,-0.007336699822295012,0.14411092070826587,0.04858584691909251,1.0567665227827165,0.992663300177705,2024-06-06,2024-05-31,14,17,False,False,SZ50/ZZ1000_1,SZ50/ZZ1000,上证50,中证1000,13,False
424,Sub-A-DK,DK_T0424,SZ50/CYB_1,SZ50/CYB,上证50,创业板,2025-10-16,2025-11-03,1.0,0.9641378031903961,long,13,False,-0.0358621968096039,0.012619784217443364,-0.05047128786580657,-2.841744057718065,0.04848198102704726,1.0126197842174434,0.9495287121341934,2025-10-17,2025-10-29,14,18,True,False,SZ50/CYB_1,SZ50/CYB,上证50,创业板,13,False
