date,signal,return,asset_component,cash_component,borrow_component,trade_cost,turnover,holding,holding_weight,previous_holding,previous_weight,target,target_weight,nav
2021-04-14,01_bond_pool_momentum_only,0.02244212637087184,0.02244212637087184,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.742627481518731
2021-04-15,01_bond_pool_momentum_only,-0.0049097637805852745,-0.0049097637805852745,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.714432537104577
2021-04-16,01_bond_pool_momentum_only,-0.0025783633467425515,-0.0025783633467425515,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.699698653703473
2021-04-19,01_bond_pool_momentum_only,0.04144504445978314,0.04144504445978314,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.9359229178135795
2021-04-20,01_bond_pool_momentum_only,-0.0006757700692339164,-0.0006757700692339164,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.931911598772442
2021-04-21,01_bond_pool_momentum_only,0.007207669975194175,0.007207669975194175,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.97466685989842
2021-04-22,01_bond_pool_momentum_only,0.007688682594914287,0.007688682594914287,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.020604176994532
2021-04-23,01_bond_pool_momentum_only,0.01880917908439783,0.01880917908439783,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.133846799155896
2021-04-26,01_bond_pool_momentum_only,-0.00835376972898183,-0.00835376972898183,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.082606055442896
2021-04-27,01_bond_pool_momentum_only,0.005599185803559115,0.005599185803559115,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.116663696917175
2021-04-28,01_bond_pool_momentum_only,0.021616236139093026,0.021616236139093026,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.248882943773154
2021-04-29,01_bond_pool_momentum_only,0.00029010107244809014,0.00029010107244809014,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.250695751416745
2021-04-30,01_bond_pool_momentum_only,0.01314640610393103,0.01314640610393103,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.332869936196986
2021-05-06,01_bond_pool_momentum_only,-0.024773128692368696,-0.024773128692368696,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.1759849342755455
2021-05-07,01_bond_pool_momentum_only,-0.03462973660790947,-0.03462973660790947,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.962112202707166
2021-05-10,01_bond_pool_momentum_only,0.0038847827141723634,0.0038847827141723634,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.985273713132199
2021-05-11,01_bond_pool_momentum_only,-0.00012888424905599383,-0.00012888424905599383,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,5.984502305624288
2021-05-12,01_bond_pool_momentum_only,0.013441137421209337,0.013441137421209337,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.064940823511728
2021-05-13,01_bond_pool_momentum_only,-0.005644112475237439,-0.005644112475237439,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.030709615348169
2021-05-14,01_bond_pool_momentum_only,0.030731151986492344,0.030731151986492344,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.216040269123834
2021-05-17,01_bond_pool_momentum_only,0.02615397025334909,0.02615397025334909,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.378614401416119
2021-05-18,01_bond_pool_momentum_only,-0.007235028057275494,-0.007235028057275494,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.332464947255332
2021-05-19,01_bond_pool_momentum_only,0.007985162581199079,0.007985162581199079,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.38303070939891
2021-05-20,01_bond_pool_momentum_only,0.009278478220804187,0.009278478220804187,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.442255520818792
2021-05-21,01_bond_pool_momentum_only,-0.009624250116748279,-0.009624250116748279,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.3802536423704295
2021-05-24,01_bond_pool_momentum_only,0.008502676544642762,0.008502676544642762,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.434502875364284
2021-05-25,01_bond_pool_momentum_only,0.02794245466806533,0.02794245466806533,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.614298680270687
2021-05-26,01_bond_pool_momentum_only,-0.009420566633525085,-0.009420566633525085,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.55198823881916
2021-05-27,01_bond_pool_momentum_only,0.00931883605794992,0.00931883605794992,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.613045143070331
2021-05-28,01_bond_pool_momentum_only,0.0023096574008190096,0.0023096574008190096,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.6283190117269735
2021-05-31,01_bond_pool_momentum_only,0.02375618271748614,0.02375618271748614,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.7857825692793465
2021-06-01,01_bond_pool_momentum_only,-0.002532221164367132,-0.002532221164367132,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.768599467040624
2021-06-02,01_bond_pool_momentum_only,-0.017237744106401,-0.017237744106401,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.651924081469056
2021-06-03,01_bond_pool_momentum_only,-0.012663659240876202,-0.012663659240876202,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.567686381605153
2021-06-04,01_bond_pool_momentum_only,0.012940603013894991,0.012940603013894991,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.6526762037892695
2021-06-07,01_bond_pool_momentum_only,-0.004426561689224617,-0.004426561689224617,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.62322772217476
2021-06-08,01_bond_pool_momentum_only,-0.006024412117541567,-0.006024412117541567,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.583326668828053
2021-06-09,01_bond_pool_momentum_only,-0.002251424420052328,-0.00025192827660558414,0.0,-0.0,0.002,2.0,1.H00852,1.0,0.399606,1.0,1.H00852,1.0,6.5685048064006715
2021-06-10,01_bond_pool_momentum_only,0.011295336509139275,0.011295336509139275,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.642698278550866
2021-06-11,01_bond_pool_momentum_only,-0.006301923787105479,-0.006301923787105479,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.600836500258702
2021-06-15,01_bond_pool_momentum_only,-0.005472954727141044,-0.005472954727141044,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.564710420931526
2021-06-16,01_bond_pool_momentum_only,-0.020692306451526088,-0.020692306451526088,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.428871421136084
2021-06-17,01_bond_pool_momentum_only,0.017376886270612735,0.017376886270612735,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.540585188669558
2021-06-18,01_bond_pool_momentum_only,0.01156616038013314,0.01156616038013314,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.616234645941634
2021-06-21,01_bond_pool_momentum_only,0.01534435779761445,0.01534435779761445,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.717756517621935
2021-06-22,01_bond_pool_momentum_only,0.004693337116375762,0.004693337116375762,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.749285213624866
2021-06-23,01_bond_pool_momentum_only,0.006712295633870102,0.006712295633870102,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.794588411296024
2021-06-24,01_bond_pool_momentum_only,-0.010040272779574977,-0.010040272779574977,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.726368890221673
2021-06-25,01_bond_pool_momentum_only,0.0038634705903959343,0.0038634705903959343,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.752356018609198
2021-06-28,01_bond_pool_momentum_only,0.0090706770533171,0.0090706770533171,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.813604459403025
2021-06-29,01_bond_pool_momentum_only,-0.008302747897440121,-0.008302747897440121,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.757032819303728
2021-06-30,01_bond_pool_momentum_only,0.011411139246457314,0.011411139246457314,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.834138261697684
2021-07-01,01_bond_pool_momentum_only,-0.016084319692800775,-0.016084319692800775,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.724215797071737
2021-07-02,01_bond_pool_momentum_only,-0.008596842094212298,-0.008596842094212298,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.666408775656903
2021-07-05,01_bond_pool_momentum_only,0.012173295405659923,0.014201698803266494,0.0,-0.0,0.002,2.0,0.399606,1.0,1.H00852,1.0,0.399606,1.0,6.747560938977858
2021-07-06,01_bond_pool_momentum_only,-0.019901382914629284,-0.017937257429488263,0.0,-0.0,0.002,2.0,1.H20955,1.0,0.399606,1.0,1.H20955,1.0,6.613275144991464
2021-07-07,01_bond_pool_momentum_only,-0.005038662609446298,-0.005038662609446298,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.579953082792415
2021-07-08,01_bond_pool_momentum_only,-0.012217013874940785,-0.010237488852646082,0.0,-0.0,0.002,2.0,1.H00852,1.0,1.H20955,1.0,1.H00852,1.0,6.499565704683481
2021-07-09,01_bond_pool_momentum_only,0.006327002896281186,0.006327002896281186,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.540688475721583
2021-07-12,01_bond_pool_momentum_only,0.019887999631442943,0.019887999631442943,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.670769685716118
2021-07-13,01_bond_pool_momentum_only,0.004579308804504967,0.006592493792089149,0.0,-0.0,0.002,2.0,0.399606,1.0,1.H00852,1.0,0.399606,1.0,6.701317200070743
2021-07-14,01_bond_pool_momentum_only,-0.009481107477933959,-0.007496099677288481,0.0,-0.0,0.002,2.0,1.H00852,1.0,0.399606,1.0,1.H00852,1.0,6.637781291453145
2021-07-15,01_bond_pool_momentum_only,-0.00021320509068156746,-0.00021320509068156746,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.636366082690976
2021-07-16,01_bond_pool_momentum_only,-0.0035691051678560237,-0.001572249667190384,0.0,-0.0,0.002,2.0,1.H11077,1.0,1.H00852,1.0,1.H11077,1.0,6.612680194209458
2021-07-19,01_bond_pool_momentum_only,0.000262449970474421,0.000262449970474421,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.614415691931185
2021-07-20,01_bond_pool_momentum_only,0.0011807149885207924,0.0011807149885207924,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.622225431678956
2021-07-21,01_bond_pool_momentum_only,-0.0010191967503110355,0.0009827687872634439,0.0,-0.0,0.002,2.0,1.H00852,1.0,1.H11077,1.0,1.H00852,1.0,6.615476081039161
2021-07-22,01_bond_pool_momentum_only,0.00653455983387663,0.00653455983387663,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.658705305320291
2021-07-23,01_bond_pool_momentum_only,-0.00893542697480898,-0.00893542697480898,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.599206930317829
2021-07-26,01_bond_pool_momentum_only,-0.012586493467275695,-0.012586493467275695,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.516146055400183
2021-07-27,01_bond_pool_momentum_only,-0.026326113413859153,-0.026326113413859153,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.344601255324447
2021-07-28,01_bond_pool_momentum_only,-0.022795440473202255,-0.020837114702607518,0.0,-0.0,0.002,2.0,1.H11077,1.0,1.H00852,1.0,1.H11077,1.0,6.1999732750824945
2021-07-29,01_bond_pool_momentum_only,0.0013071041108425607,0.0013071041108425607,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.208077285637469
2021-07-30,01_bond_pool_momentum_only,0.003459304222962034,0.003459304222962034,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.229552913608149
2021-08-02,01_bond_pool_momentum_only,0.0018863015480681256,0.0018863015480681256,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.24130372891286
2021-08-03,01_bond_pool_momentum_only,-0.0009089138479517755,-0.0009089138479517755,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.235630921524378
2021-08-04,01_bond_pool_momentum_only,-0.00045487036194680197,-0.00045487036194680197,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.232794517830138
2021-08-05,01_bond_pool_momentum_only,0.0018203094526070274,0.0018203094526070274,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.244140132607101
2021-08-06,01_bond_pool_momentum_only,-0.000584036340039007,-0.000584036340039007,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.240493327857362
2021-08-09,01_bond_pool_momentum_only,-0.003116680735017141,-0.003116680735017141,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.221043702525426
2021-08-10,01_bond_pool_momentum_only,-0.000260535400247508,-0.000260535400247508,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.219422900414432
2021-08-11,01_bond_pool_momentum_only,-0.0011075640106847917,-0.0011075640106847917,0.0,-0.0,0.0,0.0,1.H11077,1.0,1.H11077,1.0,1.H11077,1.0,6.212534491442704
2021-08-12,01_bond_pool_momentum_only,-0.0008934255152620585,0.001108792068875708,0.0,-0.0,0.002,2.0,1.H00852,1.0,1.H11077,1.0,1.H00852,1.0,6.206984054613604
2021-08-13,01_bond_pool_momentum_only,-0.0020172467443282383,-0.0020172467443282383,0.0,-0.0,0.0,0.0,1.H00852,1.0,1.H00852,1.0,1.H00852,1.0,6.194463036237337
2021-08-16,01_bond_pool_momentum_only,-0.011634546486276598,-0.009653854194665912,0.0,-0.0,0.002,2.0,1.H20955,1.0,1.H00852,1.0,1.H20955,1.0,6.122393268084712
2021-08-17,01_bond_pool_momentum_only,-0.010135462171720011,-0.010135462171720011,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.060339982715647
2021-08-18,01_bond_pool_momentum_only,0.011475191530622153,0.011475191530622153,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.129883544757996
2021-08-19,01_bond_pool_momentum_only,-0.009030062035819908,-0.009030062035819908,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.074530316076479
2021-08-20,01_bond_pool_momentum_only,0.0017312698331422016,0.0017312698331422016,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.08504696716321
2021-08-23,01_bond_pool_momentum_only,0.0021033595729456067,0.0021033595729456067,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.097846008953416
2021-08-24,01_bond_pool_momentum_only,0.006900668560427148,0.006900668560427148,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.139925223193727
2021-08-25,01_bond_pool_momentum_only,0.005738872078535628,0.005738872078535628,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.17516146862141
2021-08-26,01_bond_pool_momentum_only,-0.0013225577436334346,-0.0013225577436334346,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.166994461002898
2021-08-27,01_bond_pool_momentum_only,0.0011927643506590702,0.0011927643506590702,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.174350232146694
2021-08-30,01_bond_pool_momentum_only,-0.0017979073202943896,-0.0017979073202943896,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.163249322666257
2021-08-31,01_bond_pool_momentum_only,0.01471538011947171,0.01471538011947171,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.253943879220367
2021-09-01,01_bond_pool_momentum_only,0.013325796812347468,0.013325796812347468,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.337282664630682
2021-09-02,01_bond_pool_momentum_only,0.012915759375416558,0.012915759375416558,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.419133482621051
2021-09-03,01_bond_pool_momentum_only,0.007023466997039041,0.007023466997039041,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.464218054785828
2021-09-06,01_bond_pool_momentum_only,0.011327193326969631,0.011327193326969631,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.537439502400074
2021-09-07,01_bond_pool_momentum_only,0.014049914100836336,0.014049914100836336,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.629289965848209
2021-09-08,01_bond_pool_momentum_only,0.014042927685389728,0.014042927685389728,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.722384605444096
2021-09-09,01_bond_pool_momentum_only,0.01647958622207546,0.01647958622207546,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.833166722167465
2021-09-10,01_bond_pool_momentum_only,-0.009393676937726525,-0.009393676937726525,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.7689781615178
2021-09-13,01_bond_pool_momentum_only,0.013712767721251407,0.013712767721251407,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.861799586756916
2021-09-14,01_bond_pool_momentum_only,-0.021833651867097847,-0.021833651867097847,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.71198144339787
2021-09-15,01_bond_pool_momentum_only,-0.000781545016805163,-0.000781545016805163,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.706735727747894
2021-09-16,01_bond_pool_momentum_only,-0.010802907264966022,-0.010802907264966022,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.634283483630399
2021-09-17,01_bond_pool_momentum_only,-0.00158456415299002,-0.00158456415299002,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.6237710358414645
2021-09-22,01_bond_pool_momentum_only,0.016395585623260045,0.016395585623260045,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.7323716410084735
2021-09-23,01_bond_pool_momentum_only,0.014691999940063427,0.014691999940063427,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.831283644754655
2021-09-24,01_bond_pool_momentum_only,-0.017634535632099047,-0.017634535632099047,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.7108171299082535
2021-09-27,01_bond_pool_momentum_only,-0.023157914516209854,-0.023157914516209854,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.555408600479922
2021-09-28,01_bond_pool_momentum_only,0.019771901150753335,0.019771901150753335,0.0,-0.0,0.0,0.0,1.H20955,1.0,1.H20955,1.0,1.H20955,1.0,6.685021491331409
2021-09-29,01_bond_pool_momentum_only,-0.018541058573725344,-0.016574206987700735,0.0,-0.0,0.002,2.0,1.H00016,1.0,1.H20955,1.0,1.H00016,1.0,6.561074116294021
2021-09-30,01_bond_pool_momentum_only,-0.0006991210448068497,-0.0006991210448068497,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.556487131302783
2021-10-08,01_bond_pool_momentum_only,0.018539669160257066,0.018539669160257066,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.678042233570619
2021-10-11,01_bond_pool_momentum_only,0.006186019182866209,0.006186019182866209,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.719352730931478
2021-10-12,01_bond_pool_momentum_only,-0.0051959748158688646,-0.0051959748158688646,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.684439143362618
2021-10-13,01_bond_pool_momentum_only,0.010241602609283307,0.010241602609283307,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.752898512734876
2021-10-14,01_bond_pool_momentum_only,-0.006702593879279739,-0.006702593879279739,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.7076365764960215
2021-10-15,01_bond_pool_momentum_only,0.007382232383777332,0.007382232383777332,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.75715390844964
2021-10-18,01_bond_pool_momentum_only,-0.019790461157207284,-0.019790461157207284,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.6234267164911955
2021-10-19,01_bond_pool_momentum_only,0.008370967573712695,0.008370967573712695,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.678871206761806
2021-10-20,01_bond_pool_momentum_only,-0.0005109555489359874,-0.0005109555489359874,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.675458600458082
2021-10-21,01_bond_pool_momentum_only,0.007231543936700335,0.007231543936700335,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.723732472624919
2021-10-22,01_bond_pool_momentum_only,0.012074262054227347,0.012074262054227347,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.80491658048191
2021-10-25,01_bond_pool_momentum_only,-0.0005360068706335985,-0.0005360068706335985,0.0,-0.0,0.0,0.0,1.H00016,1.0,1.H00016,1.0,1.H00016,1.0,6.801269098440684
2021-10-26,01_bond_pool_momentum_only,-0.008708517938435967,-0.006721961862160231,0.0,-0.0,0.002,2.0,0.399606,1.0,1.H00016,1.0,0.399606,1.0,6.742040124492783
2021-10-27,01_bond_pool_momentum_only,-0.005580366588895158,-0.005580366588895158,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.704417069041073
2021-10-28,01_bond_pool_momentum_only,-0.009248777941380903,-0.009248777941380903,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.642409404343108
2021-10-29,01_bond_pool_momentum_only,0.022054928282825292,0.022054928282825292,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.7889072673810595
2021-11-01,01_bond_pool_momentum_only,-0.0055950756610007035,-0.0055950756610007035,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.750922817564545
2021-11-02,01_bond_pool_momentum_only,0.0023047187566915817,0.0023047187566915817,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.766481796007163
2021-11-03,01_bond_pool_momentum_only,-0.0037470976156877,-0.0037470976156877,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.74112712820275
2021-11-04,01_bond_pool_momentum_only,0.010569709008518391,0.010569709008518391,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.812378880337283
2021-11-05,01_bond_pool_momentum_only,-0.002825592271502697,-0.002825592271502697,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.793129875222454
2021-11-08,01_bond_pool_momentum_only,0.008215196713921458,0.008215196713921458,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.848936773450623
2021-11-09,01_bond_pool_momentum_only,0.008770346342587887,0.008770346342587887,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.909004321032271
2021-11-10,01_bond_pool_momentum_only,-0.0030145773397386444,-0.0030145773397386444,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.888176593165931
2021-11-11,01_bond_pool_momentum_only,0.009877395482410067,0.009877395482410067,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.956213837529311
2021-11-12,01_bond_pool_momentum_only,-0.0009023370529672725,-0.0009023370529672725,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.949936988035344
2021-11-15,01_bond_pool_momentum_only,-0.008240577798334314,-0.008240577798334314,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.892665491591917
2021-11-16,01_bond_pool_momentum_only,-0.002398061681789132,-0.002398061681789132,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.8761364545911405
2021-11-17,01_bond_pool_momentum_only,0.008135388802982924,0.008135388802982924,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.932076498111604
2021-11-18,01_bond_pool_momentum_only,-0.010937088418649599,-0.010937088418649599,0.0,-0.0,0.0,0.0,0.399606,1.0,0.399606,1.0,0.399606,1.0,6.856259764526914
2021-11-19,01_bond_pool_momentum_only,0.00833821040775451,0.010358928264283085,0.0,-0.0,0.002,2.0,1.H00852,1.0,0.399606,1.0,1.H00852,1.0,6.913428701053761
