version,candidate,vol_lb,recent_weighted_sharpe,mean_recent_cagr,worst_recent_maxdd,10y_cagr,10y_maxdd,10y_sharpe,10y_calmar,10y_annual_turnover,10y_total_trade_cost
V7.5,vollb40,40,1.9020360121688253,0.39767597023801887,-0.1400538726161592,0.30434612649112003,-0.1400538726161592,1.7824801312688805,2.1730646986480044,13.618705390104708,0.1358627990108065
V7.5,vollb20,20,1.9014318322094539,0.3912403999600958,-0.13865566337747437,0.30935114942783515,-0.13865566337747437,1.811107192408035,2.2310747494363907,14.829107339292637,0.14793799940865748
V7.5,vollb60,60,1.8759616557667127,0.39282961546820455,-0.13682257843712053,0.30110493680778005,-0.13682257843712053,1.757673898870993,2.2006962611522387,13.358760784292492,0.1332695421099656
V7.5,vollb10,10,1.8396243276166648,0.3789470041297041,-0.12994252166829356,0.293502158871626,-0.12994252166829356,1.7183265767353086,2.258707581655633,17.717578650054804,0.17675393938983247
V7.6,vollb40,40,1.9673397627074916,0.4179934197253317,-0.12066363460807739,0.3172504961417171,-0.12066363460807739,1.7989531064513153,2.6292138238017233,13.056306033846166,0.1302521959090844
V7.6,vollb20,20,1.96426271310386,0.4119288540775729,-0.12110360816743126,0.3226910132367846,-0.12110360816743126,1.8246200028823774,2.6645862837600145,14.353846173605051,0.14319670349382185
V7.6,vollb60,60,1.9492637949033034,0.41449193322356825,-0.1216366683589225,0.31523237967665296,-0.12163666835892217,1.7805176573087784,2.59159005199381,12.712966528753224,0.12682697560827622
V7.6,vollb10,10,1.8840310135920855,0.3958728640959847,-0.12103046021078068,0.3048161316927509,-0.12103046021078068,1.716906711312752,2.518507581991328,17.269798572716297,0.17228680004686023
