version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,vol_lb,max_lev,volreg_enabled,volreg_short_window,volreg_long_window,volreg_enter,volreg_exit,ema_vol_halflife_days,year,return
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2012,0.07394061529751461
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2013,0.1684077014635912
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2014,0.027806046203080914
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2015,-0.020992069855396145
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2016,0.07189284924173567
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2017,0.8310014813663489
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2018,0.005635328745670964
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2019,0.1940839512268202
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2020,0.539661479726476
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2021,0.3978236230574612
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2022,0.06712963380143289
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2023,0.1906579160118118
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2024,0.3640984304462611
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2025,0.344551084907456
V7.5,vollb20,vollb20,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2026,0.24233223057729214
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2008,0.027742027016654847
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2009,0.14847966109370891
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2010,0.18505310610968273
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2011,-0.031531104545745814
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2012,0.04396550450227643
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2013,0.17323219190116101
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2014,0.022595993770170297
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2015,-0.022144712872502192
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2016,0.07122696506073734
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2017,0.8179071247714518
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2018,-0.0014426260072749608
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2019,0.18328707486484963
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2020,0.5319178894835721
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2021,0.39505656870840444
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2022,0.04341010001971091
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2023,0.18676984521715556
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2024,0.3523520575880812
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2025,0.34515268877476024
V7.5,vollb40,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2026,0.2714429709524324
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2008,0.026106302243589008
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2009,0.14558064125601522
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2010,0.18423460252867052
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2011,-0.022774918786862663
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2012,0.038710349485940876
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2013,0.17848296026906607
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2014,0.026745731952413587
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2015,-0.020552254849631857
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2016,0.062700574478324
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2017,0.7776366600681011
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2018,-0.0025568654120546874
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2019,0.1858605875985535
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2020,0.5450489845310118
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2021,0.4035746958336812
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2022,0.04544621623660183
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2023,0.19293209665181688
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2024,0.33844482568592826
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2025,0.3257185619474039
V7.5,vollb60,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2026,0.2807356360141029
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2008,0.04390909777237484
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2009,0.18428084408826728
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2010,0.19065313723084043
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2011,-0.04970166149810151
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2012,0.04466448877747187
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2013,0.13184237905045482
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2014,0.03143512248413649
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2015,-0.04534450382251887
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2016,0.040897921562889294
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2017,0.7732762836099867
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2018,-0.02312540448994671
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2019,0.16318840352015695
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2020,0.5780236258976503
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2021,0.4418129355734639
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2022,0.02922806526106081
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2023,0.20304664714159681
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2024,0.4185254631722919
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2025,0.36183407942677714
V7.6,vollb10,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2026,0.23037527932327606
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2008,0.03937926054630525
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2009,0.18375031915259732
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2010,0.1905679203148285
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2011,-0.025057844592402678
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2012,0.02893394661283244
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2013,0.14228042110660222
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2014,0.010280619489597909
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2015,-0.05473969044281535
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2016,0.04766374249178451
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2017,0.8268998969057333
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2018,0.006274323635149903
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2019,0.18057549156486297
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2020,0.6124664795524641
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2021,0.43090575166840983
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2022,0.030602474194614926
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2023,0.21709299895724077
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2024,0.42145864458733984
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2025,0.36787812963177635
V7.6,vollb20,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2026,0.25251505430747256
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2008,0.04102703163704047
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2009,0.18016085930622094
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2010,0.1692847309411607
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2011,-0.04391889895221779
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2012,0.0011352543793696768
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2013,0.1469838644658592
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2014,0.0019052437848623427
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2015,-0.05361154673130797
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2016,0.05024071442351996
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2017,0.8162150442452967
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2018,0.003284612462619574
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2019,0.16563981144202633
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2020,0.5897064776237637
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2021,0.4301517927323255
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2022,0.00824258898528063
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2023,0.21399829894970135
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2024,0.41345030084103795
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2025,0.36862838303590606
V7.6,vollb40,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2026,0.2789207637556741
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2008,0.03914159080103485
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2009,0.17488550132998926
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2010,0.16824609885134034
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2011,-0.03458213580766922
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2012,-0.00501625679785811
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2013,0.15132878811601347
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2014,0.003598714404112968
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2015,-0.052224291143315726
V7.6,vollb60,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2016,0.043963878473105567
