version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,commission,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,vol_lb,max_lev,volreg_enabled,volreg_short_window,volreg_long_window,volreg_enter,volreg_exit,ema_vol_halflife_days,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,vollb40,full_common,2008-12-15,2026-05-06,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,4374,0.19908387458477472,0.14269322369915782,1.3442568493852236,-0.14005387261615931,1.4214806835823586,23.3670087877715,0.638095238095238,0.14271002625307486,0.038866026520347506,0.9757768577894589,1.7246520377228038,13.64708044003893,0.23687432478067574
V7.5,vollb40,1Y,2025-05-06,2026-05-06,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,252,0.6334478123921503,0.1816943654260632,2.7940187312873563,-0.111766157973883,5.667617317043066,1.6334478123921503,0.8461538461538461,0.006694849637797124,0.0,1.211008740993255,1.4803523480366432,10.15352194046577,0.010153521940465772
V7.5,vollb40,3Y,2023-05-08,2026-05-06,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,752,0.38389187408059167,0.17631535661234918,1.9320580822471252,-0.1263353030493083,3.038674581171977,2.6367366810598005,0.7567567567567568,0.026856912324142564,0.02925531914893617,1.1363233906016166,1.4854409396728614,13.061995787366879,0.0389786540956345
V7.5,vollb40,5Y,2021-05-06,2026-05-06,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,1256,0.2690180679882135,0.16334032330859038,1.540973868568275,-0.1263353030493083,2.129397416992909,3.278662258972352,0.7049180327868853,0.12665007473495493,0.041401273885350316,0.968595574902347,1.4854409396728614,12.841854776407269,0.06400543491733147
V7.5,vollb40,10Y,2016-05-06,2026-05-06,vollb40,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2514,0.30434612649112003,0.15597030189455122,1.7824801312688805,-0.1400538726161592,2.1730646986480044,14.16384218574369,0.7107438016528925,0.11679279871871188,0.049323786793953855,1.0021084665657347,1.7246520377228038,13.618705390104708,0.1358627990108065
V7.5,vollb60,full_common,2008-12-15,2026-05-06,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,4374,0.19798542928782803,0.1431070889311938,1.334371641048718,-0.13682257843712076,1.4470230831003945,22.998235457485478,0.6476190476190476,0.14304263830614183,0.038866026520347506,0.9739462057201628,1.6896364264930364,13.38505196600231,0.232326259124183
V7.5,vollb60,1Y,2025-05-06,2026-05-06,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,252,0.6256217661159633,0.18192814719490033,2.7642346318567297,-0.10993083932649106,5.691048753461136,1.6256217661159633,0.8461538461538461,0.008986454793641999,0.0,1.2064132590185095,1.4894038644390537,9.565375210645081,0.009565375210645082
V7.5,vollb60,3Y,2023-05-08,2026-05-06,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,752,0.37796291047945973,0.17700504559680724,1.9009446053261516,-0.12821625361432054,2.947854892222844,2.6031696067405248,0.7567567567567568,0.028151599898236304,0.02925531914893617,1.1332446327097778,1.4894038644390537,12.767846748372952,0.0381008760110177
V7.5,vollb60,5Y,2021-05-06,2026-05-06,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,1256,0.2666288484696151,0.16435561305284258,1.5209850408382897,-0.12821625361432087,2.07952456068202,3.2480112203304623,0.7213114754098361,0.1273896267698358,0.041401273885350316,0.965332181308914,1.4894038644390537,12.62128813257111,0.06290610275598933
V7.5,vollb60,10Y,2016-05-06,2026-05-06,vollb60,"(130, 260, 390)",0.04,1.05,0.0,0.001,0.5,0.5,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2514,0.30110493680778005,0.15683083146615154,1.757673898870993,-0.13682257843712053,2.2006962611522387,13.816610834764797,0.7107438016528925,0.11730958680977999,0.049323786793953855,0.9993700863382956,1.6896364264930364,13.358760784292492,0.1332695421099656
V7.6,vollb10,full_common,2008-12-15,2026-05-06,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,4374,0.19760539798491394,0.14623067348918298,1.3067027917111462,-0.12723585254055636,1.5530638105476389,22.871932301788487,0.6285714285714286,0.18119834321994333,0.038866026520347506,0.9086016784928622,1.6755627988969777,17.51821698828917,0.304066194868162
V7.6,vollb10,1Y,2025-05-06,2026-05-06,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,252,0.595327720724431,0.1880369510497276,2.580093831049008,-0.11843707921607716,5.026531595213626,1.595327720724431,0.8461538461538461,0.0040150858359728585,0.0,1.2193894524663982,1.4894006091912537,18.04214264357224,0.01804214264357224
V7.6,vollb10,3Y,2023-05-08,2026-05-06,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,752,0.40330883138996443,0.18096148180248967,1.9640355813197905,-0.12080404262794864,3.338537540768167,2.748678902571194,0.7567567567567568,0.0324868041975118,0.02925531914893617,1.120233858854127,1.4894006091912537,16.737218182686973,0.049945984418177006
V7.6,vollb10,5Y,2021-05-06,2026-05-06,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,1256,0.28003877257679255,0.165253360821352,1.5773385107882716,-0.1208040426279483,2.318124182642253,3.4230533596973163,0.6885245901639344,0.148591974876766,0.041401273885350316,0.9337202971755357,1.4894006091912537,15.53933371006647,0.07745001245969639
V7.6,vollb10,10Y,2016-05-06,2026-05-06,vollb10,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,10,2.0,True,10,250,2.0,1.6,126,2514,0.3048161316927509,0.16275408839440297,1.716906711312752,-0.12103046021078068,2.518507581991328,14.214840765580917,0.6942148760330579,0.14681447797630315,0.049323786793953855,0.9424976087489145,1.6755627988969777,17.269798572716297,0.17228680004686023
V7.6,vollb20,full_common,2008-12-15,2026-05-06,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,4374,0.20564681491078596,0.14490329413812414,1.3635661388794598,-0.13538619682829445,1.518964412388366,25.68910260921513,0.6190476190476191,0.17988012080729013,0.038866026520347506,0.9141499464239179,1.6540201879085021,14.91742715371327,0.2589239141680232
V7.6,vollb20,1Y,2025-05-06,2026-05-06,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,252,0.6151682946288257,0.1814815920485223,2.7349488968761775,-0.12110360816743126,5.079685931226157,1.6151682946288257,0.8461538461538461,0.003924569708843353,0.0,1.2203817862766244,1.4684762853795004,12.638373711120495,0.012638373711120495
V7.6,vollb20,3Y,2023-05-08,2026-05-06,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,752,0.4213276573171054,0.180300616160384,2.0414255519777953,-0.12110360816743126,3.4790677477965866,2.8553470611082274,0.7567567567567568,0.032312639309357974,0.02925531914893617,1.1169277308846932,1.4684762853795004,13.169775595816814,0.03930028273037399
V7.6,vollb20,5Y,2021-05-06,2026-05-06,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,1256,0.28852845112757586,0.16532944700063024,1.616652671279567,-0.12110360816743126,2.382492606897989,3.5377125135706264,0.6721311475409836,0.14842881890633186,0.041401273885350316,0.9331731871805481,1.4684762853795004,12.801928516573836,0.0638064373683204
V7.6,vollb20,10Y,2016-05-06,2026-05-06,vollb20,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,20,2.0,True,10,250,2.0,1.6,126,2514,0.3226910132367846,0.1604049391109862,1.8246200028823774,-0.12110360816743126,2.6645862837600145,16.281415573266006,0.6859504132231405,0.14528941143908744,0.049323786793953855,0.9522902250617467,1.6540201879085021,14.353846173605051,0.14319670349382185
V7.6,vollb40,full_common,2008-12-15,2026-05-06,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,4374,0.1978910985043827,0.14511140135946046,1.317355807188462,-0.1330830476665199,1.4869745018182863,22.966823500024795,0.6238095238095238,0.1795202715329915,0.038866026520347506,0.9151874626697343,1.6393576951898723,13.834787471115769,0.24013238253436658
V7.6,vollb40,1Y,2025-05-06,2026-05-06,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,252,0.647332864436059,0.1827551042687282,2.825280873744591,-0.11383550908061502,5.6865636185422295,1.647332864436059,0.8461538461538461,0.00444489550680999,0.0,1.2123709828183717,1.4502092445640846,9.186375692243711,0.00918637569224371
V7.6,vollb40,3Y,2023-05-08,2026-05-06,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,752,0.42818623304081505,0.18030200649917144,2.0681707617425937,-0.11989376121689443,3.571380434601618,2.896660685049977,0.7567567567567568,0.03180507325318539,0.02925531914893617,1.1171678689541436,1.4502092445640846,11.487921700176036,0.034281417137033254
V7.6,vollb40,5Y,2021-05-06,2026-05-06,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,1256,0.27920408528273577,0.16553818221332722,1.5709854259091365,-0.11989376121689421,2.328762418068115,3.4119427138795198,0.7049180327868853,0.14809019282193372,0.041401273885350316,0.9343595484911753,1.4502092445640846,11.52545567112111,0.05744433461479411
V7.6,vollb40,10Y,2016-05-06,2026-05-06,vollb40,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,40,2.0,True,10,250,2.0,1.6,126,2514,0.3172504961417171,0.16040529890377017,1.7989531064513153,-0.12066363460807739,2.6292138238017233,15.62551935943498,0.7024793388429752,0.14478147850000636,0.049323786793953855,0.9560381031204835,1.6393576951898723,13.056306033846166,0.1302521959090844
V7.6,vollb60,full_common,2008-12-15,2026-05-06,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,4374,0.19703274653046887,0.1455712787624481,1.3087245680174837,-0.13504614546532512,1.4590031122440266,22.68284595942388,0.6190476190476191,0.17982985225357156,0.038866026520347506,0.9134972472715536,1.6279096501674668,13.499011685784662,0.2343042742604052
V7.6,vollb60,1Y,2025-05-06,2026-05-06,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,252,0.6420144545727258,0.18231972825339604,2.813829964160205,-0.11198547831942218,5.733015246329292,1.6420144545727258,0.8461538461538461,0.0055707431592519315,0.0,1.2100688381501088,1.4421908547857667,8.190237103502874,0.008190237103502874
V7.6,vollb60,3Y,2023-05-08,2026-05-06,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,752,0.423051198799947,0.1806687480701872,2.0443864168435666,-0.1216366683589225,3.4779906791890904,2.8656919561397363,0.7567567567567568,0.032787394472011365,0.02925531914893617,1.1143716658023246,1.4421908547857667,11.034492062776556,0.032928325520666546
V7.6,vollb60,5Y,2021-05-06,2026-05-06,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,1256,0.27766969984494727,0.16646663904444764,1.5559325879648793,-0.12163666835892228,2.2827795564542,3.3915934954363953,0.7049180327868853,0.14864099708067743,0.041401273885350316,0.9312924753261578,1.4421908547857667,11.192295710917492,0.055783823067112576
V7.6,vollb60,10Y,2016-05-06,2026-05-06,vollb60,"(160, 260, 390)",0.04,1.05,0.0,0.001,0.25,0.75,100,0.16,0.25,40,60,2.0,True,10,250,2.0,1.6,126,2514,0.31523237967665296,0.16128306956049784,1.7805176573087784,-0.12163666835892217,2.59159005199381,15.38833135932492,0.7024793388429752,0.14516442400334106,0.049323786793953855,0.9536630253888103,1.6279096501674668,12.712966528753224,0.12682697560827622
