date,close
2010-06-01,973.233
2010-06-02,997.292
2010-06-03,998.568
2010-06-04,1027.944
2010-06-07,1069.741
2010-06-08,1067.456
2010-06-09,1078.127
2010-06-10,1117.891
2010-06-11,1122.717
2010-06-17,1065.343
2010-06-18,1000.75
2010-06-21,1041.492
2010-06-22,1035.681
2010-06-23,1048.032
2010-06-24,1051.298
2010-06-25,1016.983
2010-06-28,988.508
2010-06-29,913.938
2010-06-30,919.948
2010-07-01,882.798
2010-07-02,873.722
2010-07-05,862.862
2010-07-06,894.334
2010-07-07,909.175
2010-07-08,906.133
2010-07-09,932.9
2010-07-12,930.926
2010-07-13,931.833
2010-07-14,923.108
2010-07-15,893.279
2010-07-16,893.072
2010-07-19,908.837
2010-07-20,937.829
2010-07-21,942.067
2010-07-22,951.033
2010-07-23,961.421
2010-07-26,966.992
2010-07-27,958.798
2010-07-28,973.377
2010-07-29,976.208
2010-07-30,969.27
2010-08-02,995.091
2010-08-03,976.491
2010-08-04,978.862
2010-08-05,988.208
2010-08-06,1012.267
2010-08-09,1033.234
2010-08-10,994.854
2010-08-11,1005.508
2010-08-12,992.637
2010-08-13,1008.079
2010-08-16,1031.11
2010-08-17,1034.477
2010-08-18,1027.612
2010-08-19,1026.415
2010-08-20,996.807
2010-08-23,996.476
2010-08-24,1005.856
2010-08-25,977.725
2010-08-26,981.48
2010-08-27,1000.323
2010-08-30,1025.817
2010-08-31,1026.459
2010-09-01,996.45
2010-09-02,1015.802
2010-09-03,1037.687
2010-09-06,1011.723
2010-09-07,1023.592
2010-09-08,1027.343
2010-09-09,1022.844
2010-09-10,1035.964
2010-09-13,1043.514
2010-09-14,1032.24
2010-09-15,991.083
2010-09-16,973.564
2010-09-17,973.192
2010-09-20,950.135
2010-09-21,935.407
2010-09-27,951.634
2010-09-28,943.003
2010-09-29,927.725
2010-09-30,943.522
2010-10-08,960.864
2010-10-11,948.097
2010-10-12,952.783
2010-10-13,963.742
2010-10-14,959.495
2010-10-15,945.239
2010-10-18,933.331
2010-10-19,996.96
2010-10-20,1005.59
2010-10-21,992.876
2010-10-22,1014.505
