date,close
2020-07-03,1.065
2020-07-06,1.138
2020-07-07,1.126
2020-07-08,1.139
2020-07-09,1.153
2020-07-10,1.131
2020-07-13,1.149
2020-07-14,1.134
2020-07-15,1.117
2020-07-16,1.113
2020-07-17,1.116
2020-07-20,1.158
2020-07-21,1.156
2020-07-22,1.159
2020-07-23,1.15
2020-07-24,1.119
2020-07-27,1.119
2020-07-28,1.124
2020-07-29,1.14
2020-07-30,1.138
2020-07-31,1.145
2020-08-03,1.166
2020-08-04,1.168
2020-08-05,1.157
2020-08-06,1.16
2020-08-07,1.15
2020-08-10,1.167
2020-08-11,1.161
2020-08-12,1.163
2020-08-13,1.172
2020-08-14,1.176
2020-08-17,1.202
2020-08-18,1.206
2020-08-19,1.207
2020-08-20,1.191
2020-08-21,1.205
2020-08-24,1.205
2020-08-25,1.196
2020-08-26,1.19
2020-08-27,1.19
2020-08-28,1.205
2020-08-31,1.203
2020-09-01,1.206
2020-09-02,1.2
2020-09-03,1.198
2020-09-04,1.191
2020-09-07,1.179
2020-09-08,1.191
2020-09-09,1.179
2020-09-10,1.17
2020-09-11,1.17
2020-09-14,1.17
2020-09-15,1.17
2020-09-16,1.172
2020-09-17,1.17
2020-09-18,1.193
2020-09-21,1.186
2020-09-22,1.168
2020-09-23,1.168
2020-09-24,1.148
2020-09-25,1.148
2020-09-28,1.151
2020-09-29,1.154
2020-09-30,1.145
2020-10-09,1.165
2020-10-12,1.183
2020-10-13,1.181
2020-10-14,1.174
2020-10-15,1.178
2020-10-16,1.188
2020-10-19,1.181
2020-10-20,1.179
2020-10-21,1.181
2020-10-22,1.18
2020-10-23,1.181
2020-10-26,1.174
2020-10-27,1.168
2020-10-28,1.167
2020-10-29,1.166
2020-10-30,1.154
2020-11-02,1.151
2020-11-03,1.167
2020-11-04,1.168
2020-11-05,1.18
2020-11-06,1.185
2020-11-09,1.202
2020-11-10,1.2
2020-11-11,1.21
2020-11-12,1.201
2020-11-13,1.193
2020-11-16,1.212
2020-11-17,1.214
2020-11-18,1.219
2020-11-19,1.218
2020-11-20,1.225
2020-11-23,1.244
2020-11-24,1.241
2020-11-25,1.232
2020-11-26,1.234
2020-11-27,1.245
2020-11-30,1.239
2020-12-01,1.253
2020-12-02,1.256
2020-12-03,1.246
2020-12-04,1.238
2020-12-07,1.225
2020-12-08,1.22
2020-12-09,1.214
2020-12-10,1.216
2020-12-11,1.207
2020-12-14,1.201
2020-12-15,1.194
2020-12-16,1.189
2020-12-17,1.209
2020-12-18,1.216
2020-12-21,1.22
2020-12-22,1.192
2020-12-23,1.194
2020-12-24,1.186
2020-12-25,1.202
2020-12-28,1.193
2020-12-29,1.185
2020-12-30,1.19
2020-12-31,1.196
2021-01-04,1.197
2021-01-05,1.189
2021-01-06,1.198
2021-01-07,1.2
2021-01-08,1.204
2021-01-11,1.183
2021-01-12,1.194
2021-01-13,1.204
2021-01-14,1.208
2021-01-15,1.211
2021-01-18,1.217
2021-01-19,1.218
2021-01-20,1.214
2021-01-21,1.218
2021-01-22,1.199
2021-01-25,1.191
2021-01-26,1.187
2021-01-27,1.192
2021-01-28,1.175
2021-01-29,1.167
2021-02-01,1.174
2021-02-02,1.169
2021-02-03,1.162
2021-02-04,1.157
2021-02-05,1.166
2021-02-08,1.171
2021-02-09,1.18
2021-02-10,1.188
2021-02-18,1.219
2021-02-19,1.243
2021-02-22,1.259
2021-02-23,1.252
2021-02-24,1.241
2021-02-25,1.259
2021-02-26,1.234
2021-03-01,1.25
2021-03-02,1.239
2021-03-03,1.276
2021-03-04,1.279
2021-03-05,1.263
2021-03-08,1.267
2021-03-09,1.265
2021-03-10,1.253
2021-03-11,1.286
2021-03-12,1.3
2021-03-15,1.312
2021-03-16,1.316
2021-03-17,1.305
2021-03-18,1.305
2021-03-19,1.297
2021-03-22,1.315
2021-03-23,1.295
2021-03-24,1.286
2021-03-25,1.285
2021-03-26,1.293
2021-03-29,1.303
2021-03-30,1.299
2021-03-31,1.307
2021-04-01,1.314
2021-04-02,1.304
2021-04-06,1.307
2021-04-07,1.317
2021-04-08,1.312
2021-04-09,1.316
2021-04-12,1.328
2021-04-13,1.311
2021-04-14,1.312
2021-04-15,1.31
2021-04-16,1.324
2021-04-19,1.324
2021-04-20,1.322
2021-04-21,1.317
2021-04-22,1.322
2021-04-23,1.318
2021-04-26,1.307
2021-04-27,1.305
2021-04-28,1.309
2021-04-29,1.316
2021-04-30,1.304
2021-05-06,1.32
2021-05-07,1.33
2021-05-10,1.343
2021-05-11,1.342
2021-05-12,1.348
2021-05-13,1.331
2021-05-14,1.336
2021-05-17,1.332
2021-05-18,1.34
2021-05-19,1.325
2021-05-20,1.313
2021-05-21,1.317
2021-05-24,1.316
2021-05-25,1.33
2021-05-26,1.338
2021-05-27,1.34
2021-05-28,1.337
2021-05-31,1.34
2021-06-01,1.338
2021-06-02,1.337
2021-06-03,1.349
2021-06-04,1.345
2021-06-07,1.338
2021-06-08,1.339
2021-06-09,1.352
2021-06-10,1.357
