date,close
2010-06-01,973.233
2010-06-02,997.119
2010-06-03,998.394
2010-06-04,1027.681
2010-06-07,1069.468
2010-06-08,1067.154
2010-06-09,1077.823
2010-06-10,1117.478
2010-06-11,1122.199
2010-06-17,1064.839
2010-06-18,1000.277
2010-06-21,1040.802
2010-06-22,1034.995
2010-06-23,1047.337
2010-06-24,1050.601
2010-06-25,1016.283
2010-06-28,987.827
2010-06-29,913.309
2010-06-30,919.314
2010-07-01,882.19
2010-07-02,873.12
2010-07-05,862.268
2010-07-06,893.718
2010-07-07,908.549
2010-07-08,905.509
2010-07-09,932.147
2010-07-12,930.173
2010-07-13,931.08
2010-07-14,922.362
2010-07-15,892.557
2010-07-16,892.298
2010-07-19,908.049
2010-07-20,937.017
2010-07-21,941.25
2010-07-22,950.209
2010-07-23,960.588
2010-07-26,966.154
2010-07-27,957.967
2010-07-28,972.534
2010-07-29,975.362
2010-07-30,968.431
2010-08-02,994.228
2010-08-03,975.645
2010-08-04,978.014
2010-08-05,987.351
2010-08-06,1011.39
2010-08-09,1032.339
2010-08-10,993.992
2010-08-11,1004.637
2010-08-12,991.777
2010-08-13,1007.206
2010-08-16,1030.217
2010-08-17,1033.581
2010-08-18,1026.722
2010-08-19,1025.526
2010-08-20,995.944
2010-08-23,995.613
2010-08-24,1004.985
2010-08-25,976.878
2010-08-26,980.63
2010-08-27,999.456
2010-08-30,1024.928
2010-08-31,1025.57
2010-09-01,995.586
2010-09-02,1014.922
2010-09-03,1036.703
2010-09-06,1010.764
2010-09-07,1022.622
2010-09-08,1026.327
2010-09-09,1021.832
2010-09-10,1034.939
2010-09-13,1042.482
2010-09-14,1031.219
2010-09-15,990.103
2010-09-16,972.602
2010-09-17,972.229
2010-09-20,949.195
2010-09-21,934.461
2010-09-27,950.671
2010-09-28,942.049
2010-09-29,926.758
2010-09-30,942.539
2010-10-08,959.863
2010-10-11,947.11
2010-10-12,951.79
2010-10-13,962.738
2010-10-14,958.495
2010-10-15,944.254
2010-10-18,932.359
2010-10-19,995.922
2010-10-20,1004.542
2010-10-21,991.842
2010-10-22,1013.448
2010-10-25,1039.054
2010-10-26,1036.007
2010-10-27,1030.593
2010-10-28,1038.622
2010-10-29,1064.522
2010-11-01,1107.523
2010-11-02,1075.151
2010-11-03,1040.621
2010-11-04,1057.714
2010-11-05,1072.219
2010-11-08,1107.061
2010-11-09,1115.648
2010-11-10,1141.582
