date,close
2005-01-01,1009.34
2006-01-04,1009.34
2006-01-05,1032.57
2006-01-06,1046.89
2006-01-09,1057.86
2006-01-10,1061.69
2006-01-11,1063.56
2006-01-12,1077.66
2006-01-13,1076.83
2006-01-16,1063.89
2006-01-17,1065.09
2006-01-18,1087.02
2006-01-19,1106.72
2006-01-20,1108.93
2006-01-23,1121.93
2006-01-24,1125.84
2006-01-25,1133.3
2006-02-06,1165.6
2006-02-07,1160.99
2006-02-08,1160.46
2006-02-09,1149.27
2006-02-10,1164.56
2006-02-13,1163.16
2006-02-14,1164.91
2006-02-15,1166.65
2006-02-16,1146.19
2006-02-17,1141.98
2006-02-20,1149.09
2006-02-21,1168.06
2006-02-22,1176.42
2006-02-23,1172.02
2006-02-24,1180.13
2006-02-27,1172.69
2006-02-28,1177.72
2006-03-01,1176.85
2006-03-02,1166.62
2006-03-03,1178.21
2006-03-06,1183.02
2006-03-07,1155.38
2006-03-08,1142.57
2006-03-09,1139.91
2006-03-10,1147.54
2006-03-13,1164.68
2006-03-14,1161.14
2006-03-15,1174.22
2006-03-16,1171.87
2006-03-17,1166.15
2006-03-20,1181.12
2006-03-21,1188.4
2006-03-22,1190.65
2006-03-23,1194.19
2006-03-24,1193.08
2006-03-27,1195.51
2006-03-28,1202.17
2006-03-29,1216.22
2006-03-30,1208.61
2006-03-31,1211.46
2006-04-03,1223.19
2006-04-04,1232.23
2006-04-05,1232.65
2006-04-06,1229.17
2006-04-07,1227.27
2006-04-10,1245.09
2006-04-11,1258.4
2006-04-12,1254.39
2006-04-13,1239.73
2006-04-14,1273.63
2006-04-17,1279.06
2006-04-18,1286.15
2006-04-19,1283.84
2006-04-20,1267.52
2006-04-21,1278.46
2006-04-24,1258.72
2006-04-25,1255.53
2006-04-26,1275.65
2006-04-27,1275.4
2006-04-28,1279.45
2006-05-08,1319.35
2006-05-09,1352.79
2006-05-10,1359.98
2006-05-11,1350.55
2006-05-12,1377.6
2006-05-15,1430.61
2006-05-16,1413.39
2006-05-17,1438.08
2006-05-18,1447.33
2006-05-19,1480.92
2006-05-22,1520.34
2006-05-23,1467.72
2006-05-24,1431.44
2006-05-25,1423.61
2006-05-26,1454.68
2006-05-29,1503.17
2006-05-30,1519.96
2006-05-31,1510.49
2006-06-01,1556.05
2006-06-02,1552.32
2006-06-05,1571.49
2006-06-06,1557.97
2006-06-07,1459.64
2006-06-08,1459.19
2006-06-09,1429.26
2006-06-12,1433.88
2006-06-13,1438.22
2006-06-14,1415.65
2006-06-15,1407.57
2006-06-16,1439.95
2006-06-19,1459.76
2006-06-20,1460.99
2006-06-21,1457.89
2006-06-22,1442.59
2006-06-23,1442.81
2006-06-26,1468.8
2006-06-27,1467.23
2006-06-28,1476.56
2006-06-29,1513.96
2006-06-30,1512.2
2006-07-03,1536.17
2006-07-04,1524.43
2006-07-05,1505.7
2006-07-06,1537.53
2006-07-07,1529.34
2006-07-10,1528.4
2006-07-11,1533.45
2006-07-12,1534.95
2006-07-13,1445.44
2006-07-14,1454.46
2006-07-17,1475.86
2006-07-18,1479.66
2006-07-19,1454.78
2006-07-20,1462.86
2006-07-21,1468.4
2006-07-24,1470.55
2006-07-25,1488.26
2006-07-26,1486.15
2006-07-27,1463.38
2006-07-28,1459.53
2006-07-31,1407.92
2006-08-01,1393.26
2006-08-02,1385.75
2006-08-03,1381.68
2006-08-04,1351.01
2006-08-07,1329.83
2006-08-08,1367.14
2006-08-09,1366.93
2006-08-10,1387.88
2006-08-11,1389.53
2006-08-14,1363.24
2006-08-15,1383.33
2006-08-16,1404.2
2006-08-17,1384.41
2006-08-18,1375.5
2006-08-21,1375.44
2006-08-22,1382.8
2006-08-23,1382.85
2006-08-24,1386.63
2006-08-25,1391.61
2006-08-28,1422.42
2006-08-29,1420.79
2006-08-30,1427.75
2006-08-31,1450.95
2006-09-01,1437.68
2006-09-04,1456.89
2006-09-05,1452.09
2006-09-06,1457.18
2006-09-07,1436.31
2006-09-08,1434.8
2006-09-11,1442.75
2006-09-12,1447.21
2006-09-13,1435.35
2006-09-14,1431.42
2006-09-15,1452.73
2006-09-18,1476.92
2006-09-19,1472.7
2006-09-20,1471.6
2006-09-21,1476.19
2006-09-22,1460.99
2006-09-25,1452.01
2006-09-26,1444.73
2006-09-27,1450.9
2006-09-28,1459.8
2006-09-29,1473.44
2006-10-09,1498.53
2006-10-10,1507.37
2006-10-11,1515.78
2006-10-12,1525.53
2006-10-13,1532.8
2006-10-16,1530.98
2006-10-17,1524.52
2006-10-18,1546.22
2006-10-19,1546.1
2006-10-20,1542.22
2006-10-23,1513.69
2006-10-24,1544.07
2006-10-25,1539.77
2006-10-26,1545.22
2006-10-27,1536.59
2006-10-30,1563.42
2006-10-31,1580.26
2006-11-01,1596.59
2006-11-02,1614.58
2006-11-03,1609.57
2006-11-06,1637.19
2006-11-07,1630.21
2006-11-08,1601.67
2006-11-09,1614.23
2006-11-10,1579.18
2006-11-13,1532.59
2006-11-14,1534.19
2006-11-15,1583.14
2006-11-16,1567.52
