date,close
2005-01-01,100.0
2010-12-31,100.0
2011-01-04,100.05
2011-01-05,99.64
2011-01-06,100.98
2011-01-07,100.8
2011-01-10,100.84
2011-01-11,100.85
2011-01-12,100.95
2011-01-13,100.77
2011-01-14,100.77
2011-01-17,100.33
2011-01-18,100.18
2011-01-19,99.98
2011-01-20,100.15
2011-01-21,100.26
2011-01-24,100.13
2011-01-25,99.55
2011-01-26,99.42
2011-01-27,99.43
2011-01-28,99.77
2011-01-31,99.44
2011-02-01,99.45
2011-02-09,99.73
2011-02-10,99.39
2011-02-11,99.24
2011-02-14,99.15
2011-02-15,99.7
2011-02-16,99.71
2011-02-17,99.72
2011-02-18,99.73
2011-02-21,99.76
2011-02-22,99.78
2011-02-23,99.98
2011-02-24,100.27
2011-02-25,100.82
2011-02-28,100.57
2011-03-01,100.54
2011-03-02,100.76
2011-03-03,100.75
2011-03-04,100.62
2011-03-07,100.62
2011-03-08,100.66
2011-03-09,100.98
2011-03-10,100.95
2011-03-11,100.78
2011-03-14,100.71
2011-03-15,101.28
2011-03-16,101.29
2011-03-17,101.2
2011-03-18,101.15
2011-03-21,100.55
2011-03-22,100.57
2011-03-23,100.87
2011-03-24,100.88
2011-03-25,100.91
2011-03-28,100.89
2011-03-29,100.59
2011-03-30,101.02
2011-03-31,101.33
2011-04-01,101.34
2011-04-06,101.36
2011-04-07,101.31
2011-04-08,101.54
2011-04-11,101.39
2011-04-12,101.34
2011-04-13,101.36
2011-04-14,101.09
2011-04-15,101.15
2011-04-18,101.13
2011-04-19,101.12
2011-04-20,101.08
2011-04-21,101.17
2011-04-22,101.24
2011-04-25,101.28
2011-04-26,101.38
2011-04-27,101.45
2011-04-28,101.56
2011-04-29,101.76
2011-05-03,101.68
2011-05-04,101.67
2011-05-05,101.68
2011-05-06,101.74
2011-05-09,101.77
2011-05-10,101.72
2011-05-11,101.72
2011-05-12,101.73
2011-05-13,101.95
2011-05-16,102.0
2011-05-17,102.06
2011-05-18,102.06
2011-05-19,102.07
2011-05-20,102.07
2011-05-23,102.1
2011-05-24,102.08
2011-05-25,101.48
2011-05-26,101.46
2011-05-27,101.48
2011-05-30,101.51
2011-05-31,101.53
2011-06-01,101.59
2011-06-02,101.6
2011-06-03,101.61
2011-06-07,101.66
2011-06-08,101.66
2011-06-09,100.78
2011-06-10,100.95
2011-06-13,100.99
2011-06-14,100.97
2011-06-15,100.39
2011-06-16,100.35
2011-06-17,100.41
2011-06-20,101.0
2011-06-21,101.1
2011-06-22,100.5
2011-06-23,99.54
2011-06-24,99.97
2011-06-27,99.26
2011-06-28,99.28
2011-06-29,99.3
2011-06-30,98.86
2011-07-01,98.64
2011-07-04,98.78
2011-07-05,99.08
2011-07-06,98.88
2011-07-07,98.97
2011-07-08,98.98
2011-07-11,99.02
2011-07-12,99.14
2011-07-13,98.67
2011-07-14,99.02
2011-07-15,98.63
2011-07-18,98.82
2011-07-19,98.69
2011-07-20,98.3
2011-07-21,97.93
2011-07-22,97.93
2011-07-25,98.19
2011-07-26,98.51
2011-07-27,98.26
2011-07-28,98.22
2011-07-29,97.77
2011-08-01,97.81
2011-08-02,97.84
2011-08-03,97.1
2011-08-04,97.53
2011-08-05,98.15
2011-08-08,98.32
2011-08-09,98.33
2011-08-10,97.92
2011-08-11,98.54
2011-08-12,98.56
2011-08-15,98.68
2011-08-16,98.66
2011-08-17,98.79
2011-08-18,98.76
2011-08-19,99.0
2011-08-22,99.38
2011-08-23,99.39
2011-08-24,99.28
2011-08-25,99.15
2011-08-26,99.09
2011-08-29,98.33
2011-08-30,98.34
2011-08-31,98.37
2011-09-01,98.39
2011-09-02,98.84
2011-09-05,99.08
2011-09-06,99.26
2011-09-07,99.26
2011-09-08,99.26
2011-09-09,99.36
2011-09-13,99.68
2011-09-14,99.7
2011-09-15,99.78
2011-09-16,99.78
2011-09-19,99.79
2011-09-20,99.79
2011-09-21,99.67
2011-09-22,99.78
2011-09-23,100.39
2011-09-26,100.78
2011-09-27,100.79
2011-09-28,100.75
2011-09-29,100.78
2011-09-30,100.83
2011-10-10,101.09
2011-10-11,101.32
2011-10-12,100.72
2011-10-13,101.59
2011-10-14,102.11
2011-10-17,102.1
2011-10-18,102.19
2011-10-19,102.83
2011-10-20,103.24
2011-10-21,103.32
2011-10-24,103.09
2011-10-25,103.45
2011-10-26,103.92
2011-10-27,103.86
2011-10-28,103.84
2011-10-31,104.08
2011-11-01,104.42
2011-11-02,104.62
2011-11-03,104.72
2011-11-04,104.76
2011-11-07,104.79
2011-11-08,104.97
2011-11-09,105.55
2011-11-10,105.97
2011-11-11,105.93
2011-11-14,106.01
2011-11-15,105.7
2011-11-16,105.68
2011-11-17,105.73
2011-11-18,105.69
2011-11-21,105.73
2011-11-22,105.73
2011-11-23,105.71
2011-11-24,105.82
2011-11-25,105.87
2011-11-28,105.79
2011-11-29,105.88
2011-11-30,105.71
2011-12-01,106.05
2011-12-02,107.07
2011-12-05,107.74
2011-12-06,107.09
2011-12-07,107.12
2011-12-08,107.12
2011-12-09,107.21
2011-12-12,107.15
2011-12-13,107.16
2011-12-14,107.15
2011-12-15,107.15
2011-12-16,107.22
2011-12-19,107.24
2011-12-20,107.27
2011-12-21,107.28
2011-12-22,107.18
2011-12-23,107.29
2011-12-26,107.32
2011-12-27,107.31
2011-12-28,107.83
2011-12-29,107.85
2011-12-30,107.98
2012-01-04,107.57
2012-01-05,107.55
2012-01-06,107.92
2012-01-09,108.0
2012-01-10,107.43
2012-01-11,107.88
2012-01-12,108.12
2012-01-13,108.11
2012-01-16,108.16
2012-01-17,108.16
2012-01-18,108.22
2012-01-19,108.23
2012-01-20,108.24
2012-01-30,108.29
2012-01-31,108.26
2012-02-01,108.04
2012-02-02,107.99
2012-02-03,107.92
2012-02-06,107.45
2012-02-07,107.46
2012-02-08,107.4
2012-02-09,107.12
2012-02-10,107.13
2012-02-13,107.29
2012-02-14,107.31
2012-02-15,107.32
2012-02-16,107.54
2012-02-17,107.33
2012-02-20,107.41
2012-02-21,107.6
2012-02-22,107.62
2012-02-23,107.63
2012-02-24,107.64
2012-02-27,106.91
2012-02-28,106.93
2012-02-29,106.94
2012-03-01,106.92
2012-03-02,106.93
2012-03-05,107.03
2012-03-06,107.04
2012-03-07,107.05
2012-03-08,107.05
2012-03-09,107.12
2012-03-12,107.15
2012-03-13,107.16
2012-03-14,107.16
2012-03-15,107.1
2012-03-16,106.96
2012-03-19,107.04
2012-03-20,107.05
2012-03-21,107.04
2012-03-22,106.98
2012-03-23,106.99
2012-03-26,107.03
2012-03-27,107.05
2012-03-28,107.14
2012-03-29,107.29
2012-03-30,107.39
2012-04-05,107.43
2012-04-06,107.44
2012-04-09,107.27
2012-04-10,106.79
2012-04-11,106.8
2012-04-12,106.8
2012-04-13,106.74
2012-04-16,106.76
2012-04-17,106.44
2012-04-18,106.45
2012-04-19,106.37
2012-04-20,106.38
2012-04-23,106.41
2012-04-24,106.57
2012-04-25,106.58
2012-04-26,106.59
2012-04-27,106.6
2012-05-02,106.92
2012-05-03,106.93
2012-05-04,106.99
2012-05-07,106.81
2012-05-08,106.84
2012-05-09,106.88
2012-05-10,107.01
2012-05-11,107.36
2012-05-14,107.63
2012-05-15,107.99
2012-05-16,108.46
2012-05-17,108.11
2012-05-18,108.42
2012-05-21,108.25
2012-05-22,108.3
2012-05-23,108.31
2012-05-24,108.62
2012-05-25,109.06
2012-05-28,108.85
2012-05-29,108.63
2012-05-30,108.7
2012-05-31,108.92
2012-06-01,108.93
2012-06-04,108.96
2012-06-05,108.96
2012-06-06,108.78
2012-06-07,108.8
2012-06-08,109.12
2012-06-11,108.88
2012-06-12,108.88
2012-06-13,108.89
2012-06-14,108.83
2012-06-15,108.85
2012-06-18,108.73
2012-06-19,108.81
2012-06-20,108.68
2012-06-21,108.91
2012-06-25,109.11
2012-06-26,108.99
2012-06-27,109.36
2012-06-28,109.49
2012-06-29,109.44
2012-07-02,109.39
2012-07-03,109.54
2012-07-04,109.55
2012-07-05,109.58
2012-07-06,109.88
2012-07-09,110.01
2012-07-10,110.23
2012-07-11,110.13
2012-07-12,110.16
2012-07-13,109.64
2012-07-16,109.36
2012-07-17,109.33
2012-07-18,109.73
2012-07-19,109.51
2012-07-20,109.56
2012-07-23,109.75
2012-07-24,109.72
2012-07-25,109.67
2012-07-26,109.8
2012-07-27,109.68
2012-07-30,109.75
2012-07-31,109.63
2012-08-01,109.64
2012-08-02,109.77
2012-08-03,109.62
2012-08-06,109.48
