rule,target_vol,vol_window,max_lev,signal,window,start,end,rows,total_return,annual_return,annual_vol,sharpe,max_drawdown,max_drawdown_date,turnover,trade_count,cash_days,cash_ratio,avg_weight,max_weight
original_baseline,,,1.0,original_no_r2_no_target_vol,FULL_COMMON,2010-06-01,2026-05-08,3868,12.993634200554899,0.18009236411494878,0.2241220880882353,0.8544484606828496,-0.49234338466575833,2019-01-14,585.0,370,1001,0.25879007238883145,0.7412099276111686,1.0
original_baseline,,,1.0,original_no_r2_no_target_vol,10Y,2016-05-09,2026-05-08,2428,2.4139733583849012,0.13070137830341055,0.2060336906574049,0.7008483279732506,-0.35122931288509285,2019-01-14,381.0,241,549,0.22611202635914332,0.7738879736408567,1.0
original_baseline,,,1.0,original_no_r2_no_target_vol,5Y,2021-05-10,2026-05-08,1211,1.4293050499013926,0.19451473964814747,0.2236709090803483,0.9091864030286714,-0.29840042031663205,2024-09-23,176.0,112,261,0.21552436003303055,0.7844756399669695,1.0
original_baseline,,,1.0,original_no_r2_no_target_vol,3Y,2023-05-08,2026-05-08,727,0.9799188691780005,0.25562487125815236,0.25131860192812144,1.0345143217342407,-0.27183571856884803,2024-09-23,116.0,74,160,0.2200825309491059,0.7799174690508941,1.0
original_baseline,,,1.0,original_no_r2_no_target_vol,1Y,2025-05-08,2026-05-08,243,0.8136258755034833,0.8143655485056489,0.20851963340677804,2.973425413453705,-0.06555385386369927,2026-02-02,26.0,18,29,0.11934156378600823,0.8806584362139918,1.0
r2_only,,,1.0,original_plus_r2_no_target_vol,FULL_COMMON,2010-06-01,2026-05-08,3868,17.397311547199916,0.20053027146965507,0.20607178312795435,0.994180274968785,-0.3700890615523442,2016-06-13,539.0,397,1560,0.40330920372285417,0.5966907962771458,1.0
r2_only,,,1.0,original_plus_r2_no_target_vol,10Y,2016-05-09,2026-05-08,2428,3.481194762876801,0.16189302410646356,0.19019245181472272,0.886551832855533,-0.26981245874373294,2018-10-11,347.0,262,923,0.3801482701812191,0.6198517298187809,1.0
r2_only,,,1.0,original_plus_r2_no_target_vol,5Y,2021-05-10,2026-05-08,1211,1.476123528040426,0.19908952513832956,0.20676236878013915,0.9846312977513276,-0.20251720761403302,2024-10-17,166.0,127,460,0.37985136251032203,0.620148637489678,1.0
r2_only,,,1.0,original_plus_r2_no_target_vol,3Y,2023-05-08,2026-05-08,727,0.8262619746382933,0.22227183536416772,0.23398186749705427,0.9773646284450019,-0.20251720761403313,2024-10-17,108.0,84,310,0.4264099037138927,0.5735900962861072,1.0
r2_only,,,1.0,original_plus_r2_no_target_vol,1Y,2025-05-08,2026-05-08,243,0.7020988331299791,0.7027190021487175,0.20084866758934733,2.7611660675739294,-0.07741172173132282,2025-06-20,22.0,18,50,0.205761316872428,0.7942386831275721,1.0
r2_plus_target_vol,0.1,20.0,1.0,orig_r2_tv10_w20_max1p0,FULL_COMMON,2010-06-01,2026-05-08,3868,3.8390264170875517,0.10401216427405924,0.12455256948023397,0.86063264611975,-0.2524753252067594,2016-09-02,416.616168815833,2062,1560,0.40330920372285417,0.381327310835969,1.0
r2_plus_target_vol,0.1,20.0,1.0,orig_r2_tv10_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,1.563205562343783,0.09874051348495905,0.12453678981638595,0.8210817828766686,-0.19224158954281212,2018-10-11,289.22782933087916,1289,923,0.3801482701812191,0.43511285265888916,1.0
r2_plus_target_vol,0.1,20.0,1.0,orig_r2_tv10_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,0.6778646809183793,0.10919227522477937,0.13543213576520508,0.8360205516045706,-0.1784414237603087,2022-05-24,138.31663664976284,665,460,0.37985136251032203,0.41326253122168466,1.0
r2_plus_target_vol,0.1,20.0,1.0,orig_r2_tv10_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.45021395729593694,0.13187487369024664,0.1499531307519151,0.9043628721870236,-0.14364234510972684,2024-01-19,90.13842364663701,368,310,0.4264099037138927,0.3751434027708772,1.0
r2_plus_target_vol,0.1,20.0,1.0,orig_r2_tv10_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.2909760897172815,0.29120194061756943,0.12640102105856768,2.0927229968286953,-0.06705035853004238,2025-12-16,19.588199927475877,173,50,0.205761316872428,0.5063287475917322,1.0
r2_plus_target_vol,0.15,20.0,1.0,orig_r2_tv15_w20_max1p0,FULL_COMMON,2010-06-01,2026-05-08,3868,7.648307743588983,0.1449846727130275,0.15268887009423168,0.9674782809079258,-0.272942374776576,2016-06-13,483.95809932237455,1618,1560,0.40330920372285417,0.4838119891094715,1.0
r2_plus_target_vol,0.15,20.0,1.0,orig_r2_tv15_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,2.3599654804451338,0.1288990454802752,0.15019958069455683,0.8852904941857457,-0.2506117102525862,2018-10-11,327.22548572667375,923,923,0.3801482701812191,0.5374626426131084,1.0
r2_plus_target_vol,0.15,20.0,1.0,orig_r2_tv15_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,1.0475948358804335,0.15431833052621657,0.15989391069628758,0.9814544302179946,-0.1958997618919195,2022-05-24,159.07100635008504,513,460,0.37985136251032203,0.5263602377095933,1.0
r2_plus_target_vol,0.15,20.0,1.0,orig_r2_tv15_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.6420781893065008,0.1797271300589549,0.17361635022199995,1.0430088782762146,-0.16990542567169264,2024-01-19,102.50040874299341,311,310,0.4264099037138927,0.4721850257788637,1.0
r2_plus_target_vol,0.15,20.0,1.0,orig_r2_tv15_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.4811966775818719,0.48159528504225424,0.15936960334989678,2.5562485259469794,-0.07709344404963803,2025-06-20,22.191672820893697,139,50,0.205761316872428,0.6586140158252856,1.0
r2_plus_target_vol,0.2,20.0,1.0,orig_r2_tv20_w20_max1p0,FULL_COMMON,2010-06-01,2026-05-08,3868,11.85295704105748,0.1738119229479964,0.1717612197828554,1.0235799137866788,-0.29067394885135844,2016-06-13,514.3167248658148,1165,1560,0.40330920372285417,0.540528181778859,1.0
r2_plus_target_vol,0.2,20.0,1.0,orig_r2_tv20_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,3.04948926743734,0.15017779782178242,0.16486363102539078,0.9342837356197482,-0.26981245874373483,2018-10-11,339.2082398062808,602,923,0.3801482701812191,0.583854996073162,1.0
r2_plus_target_vol,0.2,20.0,1.0,orig_r2_tv20_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,1.3231305391798438,0.18387278483593672,0.1743386016413516,1.0597652557098425,-0.1958997618919197,2022-05-24,165.04093939240562,328,460,0.37985136251032203,0.5820357729484358,1.0
r2_plus_target_vol,0.2,20.0,1.0,orig_r2_tv20_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.7816959052238803,0.21224980258948256,0.18820874712360447,1.1214872808525989,-0.18318348891718905,2024-01-19,105.66118556912546,200,310,0.4264099037138927,0.5242706035224045,1.0
r2_plus_target_vol,0.2,20.0,1.0,orig_r2_tv20_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.6233278895468806,0.6238666550475411,0.18105478765738642,2.7792802685590696,-0.07741172173132282,2025-06-20,21.883730864616496,87,50,0.205761316872428,0.7419813650915137,1.0
r2_plus_target_vol,0.25,20.0,1.0,orig_r2_tv25_w20_max1p0,FULL_COMMON,2010-06-01,2026-05-08,3868,14.911473408026445,0.189642905514668,0.18414974659376993,1.0397657321470368,-0.31710116650258846,2016-06-13,527.0649069983881,828,1560,0.40330920372285417,0.5671419108615198,1.0
r2_plus_target_vol,0.25,20.0,1.0,orig_r2_tv25_w20_max1p0,10Y,2016-05-09,2026-05-08,2428,3.3706861068989182,0.1589942423994386,0.17261999585345902,0.9441957046510492,-0.26981245874373316,2018-10-11,342.78420798397065,421,923,0.3801482701812191,0.6004268101874768,1.0
r2_plus_target_vol,0.25,20.0,1.0,orig_r2_tv25_w20_max1p0,5Y,2021-05-10,2026-05-08,1211,1.461861038694698,0.19770327167092194,0.18228697025756124,1.0851871511097384,-0.19589976189191904,2022-05-24,164.62686036838994,197,460,0.37985136251032203,0.5983427791728917,1.0
r2_plus_target_vol,0.25,20.0,1.0,orig_r2_tv25_w20_max1p0,3Y,2023-05-08,2026-05-08,727,0.8283454844782236,0.22273636652535278,0.19759044017456706,1.1208996533672784,-0.18318348891718905,2024-01-19,106.08138093450039,132,310,0.4264099037138927,0.5390487636914932,1.0
r2_plus_target_vol,0.25,20.0,1.0,orig_r2_tv25_w20_max1p0,1Y,2025-05-08,2026-05-08,243,0.6628802367502982,0.6634595566181036,0.19119572647815433,2.7682201461776184,-0.07741172173132282,2025-06-20,21.40296535643731,38,50,0.205761316872428,0.7696001018049287,1.0
