scenario,label,latest_date,latest_suba,latest_subadk,latest_microcap,latest_subd,latest_subb,dynamic_sleeves,rebalance_count,allocation_turnover,since_2020_annual_return,since_2020_max_dd,since_2020_sharpe,last_1y_annual_return,last_1y_max_dd,last_1y_sharpe,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,since_2020_annual_delta,since_2020_max_dd_delta,since_2020_sharpe_delta,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta,latest_excess_nav_vs_fixed,candidate_status,evidence_note,decision_status
fixed_10_15_15_20_40,Fixed default,2026-05-13,0.1,0.15,0.15,0.2,0.4,none,0.0,0.0,0.4102416156736546,-0.0708053418478211,4.07021274463501,0.61540017339905,-0.0565133685778861,5.43472000230266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BASELINE,Executable default benchmark.,WATCH
advisory_suba_microcap_subd_dd_7_10_month_end,Active Sub-A 5/8 weekly + Microcap 3/10 month-end + Sub-D 7/10 month-end,2026-05-13,0.1,0.15,0.15,0.2,0.4,"Sub-A,Microcap,Sub-D",109.0,11.65,0.4151837812769827,-0.0769598415508111,4.060659854674034,0.6292940593905731,-0.0574084831888649,5.508239739511788,0.006224886009695174,-0.006154499702989896,-0.012378066481558037,0.014457647561105569,-0.006154499702990007,0.03246367052294108,0.004942165603328108,-0.006154499702990007,-0.009552889960976252,0.013893885991523192,-0.0008951146109787977,0.07351973720912852,0.0167189717132967,REPORT_WATCH_ONLY,"Sub-A + Microcap + Sub-D rule is adopted only when return, Sharpe, and drawdown all improve versus fixed; Sub-A-DK is not a portfolio-layer dynamic sleeve.",WATCH
advisory_suba_dd_5_8_weekly,Sub-A 5/8 weekly advisory,2026-05-13,0.1,0.15,0.15,0.2,0.4,Sub-A,40.0,4.0,0.4144464452170893,-0.0708053418478213,4.082209550080017,0.6154001733990502,-0.0565133685778861,5.434720002302647,0.0036369800155182097,-9.71445146547012e-17,0.008740393098760624,0.005685786990399899,-1.942890293094024e-16,0.006635173873265288,0.004204829543434707,-1.942890293094024e-16,0.011996805445006586,2.220446049250313e-16,0.0,-1.2434497875801753e-14,0.0342413471732867,REPORT_WATCH_ONLY,Positive return evidence but max drawdown worsens versus fixed default.,WATCH
advisory_suba_microcap_dd_3_10_month_end,Legacy stacked Sub-A 5/8 weekly + Microcap 3/10 month-end,2026-05-13,0.1,0.15,0.15,0.2,0.4,"Sub-A,Microcap",76.0,7.900000000000001,0.4137797847812465,-0.0748298201014877,4.057094164007097,0.6174578833981552,-0.0574286574570016,5.458620912616913,0.002801011282491217,-0.004024478253666697,-0.024153159713832917,0.006410328059457848,-0.0040244782536666,-0.0059773428487632785,0.0035381691075919153,-0.0040244782536666,-0.013118580627913268,0.0020577099991052616,-0.0009152888791154959,0.023900910314253565,0.0444496520977815,REPORT_WATCH_ONLY,Former active A+Microcap advisory; superseded by the Sub-D dynamic-budget candidate.,WATCH
advisory_dd_3_10_month_end,Microcap advisory,2026-05-13,0.1,0.15,0.15,0.2,0.4,Microcap,12.0,1.2,0.4104035165119528,-0.0788122089222238,4.020031975787641,0.6241066570304836,-0.0587078856092673,5.445291759116577,0.00020310833383940796,-0.008006867074402707,-0.06591684420087196,0.00466969609909218,-0.008006867074402707,-0.05283441216772644,0.00016190083829820123,-0.008006867074402707,-0.050180768847368995,0.00870648363143367,-0.0021945170313811962,0.010571756813916977,-0.0043991161476262,DEFER,No robust since-2020 improvement versus fixed default.,WATCH
