variant,start,end,days,cagr,max_dd,sharpe,total_return
baseline_uniform_160,2010-11-22,2026-03-18,3688,0.16238513660777532,-0.10313916845722022,1.5185045512794968,9.024206780898536
stable_A_eq200_ra120_bd80_btc120_thr00,2010-11-22,2026-03-18,3688,0.14891132537031604,-0.09352366652842455,1.6447419899042088,7.38465805956827
stable_C_eq200_ra120_bd80_btc60_thr05,2010-11-22,2026-03-18,3688,0.15094357112780532,-0.09352366652842455,1.6770038895492236,7.614745509255915
