date,nav
2010-11-22,1.0
2010-11-23,0.9951271222689865
2010-11-24,1.0016507087273785
2010-11-25,0.9992305390869758
2010-11-26,0.9948941856685688
2010-11-29,0.9998828514421582
2010-11-30,0.995957105257752
2010-12-01,1.0037368405600917
2010-12-02,1.0084712014895785
2010-12-03,1.012780469809793
2010-12-06,1.0128226403974332
2010-12-07,1.0074072985038693
2010-12-08,1.0043029329808522
2010-12-09,1.0048985851359558
2010-12-10,1.0078579864986708
2010-12-13,1.0101854116565727
2010-12-14,1.0083367308011808
2010-12-15,1.0012640596705684
2010-12-16,1.0015709509248505
2010-12-17,1.0025114138132254
2010-12-20,1.0038367881204673
2010-12-21,1.009722095571141
2010-12-22,1.008030164028453
2010-12-23,1.0100104020683938
2010-12-24,1.0118323366516053
2010-12-27,1.0125330106494057
2010-12-28,1.014239049328738
2010-12-29,1.0151027871748006
2010-12-30,1.0131397125980626
2010-12-31,1.0150645627372428
2011-01-03,1.021921037429634
2011-01-04,1.0185071838485042
2011-01-05,1.0191873397186562
2011-01-06,1.0183770936953516
2011-01-07,1.019563045873428
2011-01-10,1.0221671865289799
2011-01-11,1.0294681153795062
2011-01-12,1.0383425650299118
2011-01-13,1.03480087772733
2011-01-14,1.0395635563355654
2011-01-17,1.04131957287705
2011-01-18,1.0440652425460164
2011-01-19,1.0346954166434343
2011-01-20,1.0277458186003812
2011-01-21,1.0268574674628386
2011-01-24,1.0364134983874025
2011-01-25,1.0357894800505028
2011-01-26,1.0408844645684328
2011-01-27,1.037395867080074
2011-01-28,1.0235441000689365
2011-01-31,1.0278691550250905
2011-02-01,1.0412970762712102
2011-02-02,1.04014833709388
2011-02-03,1.0415070761644674
2011-02-04,1.0418132601548216
2011-02-07,1.043430991422168
2011-02-08,1.0488312238565434
2011-02-09,1.0469579632365495
2011-02-10,1.0417904581678186
2011-02-11,1.0414927758904136
2011-02-14,1.0473588510336462
2011-02-15,1.0447533619091764
2011-02-16,1.0486524219523672
2011-02-17,1.0486027736997963
