date,nav
2010-11-22,1.0
2010-11-23,0.9958501614903432
2010-11-24,1.0023288314989163
2010-11-25,0.998991435720876
2010-11-26,0.9951120775459785
2010-11-29,1.0005902065143921
2010-11-30,0.9963025078469072
2010-12-01,1.0039439179184366
2010-12-02,1.008528534171392
2010-12-03,1.01234289344595
2010-12-06,1.0116655881282695
2010-12-07,1.006567078331467
2010-12-08,1.0036873068243648
2010-12-09,1.0042961754038753
2010-12-10,1.0073492473405934
2010-12-13,1.009963889897908
2010-12-14,1.0075176811430897
2010-12-15,1.0001868118023025
2010-12-16,1.0002083994011448
2010-12-17,1.0008913412775113
2010-12-20,1.0020475458700648
2010-12-21,1.0084049269284625
2010-12-22,1.0065928722867017
2010-12-23,1.0094092569314232
2010-12-24,1.0118038705012369
2010-12-27,1.0132236594512127
2010-12-28,1.014891494399493
2010-12-29,1.0151886763254887
2010-12-30,1.012985345386356
2010-12-31,1.0148222437455134
2011-01-03,1.0216787184379046
2011-01-04,1.0183835960724212
2011-01-05,1.018736263566098
2011-01-06,1.0183201982853851
2011-01-07,1.0202200715841643
2011-01-10,1.0233655481603712
2011-01-11,1.0317123510004114
2011-01-12,1.040507444894218
2011-01-13,1.0367423013537942
2011-01-14,1.0418449611994276
2011-01-17,1.0437750409234239
2011-01-18,1.0467559544079656
2011-01-19,1.0369930878011364
2011-01-20,1.0298704128682468
2011-01-21,1.0296494939804455
2011-01-24,1.0403990277724224
2011-01-25,1.040670974976165
2011-01-26,1.0452154421526294
2011-01-27,1.0414199848879333
2011-01-28,1.0269920741714214
2011-01-31,1.0314093474678578
2011-02-01,1.0447718165109634
2011-02-02,1.0436230773336332
2011-02-03,1.0449818164042206
2011-02-04,1.0452880003945748
2011-02-07,1.0469057316619212
2011-02-08,1.0523059640962966
2011-02-09,1.0500969028622402
2011-02-10,1.0437508837343623
2011-02-11,1.0430668391995632
2011-02-14,1.050129430973994
2011-02-15,1.0473674820560273
2011-02-16,1.0504461266811609
2011-02-17,1.0498402265123201
2011-02-18,1.0502997159453047
2011-02-21,1.0531279346815583
2011-02-22,1.0367719090229213
2011-02-23,1.0427282222371366
2011-02-24,1.0448708203745982
2011-02-25,1.0553005476097197
2011-02-28,1.0596573304383463
2011-03-01,1.0576421651233783
2011-03-02,1.0592841730861702
2011-03-03,1.0567244734945431
2011-03-04,1.0560923065625887
2011-03-07,1.0469540166775295
2011-03-08,1.0460460040498833
2011-03-09,1.0442742436482968
2011-03-10,1.0283735892955455
2011-03-11,1.0287919549528397
2011-03-14,1.0319592528180963
2011-03-15,1.0137630015066412
2011-03-16,1.009925461574915
2011-03-17,1.0214075973969554
2011-03-18,1.025100517657791
2011-03-21,1.0319700733359851
2011-03-22,1.0314501320386467
2011-03-23,1.0370700847754586
2011-03-24,1.042768168568254
