strategy,year,return
formal_current_bias_momentum,2010,0.08308216978321536
formal_current_bias_momentum,2011,0.026923880972832492
formal_current_bias_momentum,2012,0.14388357204703262
formal_current_bias_momentum,2013,0.3244480993348473
formal_current_bias_momentum,2014,0.45118799664975384
formal_current_bias_momentum,2015,1.5143167256067978
formal_current_bias_momentum,2016,-0.08877836119961802
formal_current_bias_momentum,2017,0.0839037094987225
formal_current_bias_momentum,2018,-0.06224648113812603
formal_current_bias_momentum,2019,0.5793305456793414
formal_current_bias_momentum,2020,0.4580652468055868
formal_current_bias_momentum,2021,0.5155916806796361
formal_current_bias_momentum,2022,0.14588833204764984
formal_current_bias_momentum,2023,-0.13034547961102527
formal_current_bias_momentum,2024,0.712994524920092
formal_current_bias_momentum,2025,0.7865352393326936
formal_current_bias_momentum,2026,0.25499939722286213
formal_weighted_slope_r2_legacy_overheat,2010,-0.062429670408873594
formal_weighted_slope_r2_legacy_overheat,2011,-0.07125765539048035
formal_weighted_slope_r2_legacy_overheat,2012,0.14172328796757894
formal_weighted_slope_r2_legacy_overheat,2013,0.18453087095415532
formal_weighted_slope_r2_legacy_overheat,2014,0.2821097242470907
formal_weighted_slope_r2_legacy_overheat,2015,0.8404026251210941
formal_weighted_slope_r2_legacy_overheat,2016,-0.10225375594584218
formal_weighted_slope_r2_legacy_overheat,2017,0.1294198816776151
formal_weighted_slope_r2_legacy_overheat,2018,0.026941763072243052
formal_weighted_slope_r2_legacy_overheat,2019,0.6470557501743799
formal_weighted_slope_r2_legacy_overheat,2020,0.30743525810228034
formal_weighted_slope_r2_legacy_overheat,2021,0.24570081570681523
formal_weighted_slope_r2_legacy_overheat,2022,0.0368974230209278
formal_weighted_slope_r2_legacy_overheat,2023,-0.04554982700688104
formal_weighted_slope_r2_legacy_overheat,2024,0.728115489648568
formal_weighted_slope_r2_legacy_overheat,2025,0.5955764678493698
formal_weighted_slope_r2_legacy_overheat,2026,0.24710714926429733
formal_weighted_slope_r2_weighted_overheat,2010,-0.062429670408873594
formal_weighted_slope_r2_weighted_overheat,2011,-0.07125765539048035
formal_weighted_slope_r2_weighted_overheat,2012,0.14172328796757894
formal_weighted_slope_r2_weighted_overheat,2013,0.18453087095415532
formal_weighted_slope_r2_weighted_overheat,2014,0.2821097242470907
formal_weighted_slope_r2_weighted_overheat,2015,0.8404026251210941
formal_weighted_slope_r2_weighted_overheat,2016,-0.10225375594584218
formal_weighted_slope_r2_weighted_overheat,2017,0.1294198816776151
formal_weighted_slope_r2_weighted_overheat,2018,0.026941763072243052
formal_weighted_slope_r2_weighted_overheat,2019,0.6470557501743799
formal_weighted_slope_r2_weighted_overheat,2020,0.30743525810228034
formal_weighted_slope_r2_weighted_overheat,2021,0.24570081570681523
formal_weighted_slope_r2_weighted_overheat,2022,0.0368974230209278
formal_weighted_slope_r2_weighted_overheat,2023,-0.04554982700688104
formal_weighted_slope_r2_weighted_overheat,2024,0.728115489648568
formal_weighted_slope_r2_weighted_overheat,2025,0.5955764678493698
formal_weighted_slope_r2_weighted_overheat,2026,0.24710714926429733
