version,candidate,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,year,return
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2008,0.01095287723641114
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2009,0.09540976816090851
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2010,0.19471386893219278
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2011,-0.013756561011057489
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2012,0.11151168727071292
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2013,0.17761694664135597
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2014,0.048636103052522195
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2015,-0.004810547884511296
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2016,0.15271970992002037
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2017,0.8397108675291014
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2018,-0.005651879048789499
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2019,0.1810429790456063
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2020,0.512253398168131
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2021,0.3659551941182091
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2022,0.08736935681273161
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2023,0.15000890741854045
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2024,0.31765938834355567
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2025,0.32484592752553976
V7.5,ow0.75_ema60_0.16,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2026,0.21785637306122574
V7.5,ow0.75_ema100_0.08,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,2008,0.013614603849960938
