version,candidate,segment,start,end,name,lbs,abs_threshold,rebalance_threshold,min_turnover,official_weight,ema_weight,ema_half_life,ema_abs_threshold,target_vol,vol_window,max_lev,volreg_enabled,volreg_enter,volreg_exit,days,cagr,vol,sharpe,maxdd,calmar,final_nav,monthly_win_rate,avg_bil,avg_cash,avg_risky,max_risky,annual_turnover,total_trade_cost
V7.5,ow0.75_ema60_0.16,full_common,2008-12-15,2026-05-06,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,4374,0.20201153244940828,0.1438996115450028,1.3511380684036298,-0.15336590929555682,1.3171866771259104,24.377298955021583,0.6523809523809524,0.10280634191827137,0.038866026520347506,1.0424896604398752,1.8050870105925134,16.355575454447898,0.28388605967363134
V7.5,ow0.75_ema60_0.16,1Y,2025-05-06,2026-05-06,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,252,0.5689799539560534,0.18129258646076396,2.5773138275054297,-0.09846954301129429,5.778232908939085,1.5689799539560534,0.8461538461538461,0.009370189270692587,0.0,1.2022983585548834,1.5615488785079532,14.832012030992702,0.014832012030992702
V7.5,ow0.75_ema60_0.16,3Y,2023-05-08,2026-05-06,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,752,0.33585822149240974,0.17384837161758318,1.7536064276300178,-0.10812031807108546,3.106337712321511,2.3729298888832377,0.7297297297297297,0.027300016938927633,0.02925531914893617,1.142980036788889,1.5615488785079532,17.224317700506397,0.05139955123325719
V7.5,ow0.75_ema60_0.16,5Y,2021-05-06,2026-05-06,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,1256,0.2637640964028263,0.16206834865608324,1.526161153805506,-0.11162413007761784,2.3629666472600315,3.2115620558576894,0.7049180327868853,0.10886374214509704,0.041401273885350316,0.9967064361216306,1.5615488785079532,17.0161183749672,0.08481049475777303
V7.5,ow0.75_ema60_0.16,10Y,2016-05-06,2026-05-06,ow0.75_ema60_0.16,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,60,0.16,0.25,40,2.0,True,2.0,1.6,2514,0.29838881207406054,0.15510693192168618,1.7619733525443368,-0.15336590929555705,1.9456006451800483,13.531549566574293,0.7107438016528925,0.08796899070814607,0.049323786793953855,1.0501950505606357,1.8050870105925134,16.805870487366654,0.16765856510015784
V7.5,ow0.75_ema100_0.08,full_common,2008-12-15,2026-05-06,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,4374,0.2062404665590254,0.1474013576454001,1.3463617413160105,-0.19302614406686947,1.0684587186675507,25.90954167715541,0.6666666666666666,0.0686882352552598,0.038866026520347506,1.0915411269190125,1.748996769170355,14.91815105390574,0.2589364790070782
V7.5,ow0.75_ema100_0.08,1Y,2025-05-06,2026-05-06,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,252,0.5858907113101353,0.18232154709081852,2.6226537328432835,-0.11091654305560439,5.282266244237508,1.5858907113101353,0.8461538461538461,0.006700595027581841,0.0,1.2208252914565794,1.5602735801865897,13.58103294462018,0.01358103294462018
V7.5,ow0.75_ema100_0.08,3Y,2023-05-08,2026-05-06,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,752,0.3308605880161084,0.17603855543290053,1.7126924657347564,-0.12148453852856,2.723478987725881,2.346536608831372,0.7297297297297297,0.010225197133387825,0.02925531914893617,1.182684777451437,1.5825989404204783,16.403487010281587,0.04895008822115776
V7.5,ow0.75_ema100_0.08,5Y,2021-05-06,2026-05-06,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,1256,0.2630490759013251,0.1650709364188495,1.4979719438051635,-0.1214845385285599,2.1652885139740206,3.202515809469685,0.7049180327868853,0.08599343512763254,0.041401273885350316,1.033758347048056,1.5825989404204783,15.828263500122635,0.07889007522283345
V7.5,ow0.75_ema100_0.08,10Y,2016-05-06,2026-05-06,ow0.75_ema100_0.08,"(130, 260, 390)",0.04,1.05,0.0,0.75,0.25,100,0.08,0.25,40,2.0,True,2.0,1.6,2514,0.2970304918647806,0.15780876421286666,1.7278719350912974,-0.19302614406686947,1.5388096431221316,13.390986434988914,0.71900826446281,0.06385367352480396,0.049323786793953855,1.0869324278527357,1.748996769170355,15.889217207415417,0.15851385737873952
