days,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2,-0.6119634956149618,-0.427234274789722,-0.36028440676134466,-0.36972620853663685,-0.339502186625662,-0.2988137113046463,-0.2755084989991765,-0.5795548411759768,-0.4268029187340936,-0.4075981126351991,-0.3956737756210629,-0.6551761189190088,-0.8549497594731541,-0.7599726949216041,-0.8828552796131142,-0.7981965517703564,-0.7349787567145327,-0.6126961202893781,-0.543767544066796,-0.6918476619380378,-0.6474492884472198,-0.46002804275082454,-0.5143770830954075,-0.6341258221038011,-0.6499865161416984,-0.7191189422416358,-0.7984738115851968,-0.7529198856254453,-0.881091137965683,-0.8861153133249857,-0.828245488689781,-0.8626404863850681,-0.6797327577660717,-0.7116413020264325,-0.7897485555210082,-0.726573848502607,-0.8223499261909915,-0.8225749654824348,-0.7188546961893962,-0.6200317423567618,-0.7030318817113219,-0.7895188564698508,-0.886162022381896,-0.9682989819757672,-0.9697960816898323,-0.7372921320031516,-0.6787085468594078,-0.7070302998033462,-0.8369031512875047,-0.8909654518808523,-0.9327414380460262
3,-0.7666893191940787,-0.6598353496964258,-0.4064702150224697,-0.30704516091994805,-0.1367874787904455,-0.0958439170430907,-0.12423297133656774,0.015417673464579451,0.11146001265554162,0.14111483427543803,-0.113484491949567,-0.1779490447385328,-0.2928718907028589,-0.12324690623048795,-0.22495200555156813,-0.05735562730122368,0.045530431695240736,0.08998978710852512,0.23445934050225858,0.013876970851111281,0.04863392223204599,0.14215992055452986,0.009807270240646204,-0.07876529530792453,-0.05459756343668687,-0.007892547363528735,-0.06840764927759935,-0.07817647599292954,-0.1816879553410793,-0.33697769910674324,-0.3079044890176732,-0.3114371679589176,-0.26747897753944727,-0.3923488595506406,-0.43528563713437407,-0.33221414467341503,-0.4287545627330367,-0.4001354366193617,-0.48879398540504226,-0.46636037601197344,-0.3440858233748614,-0.40093339070463685,-0.22646930191103465,-0.3724987609783561,-0.3759848570499038,-0.3875150113487038,-0.2772328352198983,-0.2816324377681738,-0.27409320625955047,-0.3160644631508447,-0.3624502586063052
4,-0.7283640486982037,-0.511965095730968,-0.4301301927142944,-0.2212169760318119,-0.29259142951885053,-0.20491511771216508,-0.2802680374082591,-0.08826788718183565,-0.2178862278554341,-0.2454883673709034,-0.1737603856006622,-0.23746360829353108,-0.425393560641794,-0.26597947622337514,-0.22367211963672062,-0.2527251580184604,-0.17220636731800454,-0.3316564674110225,-0.2763958108898734,-0.42405231765136975,-0.36476748606146714,-0.3238958779677503,-0.2817732360238274,-0.2650154559953535,-0.21470876370383962,-0.22427232526789354,-0.2521313105907197,-0.2762386415006368,-0.4003425972051602,-0.5192312171321554,-0.4670706745232742,-0.4626479530747325,-0.4133360653247884,-0.45183942041746405,-0.4736676454603064,-0.33235635448765066,-0.3565451509120585,-0.3684186745005462,-0.38720368090232427,-0.4281602643200415,-0.30752765580064434,-0.3277725871270185,-0.3428362649348742,-0.4499680722973345,-0.5115715601351027,-0.39136079705546223,-0.3625842886317834,-0.32797525086762747,-0.2591036326790679,-0.4510695796110511,-0.3762018648923764
5,-0.9237314911125551,-0.7936146023129744,-0.7553493169422971,-0.6984132596807164,-0.8276250104496405,-0.6737073187625491,-0.5524902683624369,-0.34257924663119255,-0.2624196765658837,-0.3272254152358869,-0.2621236411536323,-0.397754069020138,-0.5451010573301893,-0.35269735794378576,-0.4279469352333791,-0.4337888302787789,-0.37313202180921934,-0.3489332990156413,-0.29820047995086085,-0.4070450026700563,-0.38781552237532324,-0.39750630289736577,-0.3801868250012497,-0.3416756873364726,-0.36981643652693563,-0.3671776426116047,-0.40277029599611325,-0.426205602060282,-0.5165291082268162,-0.5290475020156542,-0.5612199941058549,-0.5625618926500024,-0.5538337402350741,-0.6261982218358249,-0.6016636937957287,-0.4893968304467755,-0.5080012534513614,-0.5198608760281331,-0.6054253782478369,-0.7270766583409518,-0.521192685006941,-0.6252691065585552,-0.5318009489074562,-0.6290748043486154,-0.6303756297208345,-0.5957035350174991,-0.46798093377639916,-0.4036454506775691,-0.4019616731920195,-0.5299442754070007,-0.4705786508743408
6,-0.31049266071030246,-0.25783539171641934,-0.2416431813934139,-0.28605560471477176,-0.35005678742973956,-0.3546588829554054,-0.35410195250094034,-0.25971097302510415,-0.14451020862975383,-0.10395987569671306,-0.10901958276838641,-0.17651194603718423,-0.24230379843546146,-0.12507222981514943,-0.1783878077181491,-0.16138066389807904,-0.09444479473707901,-0.01532118077329514,-0.0774374142230343,-0.21016963075370754,-0.21250605044156146,-0.18257962993173393,-0.15770058671478182,-0.10285228592408302,-0.10328182510586004,-0.16522644961944977,-0.20078574154613804,-0.2897655887361239,-0.3801922039023964,-0.370154458364258,-0.3180601012903601,-0.33744198462495234,-0.3184832905807049,-0.33367335755749394,-0.28242996903244943,-0.29308269789354213,-0.3316326563469012,-0.3744365966426244,-0.449966617099971,-0.44719781174871187,-0.2842086252045277,-0.35890554323771795,-0.5093433089506725,-0.5009060982898106,-0.5033857813885554,-0.3879963404272537,-0.28175060219805914,-0.2661282854361495,-0.280827154073382,-0.3649053804987581,-0.1902509815019826
7,-0.15879033037166934,-0.213556149767701,-0.2349866955959179,-0.258722726855229,-0.3234466822148683,-0.17066393355393572,-0.14536851260576,-0.08448825916149616,0.0040001027083143015,-0.034333106486993614,-0.06505716304727471,-0.16292466720621945,-0.1887108833315203,-0.18585739500325005,-0.222242376476256,-0.08610647465085819,-0.0017781739021884846,0.08533366685603738,0.031012163525701908,-0.09197829866560525,-0.11091246192573934,-0.10599876405790098,-0.0873126738504908,-0.028253285910427195,-0.03890086607354348,0.010776493415963984,-0.02672902181239678,-0.1132654320632902,-0.20382543005596787,-0.20806168728626417,-0.1720461332533887,-0.16565628726710102,-0.15460434238218923,-0.20399350715247877,-0.17384878215469612,-0.17384878215469612,-0.21243715503036498,-0.23730278262743454,-0.3480895119774452,-0.38937643124665655,-0.23961513364853815,-0.311085146423018,-0.33050831993988083,-0.35716336296678364,-0.35716336296678364,-0.3087835800694485,-0.2629247242263979,-0.20828596111453024,-0.14674873948243672,-0.176506617759852,-0.19293267795838887
8,-0.13924098101929516,-0.3090583692234574,-0.3990960448734491,-0.28336776620932014,-0.20732789536104335,-0.08539981375465899,-0.12839843542455753,-0.08184254631380483,0.028087797218390165,0.0005016596392515282,-0.0697167597075925,-0.06445020344134633,-0.1039514074832475,-0.18142335123032538,-0.2299741702889797,-0.10945434923277375,-0.01144299359969736,0.025006739944856804,0.04566837986186201,-0.07249922071230586,-0.08808864540164052,-0.05222526089259105,-0.025003328635619937,0.027569637363100696,-0.03716281124646059,0.06582897257030496,0.03573057183954376,-0.0587852901456003,-0.1493864592933214,-0.12410174333006196,-0.07555805054773046,-0.0916212634336695,-0.08056248754915174,-0.11588697160251726,-0.09857438193547807,-0.09857438193547807,-0.09662752780736739,-0.10141457507433316,-0.2050672339937165,-0.2355097820526204,-0.0960505849275215,-0.10698021514787825,-0.10882740415683045,-0.19438901728669933,-0.19438901728669933,-0.14027561527209897,-0.10209611097018367,0.04029429543031071,0.048456676470689075,-0.03341109436174605,-0.0229169487188301
9,-0.014238735831415994,-0.10034979273503097,-0.10314991678643892,-0.10765697198045032,-0.042275530162605435,0.1505356198100678,0.16904163301137132,0.1755941725682284,0.15353278604739629,0.19202365382058417,0.12609208508191827,0.1693617750681895,0.16175204414896527,0.06350417272886943,0.037838823241465036,0.1968248160924695,0.26709835106550983,0.26893542372084056,0.21155867541773432,0.10272479667614576,0.05803585253061527,0.1112222514148904,0.10595697002582227,0.10595697002582227,0.06102694293865696,0.1303270128481877,0.11650021593228033,0.004259055367139553,-0.08638975698467277,-0.09770181003081291,-0.18587524049275927,-0.20183736393428475,-0.1907887573736815,-0.16345061091984547,-0.15793019910539385,-0.11737774262123679,-0.14891994967176458,-0.16068264934243714,-0.24521745336150147,-0.30988908790756753,-0.18396559171938165,-0.20774761289388266,-0.2213218953349454,-0.29838590201716286,-0.306564832085666,-0.22915792306588045,-0.18299506358454565,-0.039615667178093616,-0.06526478194348684,-0.12408876794962609,-0.0450066622858607
10,-0.134441693045261,-0.2882582205528941,-0.2289085777377835,-0.287696018571058,-0.20143252827606872,0.07255534768877325,0.08799309373202036,0.12103063258206603,0.02715027343436205,0.2279277713443939,0.10437459225854084,0.1547502637858642,0.3029813973614459,0.04591898373394088,-0.038274006102454905,0.01951286122241669,0.09379811322696341,0.09019659724365425,0.14593283291464232,0.043662931524202975,-0.014162291466490728,0.016556146097258306,0.011407575176637152,-0.009355642162464761,-0.12387255607180236,-0.01077337442816173,-0.03642703526232083,-0.12653414520940132,-0.2170841159108825,-0.19668003608286355,-0.17415942873182289,-0.19012246719733739,-0.17907277973676727,-0.17062388947912766,-0.1473551162441069,-0.14029024786923472,-0.1788894325319923,-0.1906485431016236,-0.18974121542509792,-0.3354017968266483,-0.18645445426952278,-0.18645445426952278,-0.19173469816389144,-0.2789130609805781,-0.27515744459727287,-0.12726870640706878,-0.1399213635298473,-0.03302381247658204,-0.03302381247658204,-0.09164397398228985,-0.03300144348934353
