mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,target_vol,vol_window,scale_threshold,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.03,0.5,,0.35,100,0.15,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.35,120,0.15,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,80,0.1,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,80,0.15,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,100,0.0,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,100,0.15,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,120,0.0,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,120,0.05,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,120,0.1,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.4,120,0.15,2016-05-04,2026-04-30,2428,0.29684362827333266,-0.19846281242803132,1.4211620595004995,1.4957141070495372,0.7776462108731467,0.24032125205930807
formal,60,20,20,0.2,1.03,0.5,,0.35,120,0.0,2016-05-04,2026-04-30,2428,0.2967914017872155,-0.19846281242803132,1.4209761861844696,1.4954509520257915,0.7776034220207739,0.24032188893461714
formal,60,20,20,0.2,1.03,0.5,,0.4,80,0.0,2016-05-04,2026-04-30,2428,0.2967814817010428,-0.19846281242803132,1.420941080012381,1.4954009674163256,0.7774556847248247,0.2403183260146539
formal,60,20,20,0.2,1.03,0.5,,0.35,100,0.0,2016-05-04,2026-04-30,2428,0.2963139777737325,-0.19846281242803132,1.4205623175150035,1.4930453425937666,0.7761959221189084,0.24016821381419506
formal,60,20,20,0.2,1.03,0.5,,0.35,100,0.05,2016-05-04,2026-04-30,2428,0.2962595079030437,-0.19846281242803132,1.4198625581277928,1.4927708837668336,0.7763934049896919,0.24023553003624668
formal,60,20,20,0.2,1.03,0.5,,0.35,80,0.15,2016-05-04,2026-04-30,2428,0.29596024257613673,-0.19846281242803132,1.418833335168689,1.491262967380657,0.7745244969396082,0.2399891548323359
formal,60,20,20,0.2,1.03,0.5,,0.35,80,0.1,2016-05-04,2026-04-30,2428,0.2957549209615884,-0.1984628124280311,1.4195285903063894,1.4902284077468593,0.7730144460063586,0.23973113465245452
formal,60,20,20,0.2,1.03,0.5,,0.4,60,0.0,2016-05-04,2026-04-30,2428,0.29568621161238995,-0.19846281242803132,1.418139898615756,1.489882200070176,0.7740491350130841,0.23991010445701627
formal,60,20,20,0.2,1.03,0.5,,0.35,80,0.05,2016-05-04,2026-04-30,2428,0.2954345166124084,-0.1984628124280312,1.417976649759983,1.4886139775911023,0.7730976609582462,0.23973386117417078
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.05,2016-05-04,2026-04-30,2428,0.29533684299344465,-0.19846281242803132,1.4293033863055,1.4881218268563174,0.7720230051967063,0.23871760159339198
formal,60,20,20,0.2,1.03,0.5,,0.4,60,0.05,2016-05-04,2026-04-30,2428,0.29510101977550485,-0.19655080536554248,1.4208948711054878,1.5013981714635054,0.7711772482609951,0.238858764284854
formal,60,20,20,0.2,1.03,0.5,,0.35,80,0.0,2016-05-04,2026-04-30,2428,0.295074281545908,-0.19846281242802954,1.4168349435278558,1.4867988513108146,0.7725515721463071,0.2397393928964117
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.0,2016-05-04,2026-04-30,2428,0.2946261112594266,-0.19846281242803132,1.427511801686071,1.4845406434329709,0.7718626248960694,0.23872917538292845
formal,60,20,20,0.2,1.03,0.5,,0.4,100,0.05,2016-05-04,2026-04-30,2428,0.2944920869887695,-0.1967914365405704,1.4224536700322925,1.4964679976207054,0.7709752934165442,0.23825969345702933
formal,60,20,20,0.2,1.03,0.5,,0.4,100,0.1,2016-05-04,2026-04-30,2428,0.2944920869887695,-0.1967914365405704,1.4224536700322925,1.4964679976207054,0.7709752934165442,0.23825969345702933
formal,60,20,20,0.2,1.03,0.5,,0.4,60,0.15,2016-05-04,2026-04-30,2428,0.29411818349989316,-0.19655080536554248,1.4219504767395432,1.4963977530028238,0.7685974266144407,0.23800223584740557
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.1,2016-05-04,2026-04-30,2428,0.2937836546952248,-0.19433194160559553,1.4270404077119279,1.5117620514051702,0.7644192347150208,0.23684803930378961
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.0,2016-05-04,2026-04-30,2428,0.2936361457525474,-0.19846281242803132,1.4389802213552663,1.4795524771625859,0.7676416947223503,0.23740152854124935
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.0,2016-05-04,2026-04-30,2428,0.2934576877761086,-0.19846281242803088,1.4188715031543788,1.4786532760767257,0.7685628908819636,0.23895806684212556
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.05,2016-05-04,2026-04-30,2428,0.29338134941757343,-0.19846281242803165,1.4192927426988886,1.478268627902076,0.7680019272912146,0.23873230522282085
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.1,2016-05-04,2026-04-30,2428,0.2933671104368709,-0.19846281242803132,1.4190357343961455,1.4781968815606439,0.768234894491161,0.23869214893872986
formal,60,20,20,0.2,1.03,0.5,,0.4,80,0.05,2016-05-04,2026-04-30,2428,0.29333614512666206,-0.19596858032443643,1.423096979954536,1.4968529375526856,0.7676953934222972,0.23724608384609625
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.05,2016-05-04,2026-04-30,2428,0.2930202956560133,-0.19846281242803065,1.4277551920434761,1.4764493764405984,0.7628309256899533,0.23792047706989383
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.0,2016-05-04,2026-04-30,2428,0.29290400964848295,-0.19846281242802988,1.4145021806493694,1.475863442954589,0.7690722728475088,0.23842777195142378
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.15,2016-05-04,2026-04-30,2428,0.2924782553069174,-0.19433194160559641,1.4286117120911042,1.5050446822607908,0.7615125404755196,0.23565126445850187
formal,60,20,20,0.2,1.03,0.5,,0.3,80,0.0,2016-05-04,2026-04-30,2428,0.2924426978401615,-0.19846281242803088,1.4261365514091282,1.473539018531297,0.7621748045011207,0.23801635746005426
formal,60,20,20,0.2,1.03,0.5,,0.3,120,0.05,2016-05-04,2026-04-30,2428,0.29241068907344725,-0.19846281242803154,1.4175383738340166,1.4733777350831605,0.7674648312334132,0.2379527926865396
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.05,2016-05-04,2026-04-30,2428,0.2918407277938493,-0.19838351015574573,1.4147077267328523,1.4710936789289226,0.7657008796613632,0.23792979418390978
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.15,2016-05-04,2026-04-30,2428,0.29175445996092386,-0.1983835101557443,1.4117808442476079,1.4706588250801549,0.7665268162232679,0.2379277549166179
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.1,2016-05-04,2026-04-30,2428,0.2916053566926773,-0.19838351015574462,1.4107939485885816,1.4699072340425228,0.7671382761301809,0.238098763417673
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.0,2016-05-04,2026-04-30,2428,0.29134948120452453,-0.19846281242803,1.4279222665760476,1.4680305979750172,0.7602431059176546,0.23743382316641715
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.0,2016-05-04,2026-04-30,2428,0.2913383184229352,-0.19846281242802988,1.4484016862060018,1.4679743517621746,0.7613691324328473,0.23587411310157225
formal,60,20,20,0.2,1.03,0.5,,0.3,100,0.0,2016-05-04,2026-04-30,2428,0.29117290030435217,-0.198462812428031,1.4135792506882,1.4671408549646592,0.7647625095219625,0.23783483884448045
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.05,2016-05-04,2026-04-30,2428,0.29113592927711207,-0.19846281242803132,1.4404524383219794,1.4669545680387193,0.7599349774636307,0.23494709143167844
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.05,2016-05-04,2026-04-30,2428,0.29032657181626575,-0.1984628124280302,1.4450327829571594,1.4628764364686642,0.7613197257476401,0.23589958249625415
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.05,2016-05-04,2026-04-30,2428,0.2902776681994115,-0.1984628124280302,1.4295232388696753,1.462630024477138,0.7566553759786077,0.2361967281628066
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.1,2016-05-04,2026-04-30,2428,0.29015091809315186,-0.19846281242803054,1.4272639260880169,1.4619913652507095,0.7577973910354052,0.23678407098047655
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.1,2016-05-04,2026-04-30,2428,0.2894416272268441,-0.18968510282453255,1.4417742956721964,1.5259059510571629,0.7524486187052997,0.23212996512873496
formal,60,20,20,0.2,1.03,0.5,,0.4,40,0.1,2016-05-04,2026-04-30,2428,0.2891802802675738,-0.19846281242803132,1.4276424987373983,1.4571005858966117,0.7566994488573137,0.2338352894558687
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.1,2016-05-04,2026-04-30,2428,0.2889437510327417,-0.19846281242803132,1.4377393545533739,1.455908779573108,0.7616196643403863,0.23602896511493193
formal,60,20,20,0.2,1.03,0.5,,0.3,60,0.15,2016-05-04,2026-04-30,2428,0.28860533256230747,-0.19846281242803043,1.4246341764512724,1.4542035811719936,0.7549565857775241,0.2356908260270918
formal,60,20,20,0.2,1.03,0.5,,0.35,120,0.05,2016-05-04,2026-04-30,2428,0.28857361267329784,-0.19256955881537996,1.4258076808195588,1.4985422122193195,0.7541771464378938,0.23306844882966493
formal,60,20,20,0.2,1.03,0.5,,0.35,120,0.1,2016-05-04,2026-04-30,2428,0.28857361267329784,-0.19256955881537996,1.4258076808195588,1.4985422122193195,0.7541771464378938,0.23306844882966493
formal,60,20,20,0.2,1.03,0.5,,0.3,40,0.15,2016-05-04,2026-04-30,2428,0.2879646019465092,-0.19846281242803132,1.4434470002146647,1.4509751142972136,0.7558714413034613,0.23470029485550667
formal,60,20,20,0.2,1.03,0.5,,0.35,60,0.15,2016-05-04,2026-04-30,2428,0.28765412462781503,-0.19846281242803132,1.4013057963548456,1.4494107037414237,0.7620294572194225,0.237347077930175
formal,60,20,20,0.2,1.03,0.5,,0.35,40,0.15,2016-05-04,2026-04-30,2428,0.28747386256149166,-0.18968510282453255,1.4459899167615278,1.5155321017877625,0.7455945459663362,0.23037075212762384
