date,return_amount_overlay_current,nav_amount_overlay_current,amount_overlay_current_holding,amount_overlay_current_weight,amount_overlay_current_base_weight,amount_overlay_current_scale_raw,amount_overlay_current_suba_volume_rule_on,amount_overlay_current_suba_volume_rule_scale,amount_overlay_current_suba_volume_zz2000_streak,amount_overlay_current_suba_volume_cyb_streak,return_volume_overlay_candidate,nav_volume_overlay_candidate,volume_overlay_candidate_holding,volume_overlay_candidate_weight,volume_overlay_candidate_base_weight,volume_overlay_candidate_scale_raw,volume_overlay_candidate_suba_volume_rule_on,volume_overlay_candidate_suba_volume_rule_scale,volume_overlay_candidate_suba_volume_zz2000_streak,volume_overlay_candidate_suba_volume_cyb_streak,return_no_overlay_reference,nav_no_overlay_reference,no_overlay_reference_holding,no_overlay_reference_weight,no_overlay_reference_base_weight,no_overlay_reference_scale_raw
2010-09-29,0.0001211499702025165,1.0001211499702025,cash,0.0,0.0,,True,0.0,,7.0,0.0001211499702025165,1.0001211499702025,cash,0.0,0.0,,True,0.0,,7.0,0.0001211499702025165,1.0001211499702025,cash,0.0,0.0,
2010-09-30,0.0001211499702025165,1.0002423146177204,cash,0.0,0.0,,True,0.0,,8.0,0.0001211499702025165,1.0002423146177204,cash,0.0,0.0,,True,0.0,,8.0,0.0001211499702025165,1.0002423146177204,cash,0.0,0.0,
2010-10-08,0.0001211499702025165,1.0003634939443315,cash,0.0,0.0,,True,0.0,,9.0,0.0001211499702025165,1.0003634939443315,cash,0.0,0.0,,True,0.0,,9.0,0.0001211499702025165,1.0003634939443315,cash,0.0,0.0,
2010-10-11,0.0001211499702025165,1.0004846879518146,cash,0.0,0.0,,False,1.0,,0.0,0.0001211499702025165,1.0004846879518146,cash,0.0,0.0,,False,1.0,,0.0,0.0001211499702025165,1.0004846879518146,cash,0.0,0.0,
2010-10-12,0.0001211499702025165,1.000605896641948,cash,0.0,0.0,,False,1.0,,1.0,0.0001211499702025165,1.000605896641948,cash,0.0,0.0,,False,1.0,,0.0,0.0001211499702025165,1.000605896641948,cash,0.0,0.0,
2010-10-13,0.0001211499702025165,1.0007271200165107,cash,0.0,0.0,,False,1.0,,0.0,0.0001211499702025165,1.0007271200165107,cash,0.0,0.0,,False,1.0,,0.0,0.0001211499702025165,1.0007271200165107,cash,0.0,0.0,
2010-10-14,-0.0008789711797676514,0.9998475097192042,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.0008789711797676514,0.9998475097192042,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.0008789711797676514,0.9998475097192042,1.H00016,1.0,1.0,
2010-10-15,0.04329755804443258,1.0431384653068527,1.H00016,1.0,1.0,,False,1.0,,0.0,0.04329755804443258,1.0431384653068527,1.H00016,1.0,1.0,,False,1.0,,0.0,0.04329755804443258,1.0431384653068527,1.H00016,1.0,1.0,
2010-10-18,-0.005623550115990694,1.037272323869282,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.005623550115990694,1.037272323869282,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.005623550115990694,1.037272323869282,1.H00016,1.0,1.0,
2010-10-19,0.01634260339321192,1.054224054069033,1.H00016,1.0,1.0,,False,1.0,,0.0,0.01634260339321192,1.054224054069033,1.H00016,1.0,1.0,,False,1.0,,0.0,0.01634260339321192,1.054224054069033,1.H00016,1.0,1.0,
2010-10-20,0.0030117501790825063,1.0573991135526686,1.H00016,1.0,1.0,,False,1.0,,0.0,0.0030117501790825063,1.0573991135526686,1.H00016,1.0,1.0,,False,1.0,,0.0,0.0030117501790825063,1.0573991135526686,1.H00016,1.0,1.0,
2010-10-21,-0.017487511738571215,1.0389078341420614,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.017487511738571215,1.0389078341420614,1.H00016,1.0,1.0,,False,1.0,,0.0,-0.017487511738571215,1.0389078341420614,1.H00016,1.0,1.0,
