candidate,segment,ann_return,ann_vol,max_dd,sharpe_repo,total_return,years,rows,start,end
amount_overlay_current,full,0.3629132071497212,0.23216608086742976,-0.25499061653416244,1.4435882619695193,126.59689934913223,15.66050650239562,3802,2010-09-29,2026-05-28
amount_overlay_current,last_10y,0.3579631244906736,0.2207867016141337,-0.25499061653416255,1.4878985541698915,20.27993022848259,9.99315537303217,2427,2016-05-30,2026-05-28
amount_overlay_current,last_5y,0.4993076908755112,0.2440612751879998,-0.15065310584449998,1.773159978578168,6.574142176729817,4.999315537303217,1211,2021-05-28,2026-05-28
amount_overlay_current,last_3y,0.760030462078197,0.28152912280773607,-0.10636936140127962,2.1381815537812057,4.445733763895731,2.9979466119096507,726,2023-05-29,2026-05-28
amount_overlay_current,last_1y,1.2763269305082292,0.24379845509913892,-0.10636936140127973,3.4831458586314636,1.2750456877662328,0.999315537303217,243,2025-05-28,2026-05-28
volume_overlay_candidate,full,0.3308852041929009,0.2296258246659639,-0.25609937228125434,1.3536924841395344,86.92343064423969,15.66050650239562,3802,2010-09-29,2026-05-28
volume_overlay_candidate,last_10y,0.32654202634959173,0.21722591654627035,-0.25609937228125534,1.401290240865393,15.841088388296221,9.99315537303217,2427,2016-05-30,2026-05-28
volume_overlay_candidate,last_5y,0.38943597858533496,0.23738191050065163,-0.13930565260671557,1.4957174909725892,4.177199907025449,4.999315537303217,1211,2021-05-28,2026-05-28
volume_overlay_candidate,last_3y,0.5618793469493366,0.27382554875514886,-0.11795186879701347,1.7540627559109072,2.8066663503921436,2.9979466119096507,726,2023-05-29,2026-05-28
volume_overlay_candidate,last_1y,0.8004864314959632,0.2209684876186332,-0.11795186879701314,2.7610408345035746,0.7997618761517999,0.999315537303217,243,2025-05-28,2026-05-28
no_overlay_reference,full,0.3533787493380638,0.25753508527132557,-0.32007873723728986,1.2983901514170535,113.31247589228335,15.66050650239562,3802,2010-09-29,2026-05-28
no_overlay_reference,last_10y,0.2799894826002409,0.2505013845027772,-0.32007873723729086,1.1041334303447403,10.785017282690244,9.99315537303217,2427,2016-05-30,2026-05-28
no_overlay_reference,last_5y,0.40635760338648796,0.2723789102443777,-0.1856762069789658,1.3807995029422837,4.500187079596453,4.999315537303217,1211,2021-05-28,2026-05-28
no_overlay_reference,last_3y,0.6579051216542093,0.30534868009050703,-0.16712425847172718,1.7985225176339672,3.5522717370618677,2.9979466119096507,726,2023-05-29,2026-05-28
no_overlay_reference,last_1y,1.1153672584882215,0.2822528574204426,-0.12654519327726677,2.7850370624319396,1.1142827362408818,0.999315537303217,243,2025-05-28,2026-05-28
