rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta
baseline,19.947686881072645,16.248610744827477,1.2370678764058831,-32.47080884957052,0.6143267626465821,58137.44423966806,0.0,0.0,0.0,23.912790682216432,19.447223735640442,1.2400899449628016,-24.566498502932742,0.9733902729101476,752.6660526553075,0.0,0.0,0.0,31.004663559248446,19.454441541836704,1.5393167846575833,-14.899393166126796,2.0809346537506217,285.222171435304,0.0,0.0,0.0,33.63880106743788,20.416317260260968,1.578329487456661,-13.154545960348752,2.557199706385461,138.71730802612515,0.0,0.0,0.0,80.99790307295554,21.284516414766188,2.99728947813351,-8.279489821255371,9.782958228297488,80.92441435601296,0.0,0.0,0.0
broad_low_amount:sh_comp:ma10:lt0.70:scale0.0,18.530004057479776,16.120302117788984,1.169503497460373,-30.48797783224598,0.6077806852077048,38310.08505123066,-1.4176828235928696,1.9828310173245356,-0.06756437894551004,22.898444367978634,19.35517027651282,1.20105209816955,-24.295068281534938,0.9425140980312542,685.4094273298208,-1.0143463142377982,0.2714302213978037,-0.03903784679325151,29.18460134108145,19.242729080047148,1.4785889101067755,-14.899393166126806,1.958777851935038,259.2267508402827,-1.8200622181669956,-1.0658141036401503e-14,-0.06072787455080775,30.563167068590836,20.08000907478428,1.4807899195552854,-13.154545960348752,2.323392016776271,122.6082746277393,-3.075633998847046,0.0,-0.09753956790137552,80.99790307295565,21.28451641476621,2.997289478133509,-8.279489821255371,9.782958228297503,80.92441435601307,1.1368683772161603e-13,0.0,-8.881784197001252e-16
broad_low_amount:sh_comp:ma10:lt0.70:scale0.5,19.289528520536557,16.1678949780112,1.2073417471524497,-31.80966220461874,0.6064046954178511,47934.486881319914,-0.6581583605360883,0.6611466449517778,-0.02972612925343343,23.429140740182298,19.373220776029786,1.223183558573741,-24.56268477966671,0.9538509715182775,719.9769122063142,-0.48364994203413403,0.0038137232660311327,-0.016906386389060613,30.17422578563751,19.280859006012495,1.5172083788847666,-14.899393166126806,2.0251983050046256,273.18099994010987,-0.8304377736109352,-1.0658141036401503e-14,-0.022108405772816697,32.23193984124124,20.140469461589454,1.5425922547474702,-13.154545960348752,2.4502510340073123,131.25554632610755,-1.4068612261966393,0.0,-0.035737232709190714,80.9979030729557,21.284516414766212,2.9972894781335087,-8.279489821255371,9.782958228297508,80.92441435601312,1.5631940186722204e-13,0.0,-1.3322676295501878e-15
broad_low_amount:sh_comp:ma10:lt0.80:scale0.0,16.98021835358925,15.598289951625254,1.1162277224570334,-26.083314779767484,0.6509992497870939,24130.063505564023,-2.967468527483394,6.387494069803033,-0.12084015394884973,20.578830237163203,18.914321160327756,1.1201835907747038,-25.617957353902497,0.8032970760656036,549.1975938561137,-3.333960445053229,-1.0514588509697553,-0.11990635418809781,28.826739431678085,18.834157741062917,1.4913448143384662,-15.52731346577062,1.856518160416195,254.28471852870342,-2.1779241275703605,-0.627920299643824,-0.04797197031911704,30.8613930146771,19.245393107641632,1.5490392222611062,-12.79506291341913,2.4119766525188764,124.13752409467595,-2.7774080527607836,0.35948304692962196,-0.029290265195554666,75.42432332643472,20.630071357745045,2.928371347116487,-8.317468041237863,9.068183124056771,75.3568516657622,-5.573579746520821,-0.03797821998249162,-0.06891813101702304
broad_low_amount:sh_comp:ma10:lt0.80:scale0.5,18.53710485693869,15.878810124441861,1.1853085536260748,-27.706872429561813,0.6690435704738926,38390.71773852893,-1.410582024133955,4.763936420008704,-0.051759322779808326,22.42286083950551,19.10898129417326,1.1930748676351115,-24.110629174078703,0.929998992461478,655.5520864821698,-1.4899298427109215,0.45586932885403897,-0.04701507732769006,29.97360987688218,19.079974569363447,1.5228543984298726,-15.527313465770654,1.930379646354008,270.3177586479378,-1.0310536823662666,-0.6279202996438578,-0.01646238622771068,32.72561983676565,19.60142156176176,1.5995006957028381,-11.519298256051623,2.8409386673856942,133.85596098594758,-0.9131812306722296,1.6352477042971287,0.021171208246177242,80.70044046982964,21.27135441046703,2.990976760908789,-8.334912620183921,9.68221793644297,80.62727588074227,-0.29746260312589357,-0.055422798928550066,-0.006312717224720821
broad_low_amount:sh_comp:ma10:lt0.90:scale0.0,16.157999401023538,14.689205918971027,1.1262115049745853,-31.245194614735816,0.5171355019630163,18828.66725322225,-3.789687480049107,1.2256142348347012,-0.11085637143129778,19.450372154090978,17.7784848674814,1.125015774411996,-19.325525794492794,1.0064601791912828,490.9599914690138,-4.462418528125454,5.240972708439948,-0.1150741705508056,26.78660527351644,18.039554423442205,1.4566646952615887,-15.484970863622804,1.7298453777813276,227.13869707200337,-4.218058285732006,-0.5855776974960083,-0.08265208939599455,29.394773836083154,18.59282898766239,1.5333274674155486,-11.537394853302086,2.5477825982240834,116.68398316267444,-4.244027231354728,1.6171511070466664,-0.04500202004111231,85.56937953684147,20.27844565696764,3.2633086312839215,-7.5410103239818005,11.347203605426065,85.49086783239166,4.571476463885929,0.7384794972735707,0.26601915315041147
broad_low_amount:sh_comp:ma10:lt0.90:scale0.5,18.54785982498688,15.292843823553648,1.2252669586028975,-26.479519146435127,0.7004605983369578,38513.158334020445,-1.3998270560857655,5.99128970313539,-0.011800917802985644,21.89880790221428,18.288982916541567,1.213727003956577,-21.432068020662186,1.021777640921171,623.8380425248755,-2.013982780002152,3.134430482270556,-0.026362941006224494,28.928148034834123,18.44459225924241,1.5232366822678591,-15.369161663360053,1.8822202972722042,255.67960380263267,-2.0765155244143223,-0.4697684972332574,-0.016080102389724127,30.66857476151268,18.966870339835875,1.5607358963139089,-11.545730675945487,2.6562697175509173,123.14798896750338,-2.970226305925202,1.6088152844032653,-0.017593591142752052,80.55228319702906,20.18329795225499,3.1367625962360908,-7.9093410117951235,10.184449384203086,80.47927992151402,-0.4456198759264822,0.37014880946024764,0.13947311810258078
broad_low_amount:sh_comp:ma10:lt1.00:scale0.0,13.716153401689123,12.432986710875758,1.1294154635639921,-23.24780394651803,0.5899978093949592,8897.451155335126,-6.231533479383522,9.223004903052487,-0.10765241284189098,13.718001661285694,14.537158133199469,0.9889092244935186,-14.098009463416783,0.973045286774904,261.4622230422531,-10.194789020930738,10.468489039515958,-0.25118072046928297,13.267521662408699,14.784043175433748,0.9484715525249496,-14.098009463416773,0.9410918397265142,86.29177995824182,-17.737141896839745,0.801383702710023,-0.5908452321326336,21.665066517146613,16.011418490244377,1.3522865866843456,-8.162131129204099,2.6543394334390222,80.11753158928316,-11.973734550291269,4.992414831144654,-0.22604290077231526,47.524209911529795,17.05144473601273,2.4488720013598715,-8.16213112920401,5.822524676366535,47.48495389330554,-33.47369316142574,0.1173586920513614,-0.5484174767736385
broad_low_amount:sh_comp:ma10:lt1.00:scale0.5,17.714841680033476,14.214928959794474,1.2557517599768875,-23.253365521313363,0.7618183984506055,30066.7922123212,-2.2328452010391686,9.217443328257154,0.018683883571004367,19.488744233203835,16.84922126939381,1.1796128575235065,-18.897015994248576,1.0313133163000632,492.86034811646743,-4.424046449012597,5.669482508684165,-0.06047708743929503,23.424438384461844,17.107788868607688,1.3632693561625597,-14.456139610002749,1.6203799227460138,186.05052719833276,-7.580225174786602,0.4432535561240467,-0.17604742849502353,28.15676005007266,17.869534549543072,1.5321319412014436,-10.78842616031449,2.609904320766271,110.5223955775846,-5.482041017365223,2.3661198000342623,-0.046197546255217325,65.72989659197003,19.263703109311525,2.8156197211281535,-6.461317911056474,10.172831223718985,65.6725998968154,-15.268006480985505,1.8181719101988971,-0.18166975700535648
broad_low_amount:sh_comp:ma10:lt1.10:scale0.0,11.336185477278772,10.012422593685358,1.157072929106601,-18.23948217002933,0.6215190415825573,4191.005864625677,-8.611501403793874,14.231326679541187,-0.07999494729928203,11.217278530908503,11.130980171206389,1.0449442377881502,-18.239482170029287,0.6149998353210097,189.4229850189066,-12.695512151307929,6.3270163329034546,-0.1951457071746514,9.88718323011799,11.413031747789466,0.9139749233548572,-17.552934841124145,0.563278068289393,60.13378359511674,-21.117480329130455,-2.6535416749973493,-0.6253418613027261,19.196902979905815,13.029208193560999,1.464779315386111,-5.487741812922287,3.498142520973165,69.37414470790809,-14.441898087532067,7.666804147426466,-0.11355017207054985,39.919811886738366,12.860750037208662,2.771288056067598,-2.226684308283433,17.927917189802642,39.88764654481904,-41.07809118621717,6.052805512971938,-0.22600142206591212
