rule,full_annual,full_vol,full_sharpe,full_max_dd,full_calmar,full_total_return,full_annual_delta,full_max_dd_delta,full_sharpe_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_calmar,last_10y_total_return,last_10y_annual_delta,last_10y_max_dd_delta,last_10y_sharpe_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_calmar,last_5y_total_return,last_5y_annual_delta,last_5y_max_dd_delta,last_5y_sharpe_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_calmar,last_3y_total_return,last_3y_annual_delta,last_3y_max_dd_delta,last_3y_sharpe_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_calmar,last_1y_total_return,last_1y_annual_delta,last_1y_max_dd_delta,last_1y_sharpe_delta
broad_low_amount:sh_comp:ma10:lt1.10:scale0.5,17.44207343868942,12.790335275365008,1.3617707685333071,-19.776467099386565,0.881961037380152,27713.77769542574,-2.5056134423832255,12.694341750183952,0.12470289212742403,18.9985905971183,14.646875543504962,1.3040481812666949,-14.731595240488604,1.28964923940499,468.99433649770776,-4.91420008509813,9.834903262444138,0.0639582363038933,22.20653367696357,14.621864875890722,1.4973898606668063,-12.144971349862942,1.8284550072005048,172.2297678104959,-8.798129882284876,2.7544218162638536,-0.04192692399077691,27.943555200683925,15.99258001779367,1.68096891889417,-8.876361216449325,3.148086757544299,109.47321258726231,-5.695245866753957,4.278184743899427,0.1026394314375092,65.51683466379683,16.81323389258785,3.1917157063414128,-5.304956529898752,12.350117158273349,65.45975731796511,-15.48106840915871,2.974533291356619,0.19442622820790278
broad_consec_below:sh_comp:ma10:days3:scale0.0,17.269518841824862,15.017593349092554,1.170440471948641,-27.884608159010938,0.6193208361884117,26318.381369428174,-2.678168039247783,4.586200690559579,-0.06662740445724213,20.045538311799582,17.744657956554434,1.1559802235263834,-21.729737728416143,0.9224933389594426,521.0611711712015,-3.8672523704168498,2.8367607745165984,-0.08410972143641815,26.532225357981787,17.449126994050776,1.4881183484248048,-15.902211121014776,1.6684613954671652,223.8740521460881,-4.472438201266659,-1.0028179548879805,-0.05119843623277842,34.77339390204206,18.55778825862869,1.7644186096202088,-10.325033329681432,3.3678723149569683,144.85061789067802,1.1345928346041774,2.8295126306673204,0.1860891221635479,88.19823572347016,20.99039372913158,3.2291748035956886,-6.538669261273822,13.488713406233357,88.11680052413806,7.200332650514625,1.7408205599815494,0.23188532546217866
broad_consec_below:sh_comp:ma10:days3:scale0.5,18.445228406316172,15.482215273042543,1.20644852283522,-29.27351960669775,0.6300994432557376,37360.00420468421,-1.502458474756473,3.197289242872767,-0.030619353570663144,21.550044520015142,18.26934416414921,1.198669801895849,-23.175809231797608,0.9298507898679158,603.4012765706261,-2.36274616220129,1.390689271135134,-0.04142014306695252,28.21253039130067,18.02722330769822,1.5221881054978437,-15.525156208465063,1.8172139469951252,245.9294114036633,-2.7921331679477746,-0.6257630423382672,-0.01712867915973959,33.080045054512475,18.768681577549547,1.676519565027622,-11.739727909298914,2.817786349912771,135.73483746722803,-0.5587560129254072,1.4148180510498385,0.09819007757096099,82.65475069099708,20.587341061901405,3.1375800844804367,-6.495004130202364,12.725896555884377,82.5794505022076,1.6568476180415388,1.784485691053007,0.1402906063469267
broad_consec_below:sh_comp:ma10:days5:scale0.0,17.835438846958617,15.66084049970955,1.1604652994648488,-30.812474805726175,0.5788382452046367,31167.733104285,-2.112248034114028,1.6583340438443415,-0.07660257694103434,21.776018011148523,18.267770307917594,1.2093092042482192,-24.84738320043235,0.8763907988012845,616.5826772566473,-2.1367726710679094,-0.28088469749960865,-0.030780740714582366,27.91765369951513,17.831579378896166,1.5234812792575714,-16.469728861195033,1.6950888466229093,241.9744934817051,-3.087009859733314,-1.5703356950682377,-0.015835505400011884,32.68789527747631,18.81987874240799,1.65620696523368,-12.704306409385369,2.5729775576987,133.6565657859901,-0.950905789961574,0.4502395509633832,0.07787747777701903,88.7484850966078,20.973451824952612,3.246142893983651,-7.13122228115235,12.44505942987753,88.66643478740899,7.750582023652257,1.1482675401030216,0.24885341585014098
broad_consec_below:sh_comp:ma10:days5:scale0.5,18.97232045412105,15.803618066279581,1.2141254639214532,-31.509118937934876,0.6021215792003515,43659.5036012259,-0.9753664269515951,0.9616899116356414,-0.022942412484429964,22.97208801521926,18.499464095326665,1.251205919196624,-24.29858513127725,0.9454084627194809,690.1265531099343,-0.9407026669971721,0.2679133716554922,0.01111597423382249,29.67748659527272,18.17392565490947,1.5763825039648087,-15.484641201299565,1.9165756706575805,266.1235441962201,-1.3271769639757274,-0.5852480351727696,0.037065719307225464,33.11938098942022,19.15598406028573,1.648137660607171,-12.904288812523923,2.5665405874422977,135.9439832164071,-0.5194200780176601,0.2502571478248292,0.06980817315051002,85.16648532228075,21.040386501414204,3.1418691621005657,-6.669210717363727,12.770099631211865,85.08841942665248,4.168582249325212,1.610279103891644,0.14457968396705567
broad_consec_below:sh_comp:ma10:days8:scale0.0,20.368591757462372,16.01060340590545,1.2756264275504934,-25.802880469113287,0.7893921681280546,65735.0635541871,0.4209048763897272,6.66792838045723,0.038558551144610265,24.961543614394156,18.88679942654338,1.3174680812826172,-25.80288046911332,0.9673936847583252,827.6120334473735,1.0487529321777238,-1.236381966180577,0.0773781363198156,32.61743325910904,18.575464093796462,1.671717551535128,-14.752504131547905,2.2109760463891264,309.49429028781674,1.6127696998605963,0.1468890345788907,0.13240076687754465,38.66621630714491,19.71419269205739,1.822438974645698,-12.457037256550263,3.103965695118485,166.69149741514434,5.027415239707025,0.6975087037984888,0.24410948718903702,94.03804054353091,21.57239695247963,3.2950333662028437,-7.8869033052983095,11.92331602193696,93.95002169020607,13.040137470575374,0.3925865159570616,0.2977438880693337
broad_consec_below:sh_comp:ma10:days8:scale0.5,20.191900948644626,16.06889054152508,1.2621454172663955,-29.2512098693677,0.6902928473324409,62435.14837897551,0.24421406757198127,3.219598980202818,0.025077540860512393,24.626336160588068,19.023125063871436,1.294736951062184,-25.18468480772701,0.9778298338295013,803.0371715141832,0.7135454783716355,-0.6181863047942677,0.054647006099382445,31.899454132077842,18.771866191551638,1.6261001939584194,-14.752504131548005,2.1623077578986303,298.5421638687099,0.8947905728293968,0.1468890345787912,0.08678340930083617,36.36581944023243,19.83351899775588,1.7248324978544818,-12.457037256550308,2.9192992435749616,153.6347648748996,2.7270183727945465,0.6975087037984444,0.14650301039782088,88.46863239010993,21.609023249806565,3.149771685726608,-8.52468351833654,10.377937456541874,88.38689505843045,7.470729317154394,-0.24519369708116834,0.15248220759309783
broad_consec_below:sh_comp:ma10:days10:scale0.0,19.89483933708631,16.20050768180786,1.2374484089340323,-26.696394710770733,0.7452256963019686,57245.92679530408,-0.052847543986334955,5.774414138799784,0.00038053252814918004,23.196170684882734,19.358507372010475,1.2138040898468814,-25.802880469113333,0.898976015978104,704.6370496661202,-0.716619997333698,-1.2363819661805913,-0.026285855115920187,29.867289631656856,19.308826330351483,1.5024907944568178,-14.752504131547884,2.024557279586613,268.8074680699185,-1.1373739275915895,0.146889034578912,-0.03682599020076549,34.034788981952005,20.374775120969698,1.5962548645099879,-13.154545960348695,2.5873024492477295,140.84613454009732,0.39598791451412296,5.684341886080802e-14,0.017925377053326974,81.13527397266371,21.186974525011042,3.013832125206526,-8.227669643489977,9.861270260998,81.06163545771432,0.1373708997081735,0.051820177765394604,0.016542647073015893
broad_consec_below:sh_comp:ma10:days10:scale0.5,19.904167917216874,16.211861410703136,1.2371913635353458,-29.654805654026216,0.67119535866911,57402.32680239961,-0.04351896385577092,2.816003195544301,0.0001234871294626405,23.518258341531318,19.380876248584766,1.2266043415109766,-25.18468480772692,0.9338317521573934,725.9140871508495,-0.3945323406851138,-0.6181863047941789,-0.013485603451824923,30.411684576229135,19.343837881871178,1.5226186316323331,-14.752504131547916,2.0614591465319028,276.5929242291642,-0.5929789830193108,0.14688903457888003,-0.01669815302525013,33.80337680186265,20.386942153435907,1.5865965601159646,-13.154545960348695,2.569710646323714,139.6005351025797,0.16457573442476559,5.684341886080802e-14,0.00826707265930371,80.92994278710523,21.21500156542094,3.0045760785610653,-8.331629686524666,9.713578955387199,80.85652815204809,-0.06796028585030456,-0.052139865269294816,0.007286600427555356
broad_low_amount:sh_comp:ma20:lt0.70:scale0.0,19.359706047890214,16.180790660255298,1.2102480520938337,-24.56649850293261,0.7880531303872695,48933.667350085125,-0.5879808331824314,7.9043103466379065,-0.026819824312049434,23.487423226614546,19.461439764206453,1.2209906690685046,-24.566498502932653,0.956075332583954,723.8554334878669,-0.4253674556018865,8.881784197001252e-14,-0.01909927589429694,31.00466355924847,19.4544415418367,1.539316784657583,-14.899393166126773,2.0809346537506266,285.22217143530406,2.4868995751603507e-14,2.3092638912203256e-14,-2.220446049250313e-16,33.63880106743788,20.416317260260968,1.5783294874566602,-13.154545960348752,2.557199706385461,138.71730802612515,0.0,0.0,-6.661338147750939e-16,80.9979030729554,21.284516414766173,2.997289478133509,-8.279489821255371,9.782958228297472,80.92441435601283,-1.4210854715202004e-13,0.0,-8.881784197001252e-16
broad_low_amount:sh_comp:ma20:lt0.70:scale0.5,19.636294894861095,16.190603895422353,1.2243763012479905,-27.819168117548454,0.705854855612107,53072.0076887797,-0.3113919862115502,4.651640732022063,-0.012691575157892654,23.68216569933155,19.456666466149198,1.2296436494134413,-24.566498502932653,0.9640024888571102,736.9349953803247,-0.23062498288488342,8.881784197001252e-14,-0.010446295549360274,31.004663559248492,19.45444154183672,1.539316784657583,-14.899393166126828,2.0809346537506204,285.22217143530435,4.618527782440651e-14,-3.197442310920451e-14,-2.220446049250313e-16,33.63880106743791,20.41631726026098,1.5783294874566616,-13.154545960348752,2.5571997063854632,138.71730802612524,2.842170943040401e-14,0.0,6.661338147750939e-16,80.99790307295561,21.284516414766205,2.9972894781335095,-8.279489821255392,9.782958228297472,80.92441435601303,7.105427357601002e-14,-2.1316282072803006e-14,-4.440892098500626e-16
broad_low_amount:sh_comp:ma20:lt0.80:scale0.0,19.015355625544416,15.803163329277742,1.2164630458533316,-24.295068281535027,0.782683769610833,44217.03326399767,-0.9323312555282293,8.17574056803549,-0.020604830552551467,22.439178115491075,19.0436045798511,1.19713031362476,-24.295068281534927,0.9236104157215153,656.5593231618857,-1.4736125667253575,0.27143022139781436,-0.04295963133804159,28.87905552900809,18.946392341131325,1.485793947286192,-15.460455204640688,1.8679304811374253,255.003784176087,-2.125608030240354,-0.5610620385138922,-0.053522837371391185,30.594715102382676,19.537887029358927,1.517763517920796,-14.363364735796779,2.1300520919122574,122.76971725803966,-3.0440859650552063,-1.2088187754480266,-0.060565969535864905,75.75480148944516,20.5479403460029,2.948764444871078,-8.288933048045067,9.139270524969655,75.68697639466275,-5.243101583510381,-0.009443226789695558,-0.04852503326243207
broad_low_amount:sh_comp:ma20:lt0.80:scale0.5,19.595342638653722,15.977521896243923,1.236332778089249,-28.43011637276017,0.6892459524868025,52438.55108152195,-0.3523442424189227,4.040692476810346,-0.0007350983166340974,23.292804476672412,19.198660079921385,1.2265470807150773,-24.562684779666853,0.948300427482355,710.9682520877673,-0.61998620554402,0.003813723265889024,-0.013542864247724218,29.903546754536436,19.130702207338704,1.5163424573222373,-14.990281966360708,1.9948621928288064,269.32194985330653,-1.1011168047120101,-0.09088880023391255,-0.02297432733534599,32.33145326675575,19.825584518835583,1.567934581173508,-13.543868990147057,2.3871652398791183,131.77816473166882,-1.3073478006821304,-0.38932302979830524,-0.010394906283152983,80.88521259477086,21.191627882330373,3.006443247866895,-8.23828743760977,9.818207146489009,80.811846709505,-0.1126904781846747,0.041202383645600804,0.009153769733384998
broad_low_amount:sh_comp:ma20:lt0.90:scale0.0,17.249834388962213,15.047636760030475,1.1672285805547304,-29.365866023035636,0.5874110566135127,26163.588876167138,-2.6978524921104317,3.104942826534881,-0.06983929585115267,19.338304430238473,18.026078873447375,1.1066896054673017,-29.365866023035625,0.6585300230910548,485.4412411266288,-4.574486251977959,-4.799367520102884,-0.1334003394954999,28.70721908775,17.969032022442843,1.5487901697334159,-14.752504131547894,1.945921779229349,252.6463249128506,-2.2974444714984443,0.14688903457890135,0.009473385075832619,33.15299753174341,18.826755052354333,1.6749769872888138,-8.435357981705593,3.93024191784686,136.1228174646494,-0.48580353569447254,4.719187978643159,0.09664749983215293,77.24212896112752,21.367844341600055,2.884467907119138,-7.676974681864468,10.06153233038514,77.1727079774184,-3.7557741118280177,0.6025151393909027,-0.11282157101437207
broad_low_amount:sh_comp:ma20:lt0.90:scale0.5,18.92817163511784,15.52618002859279,1.2304829983698031,-27.590940740497782,0.6860284980183807,43094.62861134381,-1.0195152459548034,4.879868109072735,-0.0065848780360799886,21.809054325683654,18.538106042763186,1.1957814788613685,-27.590940740497704,0.7904425779028457,618.5282511903309,-2.103736356532778,-3.024442237564962,-0.04430846610143302,30.002281047569234,18.409875029783723,1.5725142649435995,-14.752504131547884,2.033707686507951,270.7258813022604,-1.0023825116792118,0.146889034578912,0.03319748028601621,33.24185182892041,19.309475985814792,1.6412909700481781,-10.39671252549812,3.1973425972290936,136.59594219622036,-0.39694923851747177,2.7578334348506317,0.06296148259151724,77.69142886334646,21.328973492556468,2.901658148712936,-8.626643865595351,9.005985418407525,77.62152410331842,-3.3064742096090782,-0.3471540443399803,-0.09563132942057395
broad_low_amount:sh_comp:ma20:lt1.00:scale0.0,16.656215533523454,13.883662987503719,1.2150733714102504,-24.277756905430547,0.6860689642129881,21888.119004380987,-3.291471347549191,8.19305194413997,-0.021994504995632713,17.283649293968285,16.217176077803703,1.0997299988100078,-19.08204877282663,0.9057543820232072,392.14192482078863,-6.629141388248147,5.48444973010611,-0.1403599461527938,19.9880457021554,16.308975111750517,1.2415957989955426,-16.16182211527989,1.2367445675112387,148.429060104118,-11.016617857093046,-1.2624289491530938,-0.29772098566204064,29.557166188322093,17.350832829797454,1.6376439222357648,-9.250366931352595,3.195242567961596,117.50101897911121,-4.081634879115789,3.9041790289961575,0.05931443477910392,83.453755035404,19.675356053043966,3.296455932129827,-5.6076342304376965,14.882168059825494,83.37757759740079,2.455851962448463,2.6718555908176747,0.299166453996317
broad_low_amount:sh_comp:ma20:lt1.00:scale0.5,18.50653673395135,14.772418491448743,1.2607179894598974,-25.86477246051141,0.7155112909733067,38044.76887451218,-1.441150147121295,6.606036389059106,0.02365011305401432,20.64047094570205,17.460534846186693,1.2012712759263724,-22.394694851581363,0.9216678808304708,552.5226109802677,-3.2723197365143832,2.1718036513513788,-0.038818669036429165,25.39885255239447,17.261180453643348,1.4481906507666176,-15.960777733749264,1.5913292557597791,209.6437427587207,-5.605811006853976,-1.0613845676224685,-0.09112613389096569,30.413509901352963,18.14457127236547,1.611666984279388,-11.346174094677453,2.68050795339198,121.843487790394,-3.2252911660849186,1.8083718656712993,0.03333749682272713,79.49580911429051,20.315392335883416,3.0874139349478242,-6.934573780150977,11.463690723405895,79.42395371356261,-1.5020939586650286,1.344916041104394,0.09012445681431425
broad_low_amount:sh_comp:ma20:lt1.10:scale0.0,13.534935806011926,11.996909791526098,1.152345865651738,-15.812810322522752,0.855947521658034,8408.887128342736,-6.412751075060719,16.657998527047766,-0.0847220107541451,12.710252509865194,13.237523711237309,1.0026909580867396,-15.812810322522674,0.8037946608239264,230.68981973365226,-11.202538172351238,8.753688180410068,-0.23739898687606198,10.313472138361757,13.02770576454889,0.8466803075472819,-13.623995190095995,0.7570079110024325,63.26014303065528,-20.69119142088669,1.275397976030801,-0.6926364771103014,19.541664923446646,14.751873562450783,1.3303125335539534,-8.211016687778017,2.3799324330364766,70.84841719093508,-14.097136143991236,4.943529272570736,-0.2480169539027075,40.444353464362834,15.087554560437708,2.4086189551183486,-6.3872129582263515,6.332081571238815,40.41170792053739,-40.553549608592704,1.8922768630290197,-0.5886705230151614
broad_low_amount:sh_comp:ma20:lt1.10:scale0.5,17.887536478537847,13.872455793298814,1.294237749098507,-25.9416218192688,0.6895303849218642,31655.319204261607,-2.0601504025347985,6.529187030301717,0.05716987269262397,19.42648374191438,15.745329020164139,1.2475236601246167,-17.308551494282078,1.122363344404179,489.77970116936024,-4.48630694030205,7.257947008650664,0.007433715161815124,21.521856072785006,15.38859982361796,1.3923887592822268,-12.761296126320198,1.6864945268683278,164.69789383451504,-9.48280748646344,2.1380970398065973,-0.14692802537535643,27.166884713493044,16.71416284271988,1.577717988482667,-8.993066947324746,3.0208698403579257,105.68069770370032,-6.471916353944838,4.161479013024007,-0.0006114989739938181,62.10990257019668,17.633591800571427,2.9288374292727206,-6.280495490210947,9.88933160878849,62.05630705406651,-18.888000502758857,1.9989943310444245,-0.06845204886078937
broad_consec_below:sh_comp:ma20:days3:scale0.0,18.037160270537143,15.337337491309484,1.1931646930168454,-25.632843027508624,0.7036738082927455,33097.0882401985,-1.910526610535502,6.837965822061893,-0.04390318338903776,22.671187268423743,18.03908971189801,1.264394021710184,-25.632843027508645,0.8844585535866422,671.0121822496445,-1.2416034137926886,-1.0663445245759036,0.02430407674738233,29.96424168902272,17.724688895283133,1.624696279103018,-13.66458139257649,2.19284007524016,270.1844841518756,-1.0404218702257246,1.2348117735503052,0.08537949444543469,36.537551278876165,18.83358166603131,1.8131216532893024,-8.797357697519093,4.1532415226426425,154.59443373539537,2.8987502114382835,4.357188262829659,0.2347921658326415,84.53673110125428,20.887836247906204,3.1464131938362567,-7.962684705965328,10.616611635761831,84.45936083753489,3.538828028298738,0.31680511529004285,0.14912371570274674
broad_consec_below:sh_comp:ma20:days3:scale0.5,18.83853444129917,15.626446987822767,1.218662400477006,-27.375499484134302,0.6881530856530015,41969.44711040129,-1.1091524397734744,5.095309365436215,-0.018405475928877202,23.003940047271442,18.35725353594391,1.2609018164626127,-24.769263178720045,0.9287292835999562,692.1746707208208,-0.9088506349449901,-0.20276467578730362,0.02081187149981112,29.923083254740558,18.07114076312921,1.5951849600545376,-13.630834944591975,2.1952494749129454,269.5994069992324,-1.081580304507888,1.2685582215348212,0.05586817539695432,34.514894461517144,19.115525151369535,1.7079201887116935,-9.566537774408602,3.6078772984984986,143.44410591268496,0.8760933940792626,3.5880081859401507,0.12959070125503258,82.6621141795171,20.967822744749725,3.0846156358568577,-7.6258866512833094,10.83967254687774,82.58680591704162,1.6642111065615666,0.6536031699720617,0.08732615772334773
