feature,bucket,count,feature_min,feature_max,next_day_avg,next_day_win_rate
broad:sh_comp:amount_ratio_ma10,1,491,0.5558974197184565,0.885663849496415,0.2891427976645028,56.61914460285132
broad:sh_comp:amount_ratio_ma10,2,490,0.8856737817186172,0.9701865489308347,0.12775035606380616,52.6530612244898
broad:sh_comp:amount_ratio_ma10,3,490,0.9701921512602583,1.0508528598244078,0.1348046510557468,53.87755102040816
broad:sh_comp:amount_ratio_ma10,4,490,1.050947140666513,1.1623722266835825,0.13649455783206868,54.89795918367347
broad:sh_comp:amount_ratio_ma10,5,490,1.1635718152016952,2.9002635540919837,0.5762428993538267,64.08163265306122
broad:sh_comp:amount_ratio_ma20,1,491,0.5531110323277378,0.904367826935818,0.17342631948128048,53.76782077393075
broad:sh_comp:amount_ratio_ma20,2,490,0.9046617255358078,1.0084770646245458,0.17011235481208856,54.48979591836734
broad:sh_comp:amount_ratio_ma20,3,490,1.0087368180209426,1.113738491777854,0.18267846189120368,52.6530612244898
broad:sh_comp:amount_ratio_ma20,4,490,1.113789623569575,1.2625018135870196,0.2389803350991189,57.3469387755102
broad:sh_comp:amount_ratio_ma20,5,490,1.2626742145821783,3.7692688283637676,0.4994739467641845,63.87755102040816
broad:sh_comp:amount_ratio_ma60,1,491,0.3201037886249637,0.8743707778401204,0.1966683187028297,54.378818737270876
broad:sh_comp:amount_ratio_ma60,2,490,0.8745642555898007,1.0445444715953118,0.02532430676021786,51.22448979591837
broad:sh_comp:amount_ratio_ma60,3,490,1.0448234407145458,1.20519851269967,0.26668236492148284,54.69387755102041
broad:sh_comp:amount_ratio_ma60,4,490,1.2053007053609226,1.4516030277930672,0.26021302132099755,58.97959183673469
broad:sh_comp:amount_ratio_ma60,5,490,1.45215733770963,4.744785542485605,0.5157359736908755,62.857142857142854
broad:hs300:amount_ratio_ma10,1,491,0.567916413483702,0.860012595591673,0.25340756970541994,54.989816700610994
broad:hs300:amount_ratio_ma10,2,490,0.8602780121031804,0.9516271609329193,0.1141622641813925,53.265306122448976
broad:hs300:amount_ratio_ma10,3,490,0.9519408287986768,1.0481420469718914,0.11322775962033493,52.44897959183673
broad:hs300:amount_ratio_ma10,4,490,1.048248195441608,1.188419739734313,0.16442981538417464,56.326530612244895
broad:hs300:amount_ratio_ma10,5,490,1.188433561048219,3.1011162096410736,0.6192807821152803,65.10204081632654
broad:hs300:amount_ratio_ma20,1,491,0.5220223299980831,0.8728070159290916,0.20079618129770654,54.378818737270876
broad:hs300:amount_ratio_ma20,2,490,0.873178213956447,0.9886748279920543,0.156999070936456,54.08163265306123
broad:hs300:amount_ratio_ma20,3,490,0.9889042535811183,1.1077583258094836,0.10747030363048825,52.04081632653062
broad:hs300:amount_ratio_ma20,4,490,1.1079891314926413,1.277882921669828,0.2622048983570163,58.16326530612245
broad:hs300:amount_ratio_ma20,5,490,1.277924452020884,4.0715322078894545,0.5371451069653591,63.469387755102034
broad:hs300:amount_ratio_ma60,1,491,0.28505352244026244,0.8505879238697182,0.10803196827578526,52.342158859470466
broad:hs300:amount_ratio_ma60,2,490,0.8506130748001202,1.0134070018803172,0.12967932484926328,54.89795918367347
broad:hs300:amount_ratio_ma60,3,490,1.0137927381613545,1.2037750750716414,0.23265567160050565,54.48979591836734
broad:hs300:amount_ratio_ma60,4,490,1.2038307755234943,1.4820707312246,0.30692917171388034,57.55102040816327
broad:hs300:amount_ratio_ma60,5,490,1.4845214817863086,5.377613908746104,0.4875087394680446,62.857142857142854
broad:zz500:amount_ratio_ma10,1,491,0.49219981016561226,0.8823203425251712,0.30621678525526214,56.211812627291245
broad:zz500:amount_ratio_ma10,2,490,0.8830593156234778,0.9728406110231232,0.10263986649970232,53.06122448979592
broad:zz500:amount_ratio_ma10,3,490,0.9729120220442968,1.0548823417069648,0.14570095733741875,55.714285714285715
broad:zz500:amount_ratio_ma10,4,490,1.055052444587915,1.1757113684188771,0.21262210946259805,56.326530612244895
broad:zz500:amount_ratio_ma10,5,490,1.175903134594055,2.7225222862513054,0.49722069854233575,60.816326530612244
broad:zz500:amount_ratio_ma20,1,491,0.5338268682582026,0.9058776032894766,0.15608176124443032,53.360488798370675
broad:zz500:amount_ratio_ma20,2,490,0.9063955987006183,1.0111016830840018,0.23407224232701,54.89795918367347
broad:zz500:amount_ratio_ma20,3,490,1.0113672959077655,1.1256532172464526,0.08659448969855957,52.44897959183673
broad:zz500:amount_ratio_ma20,4,490,1.1257217765450975,1.2989740008810793,0.24629239463153318,58.36734693877551
broad:zz500:amount_ratio_ma20,5,490,1.2990260501506485,3.8584391822949096,0.5416659272039692,63.06122448979592
broad:zz500:amount_ratio_ma60,1,491,0.3918956898786273,0.8719166866450337,0.12218245933051837,51.5274949083503
