feature,bucket,count,feature_min,feature_max,next_day_avg,next_day_win_rate
broad:zz500:amount_ratio_ma60,2,490,0.8720440333737633,1.0433348635925046,0.1309578637033162,54.285714285714285
broad:zz500:amount_ratio_ma60,3,490,1.043506287170025,1.231521077964297,0.3041131226737882,56.326530612244895
broad:zz500:amount_ratio_ma60,4,490,1.2316012809903552,1.4907693821984995,0.23216398782412803,56.93877551020409
broad:zz500:amount_ratio_ma60,5,490,1.4907767004945411,4.984631997453146,0.4753585638225554,63.06122448979592
broad:zz1000:amount_ratio_ma10,1,491,0.5042353976085739,0.8889287493833548,0.29342370285051356,56.82281059063137
broad:zz1000:amount_ratio_ma10,2,490,0.8894796406036155,0.9754895433778978,0.1371387856117112,54.285714285714285
broad:zz1000:amount_ratio_ma10,3,490,0.9756658636250737,1.0545351021226712,0.18767770590361116,53.87755102040816
broad:zz1000:amount_ratio_ma10,4,490,1.0545765026773875,1.1709231585559552,0.10123274096654841,55.91836734693878
broad:zz1000:amount_ratio_ma10,5,490,1.171106275257272,2.573992400610764,0.5449535900963708,61.224489795918366
broad:zz1000:amount_ratio_ma20,1,491,0.4868372920474585,0.909704879833595,0.16343678788798086,53.15682281059063
broad:zz1000:amount_ratio_ma20,2,490,0.9098694236587666,1.0163221526003854,0.2193312861872691,56.53061224489796
broad:zz1000:amount_ratio_ma20,3,490,1.0166704307438053,1.124226479559647,0.14656876701847735,53.46938775510204
broad:zz1000:amount_ratio_ma20,4,490,1.124272519248623,1.2865139198948865,0.2447010209367136,55.306122448979586
broad:zz1000:amount_ratio_ma20,5,490,1.2867528128224066,3.545224848082282,0.4906539428166052,63.6734693877551
broad:zz1000:amount_ratio_ma60,1,491,0.4438895610211482,0.8823201555844576,0.15727902199826624,52.342158859470466
broad:zz1000:amount_ratio_ma60,2,490,0.8823375914522799,1.0548911415889133,0.11177850717689268,51.63265306122449
broad:zz1000:amount_ratio_ma60,3,490,1.0549608194711266,1.2206873810525996,0.37961306580810994,57.75510204081633
broad:zz1000:amount_ratio_ma60,4,490,1.223480968978673,1.450208368387661,0.13130634721099352,57.3469387755102
broad:zz1000:amount_ratio_ma60,5,490,1.4505223228413284,4.623624167193651,0.4847274295219465,63.06122448979592
broad:zz2000:amount_ratio_ma10,1,302,0.45402775167478515,0.8984115654202541,0.3568260598976222,59.60264900662252
broad:zz2000:amount_ratio_ma10,2,302,0.8990506147172338,0.9728957940207545,0.03605322125669962,51.98675496688742
broad:zz2000:amount_ratio_ma10,3,302,0.9730020933859047,1.0372024759109182,0.15523741424181897,50.993377483443716
broad:zz2000:amount_ratio_ma10,4,302,1.037431113471881,1.1303590101080516,0.22525333008651904,54.3046357615894
broad:zz2000:amount_ratio_ma10,5,302,1.1309801201932101,2.5727049082420432,0.4337949816781206,56.95364238410596
broad:zz2000:amount_ratio_ma20,1,300,0.4386052810421204,0.8991245300599614,0.26967664319694623,56.666666666666664
broad:zz2000:amount_ratio_ma20,2,300,0.8991476723147126,0.9926739098934786,0.08507211752727595,50.33333333333333
broad:zz2000:amount_ratio_ma20,3,300,0.9930672496697374,1.0794762569688356,0.13548290949813308,53.333333333333336
broad:zz2000:amount_ratio_ma20,4,300,1.0801528451509017,1.2024597290857233,0.32293667840247314,56.99999999999999
broad:zz2000:amount_ratio_ma20,5,300,1.2025200354849865,3.461907120158555,0.38854571337919575,56.333333333333336
broad:zz2000:amount_ratio_ma60,1,297,0.5108144024030337,0.8716662184147755,0.10971812052416292,53.87205387205387
broad:zz2000:amount_ratio_ma60,2,296,0.8720791163820326,1.0105000745821138,0.21554910456022944,50.0
broad:zz2000:amount_ratio_ma60,3,296,1.011321507467821,1.137335374167565,0.25822499382361025,56.75675675675676
broad:zz2000:amount_ratio_ma60,4,296,1.1373612895903582,1.2949215814697375,0.2609442591340812,54.054054054054056
broad:zz2000:amount_ratio_ma60,5,297,1.295658801323792,4.252185306774992,0.3600860256428519,58.92255892255892
broad:cyb:amount_ratio_ma10,1,376,0.5916517066073711,0.8839680459362954,0.31857500769977043,57.446808510638306
broad:cyb:amount_ratio_ma10,2,376,0.8840447415512606,0.9690044493757916,0.04353609945532744,51.06382978723404
broad:cyb:amount_ratio_ma10,3,376,0.9691120987931217,1.048358075065955,0.20240847486831795,51.86170212765957
broad:cyb:amount_ratio_ma10,4,376,1.048368355401064,1.1598790066284599,0.2335230512858248,57.97872340425532
broad:cyb:amount_ratio_ma10,5,376,1.1600286255807493,2.8552679507390635,0.3469892050237716,54.78723404255319
broad:cyb:amount_ratio_ma20,1,376,0.5764349276449727,0.8859367889419862,0.11885503573668445,52.12765957446809
broad:cyb:amount_ratio_ma20,2,376,0.88617174444693,0.9912248914335278,0.27487765940286596,56.91489361702128
broad:cyb:amount_ratio_ma20,3,375,0.9913859345641861,1.100239042729924,0.11417734203599862,52.800000000000004
broad:cyb:amount_ratio_ma20,4,376,1.100421647515945,1.2502697013371673,0.20243678398083734,53.72340425531915
broad:cyb:amount_ratio_ma20,5,376,1.2511832563780085,4.017033428651049,0.4455234975372804,57.71276595744681
broad:cyb:amount_ratio_ma60,1,372,0.5147067507166108,0.8512863634699432,0.1233648096228529,52.68817204301075
broad:cyb:amount_ratio_ma60,2,372,0.851412371836295,1.008795242493634,0.1253412859925128,49.73118279569893
broad:cyb:amount_ratio_ma60,3,372,1.008834513502767,1.1841768509626396,0.32648659859794754,57.795698924731184
broad:cyb:amount_ratio_ma60,4,372,1.185268938581777,1.3973541621549683,0.19519841351614736,53.76344086021505
broad:cyb:amount_ratio_ma60,5,372,1.397712463867875,5.137559197466128,0.35139704617723744,58.06451612903226
broad:broad_amount_sum:amount_ratio_ma10,1,491,0.5530642160250258,0.8906024473468944,0.28239525383136116,56.82281059063137
broad:broad_amount_sum:amount_ratio_ma10,2,490,0.8906177835425785,0.974498058120738,0.13843262713138443,53.673469387755105
broad:broad_amount_sum:amount_ratio_ma10,3,490,0.9745693778194784,1.0509515879673224,0.150946153912065,53.673469387755105
broad:broad_amount_sum:amount_ratio_ma10,4,490,1.0515586846364706,1.1582585968588477,0.13221457509322257,54.08163265306123
broad:broad_amount_sum:amount_ratio_ma10,5,490,1.1586102664974276,2.8991441330098713,0.5604604224995366,63.87755102040816
broad:broad_amount_sum:amount_ratio_ma20,1,491,0.5488576200207065,0.9137035762714242,0.14716884528442978,52.342158859470466
broad:broad_amount_sum:amount_ratio_ma20,2,490,0.913825877818616,1.017161594006864,0.2090391126881456,55.91836734693878
broad:broad_amount_sum:amount_ratio_ma20,3,490,1.0174100606506051,1.1152516981576726,0.20039819524862623,54.69387755102041
broad:broad_amount_sum:amount_ratio_ma20,4,490,1.115362941627114,1.254870450575804,0.14585756535854214,54.285714285714285
broad:broad_amount_sum:amount_ratio_ma20,5,490,1.2549125256037166,3.8067549202684363,0.5622612861501667,64.89795918367346
broad:broad_amount_sum:amount_ratio_ma60,1,491,0.38990578535581194,0.8895834694146614,0.1694843293677527,52.953156822810584
broad:broad_amount_sum:amount_ratio_ma60,2,490,0.8901043339407101,1.044022227477048,0.052689969612072673,50.61224489795918
broad:broad_amount_sum:amount_ratio_ma60,3,490,1.0445900849900362,1.2039106718758847,0.32579524933080584,58.16326530612245
broad:broad_amount_sum:amount_ratio_ma60,4,490,1.203966766998759,1.4411821729534022,0.21469993617583497,57.95918367346938
broad:broad_amount_sum:amount_ratio_ma60,5,490,1.4415151393655472,4.865286575269769,0.5020099784391925,62.44897959183674
held_asset:amount_ratio_ma10,1,481,0.5115731715689442,0.8606157470837774,0.289972190080534,56.13305613305614
held_asset:amount_ratio_ma10,2,481,0.8607050446326848,0.9645583276753643,0.03373221650870174,51.559251559251564
held_asset:amount_ratio_ma10,3,480,0.9646014827533084,1.0661819508849322,0.20991663402256852,54.79166666666667
held_asset:amount_ratio_ma10,4,481,1.0663983818554776,1.2015504882083665,0.2195291441942063,58.21205821205822
held_asset:amount_ratio_ma10,5,481,1.2018391585098345,3.085521205931825,0.5049425015166372,60.2910602910603
held_asset:amount_ratio_ma20,1,481,0.533042090412911,0.9045212153683039,0.1928709944775506,53.84615384615385
held_asset:amount_ratio_ma20,2,480,0.9050356883085477,1.0393386489645906,0.17619932236363128,52.916666666666664
held_asset:amount_ratio_ma20,3,481,1.0398165240183423,1.1693585068737813,0.25007447351645895,56.75675675675676
held_asset:amount_ratio_ma20,4,480,1.1698543393859802,1.3587726751116236,0.10754968053369963,55.00000000000001
held_asset:amount_ratio_ma20,5,481,1.3590373890382044,4.72455373072479,0.5318706130184458,62.57796257796257
held_asset:amount_ratio_ma60,1,481,0.33509545932685647,0.9177840961367798,0.09547233524055193,50.935550935550935
held_asset:amount_ratio_ma60,2,480,0.918166759656784,1.1248934686192293,0.19394543010859425,55.833333333333336
held_asset:amount_ratio_ma60,3,480,1.1251226784595099,1.3359381451192085,0.2882262185373748,57.70833333333333
held_asset:amount_ratio_ma60,4,480,1.3366426982726654,1.6321068613979448,0.24384717839187525,54.58333333333333
held_asset:amount_ratio_ma60,5,481,1.6325484114057516,6.525524095128929,0.4381165048863077,62.16216216216216
held_etf:amount_ratio_ma10,1,279,0.09686937678808379,0.7488020267790656,0.22247939579124243,51.61290322580645
held_etf:amount_ratio_ma10,2,279,0.7491714326802141,0.9059105409957551,0.12553714606533622,49.46236559139785
held_etf:amount_ratio_ma10,3,278,0.9061512311887606,1.0547131839289305,0.24501439817301712,53.597122302158276
held_etf:amount_ratio_ma10,4,279,1.0552378827498223,1.2698016646363959,0.25263220536075853,57.34767025089605
held_etf:amount_ratio_ma10,5,279,1.2702026910348763,4.9978880289148275,0.4360494636898331,56.272401433691755
held_etf:amount_ratio_ma20,1,277,0.11667355218105349,0.7690542158505403,0.20892074291024598,52.34657039711191
held_etf:amount_ratio_ma20,2,276,0.7692499022599385,0.9393912108626584,0.20064588680265438,50.0
held_etf:amount_ratio_ma20,3,276,0.9406006340100331,1.1112696831450106,0.23446458219415867,57.2463768115942
held_etf:amount_ratio_ma20,4,276,1.1115555102419676,1.3987327405430323,0.17678319489290942,53.62318840579711
held_etf:amount_ratio_ma20,5,277,1.3993653374169355,8.40022254274539,0.43811606709628853,54.87364620938629
held_etf:amount_ratio_ma60,1,264,0.11281650052995822,0.7303490074785375,0.26438357666595985,54.166666666666664
held_etf:amount_ratio_ma60,2,263,0.7309044143965987,0.9456134174635535,0.17797940856643246,52.47148288973384
held_etf:amount_ratio_ma60,3,263,0.9463939975800767,1.1938468531045476,0.09820082529400254,52.851711026615966
held_etf:amount_ratio_ma60,4,263,1.1953478292000757,1.6463158166136618,0.4012807463659749,55.13307984790875
held_etf:amount_ratio_ma60,5,264,1.6484847969606802,16.63152730657424,0.2946557861895356,52.65151515151515
