,current_10_15_15_40_20,no_C_prorata_to_momentum,C_10_prorata_cut,replace_C_with_cash,C_to_B_only,C_to_microcap_only
2012-10-04,1.24656383423992,1.2578103250951154,1.2521870796675179,1.2062482600760922,1.2534411056578871,1.2406763791251982
2012-10-05,1.2413366928922192,1.251995205468662,1.2466659491804408,1.2015961643749296,1.2464629621061434,1.2360242834240356
2012-10-08,1.234889422517379,1.2456941586279848,1.2402917905726818,1.1965553269023879,1.2399567127180537,1.2319681376799856
2012-10-09,1.2235870542391094,1.2356468541035301,1.2296169541713198,1.1885174832828242,1.2285815244921086,1.2258217734355643
2012-10-10,1.21904594121782,1.2313430911530894,1.2251945161854547,1.1850744729224716,1.2245507390299446,1.22371095034072
2012-10-11,1.2218194959260171,1.233952084822379,1.2278857903741982,1.1871616678579033,1.2272540163292232,1.2244957266626952
2012-10-12,1.2206408072083368,1.23349257567439,1.2270666914413633,1.186794060539512,1.225838502312362,1.2246138734149197
2012-10-15,1.2206620105980635,1.2319643292394742,1.226313169918769,1.1855714633915795,1.2243623348613135,1.2205154202700266
2012-10-16,1.2283404016527597,1.2376482155558461,1.2329943086043027,1.1901185724446768,1.2314551582149877,1.2255982104614864
2012-10-17,1.2294753092713608,1.2378703103516795,1.2336728098115202,1.1902962482813437,1.2317362048179947,1.2267333866370933
2012-10-18,1.22520290730876,1.2340812542901543,1.2296420807994572,1.1872650034321233,1.2264013782454013,1.2251808774526056
2012-10-19,1.2135717787864153,1.2249380290739396,1.2192549039301774,1.1799504232591518,1.2149043423833619,1.2196063104845032
2012-10-22,1.2167727288096815,1.2280304852622332,1.2224016070359573,1.1824243882097867,1.2186284323840373,1.2224915545784842
2012-10-23,1.2054988813743217,1.2188161751717426,1.2121575282730321,1.1750529401373941,1.2078100220049186,1.214498833867829
2012-10-24,1.2039362162425424,1.2175032939555597,1.210719755099051,1.1740026351644477,1.2055468714409572,1.2142929129340476
2012-10-25,1.2075058980821256,1.2208101480299836,1.2141580230560547,1.176648118423987,1.2094088317772886,1.2155069930321896
2012-10-26,1.204160555092,1.2165085008396521,1.2103345279658262,1.1732068006717218,1.206552701157872,1.2105284665105625
2012-10-29,1.2041694426311935,1.216519610263644,1.2103445264474189,1.1732156882109153,1.2065615886970653,1.2107540522762767
2012-10-30,1.202337408752028,1.2142295679146873,1.2082834883333577,1.1713836543317497,1.2047295548178998,1.2085665322780714
2012-10-31,1.2017703163332194,1.2133343162099777,1.2075523162715984,1.1706674529679821,1.2043822975712772,1.2078797082742003
2012-11-01,1.2076295260409449,1.2175922531592267,1.2126108896000858,1.1740738025273814,1.2087541567425104,1.2112860578335995
2012-11-02,1.198636836121418,1.210580874345411,1.2046088552334144,1.1684646994763288,1.19957978877785,1.2056769547825468
2012-11-05,1.2051715083337182,1.2179037735179254,1.2115376409258218,1.1743230188143403,1.2066458675562814,1.2115352741205585
2012-11-06,1.2109005797430485,1.221913338123336,1.2164069589331923,1.1775306704986688,1.2112989456679062,1.2150009797555197
2012-11-07,1.203477834601739,1.2177976886695605,1.2106377616356498,1.1742381509356483,1.205881373722325,1.2130064902427662
2012-11-08,1.2003343190335374,1.216188002641542,1.2082611608375398,1.1729504021132335,1.203851868386204,1.2103515823377824
2012-11-09,1.2033198568105554,1.219634007163653,1.2114769319871042,1.1757072057309221,1.2067684948525417,1.21435149384868
2012-11-12,1.2036665959620891,1.220208486759887,1.211937541360988,1.1761667894079098,1.2070940576378844,1.2159545310976323
2012-11-13,1.1996247228876389,1.2165327950988716,1.2080787589932553,1.1732262360790973,1.2034992184269195,1.2119681661691843
2012-11-14,1.1978673314022925,1.2175012827369391,1.207684307069616,1.1740010261895513,1.2032337192354192,1.212932868331197
2012-11-15,1.1929594727444643,1.211945590325926,1.202452531535195,1.1695564722607408,1.1976240382379817,1.2069780480231924
2012-11-16,1.1931539586387654,1.2114032518703197,1.2022786052545427,1.169122601496256,1.1973494122749555,1.207026162025405
2012-11-19,1.205739502864052,1.2209589043868947,1.2133492036254736,1.1767671235095158,1.2087021210416244,1.2156891661903275
2012-11-20,1.2052485979898389,1.220400229101509,1.2128244135456738,1.1763201832812074,1.2072494015601578,1.2190674918590347
2012-11-21,1.2084831316214113,1.2238953404587902,1.2161892360401008,1.179116272367032,1.21035510374285,1.2230414149062534
2012-11-22,1.2121151258747433,1.2284353332754554,1.2202752295750994,1.1827482666203644,1.2139870979961822,1.2280170358848013
2012-11-23,1.2243819118246915,1.238721488296548,1.23155170006062,1.1909771906372386,1.225595396463451,1.2355669895403225
2012-11-26,1.226814129291763,1.2419147996262123,1.2343644644589875,1.1935318397009698,1.2285732953743085,1.2367858376103076
2012-11-27,1.2314505946260108,1.2491184003306823,1.2402844974783467,1.1992947202645459,1.2333015229123805,1.2390465811095484
2012-11-28,1.2361924402189122,1.2538578951593604,1.2450251676891364,1.2030863161274883,1.2368608278897564,1.2410053117838578
2012-11-29,1.24154367840648,1.2585281246701914,1.2500359015383355,1.206822499736153,1.2422002080649257,1.2434809393709934
2012-11-30,1.237965522560079,1.254466057975551,1.246215790267815,1.203572846380441,1.2378901710923302,1.2404430501991164
2012-12-03,1.2438425207222963,1.2624049128239099,1.253123716773103,1.209923930259128,1.2442405520140933,1.2467941340778035
2012-12-04,1.240657890357841,1.2590490705480053,1.249853480452923,1.2072392564384045,1.2409725721342189,1.24410946025708
2012-12-05,1.2379223039873843,1.255777028531913,1.2468496662596487,1.2046216228255304,1.2375472623346535,1.2414918266442059
2012-12-06,1.2406326701879589,1.2580997219619072,1.2493661960749334,1.2064797775695257,1.2406077792512502,1.2432504959025974
2012-12-07,1.2379331212583946,1.254467820123296,1.2462004706908452,1.2035742560986367,1.2368393009262744,1.2403449744317083
2012-12-10,1.237471324876257,1.2532673724526522,1.2453693486644544,1.2026138979621217,1.2367412637963882,1.2393846162951934
2012-12-11,1.2425103449068542,1.2576848665922513,1.250097605749553,1.206147893273801,1.241578362410849,1.2429186116068727
2012-12-12,1.245242865491654,1.2608872988647888,1.2530650821782214,1.2087098390918312,1.2440597675802685,1.2447702452699034
2012-12-13,1.239348283110029,1.2557487360963346,1.247548509603182,1.2045989888770678,1.2382057478328887,1.2406593950551401
2012-12-14,1.2530353335856672,1.2736451971896736,1.2633402653876704,1.2189161577517387,1.252446801996814,1.2549765639298112
2012-12-17,1.2585971144709651,1.2778704492972066,1.2682337818840859,1.2222963594377652,1.2568832594433996,1.2583567656158374
2012-12-18,1.265472209261865,1.2845209649216685,1.2749965870917668,1.2276167719373348,1.2634212753313572,1.2636771781154073
2012-12-19,1.2626856326125597,1.2818992917598333,1.2722924621861966,1.2255194334078665,1.2611949226742383,1.2615798395859388
2012-12-20,1.2613980261143527,1.2794988322226115,1.270448429168482,1.2235990657780893,1.2592215630212102,1.2589512907376275
2012-12-21,1.2482797856182961,1.2649913758482265,1.2566355807332612,1.2119931006785811,1.2462742337227484,1.2492964564106122
2012-12-24,1.2484254693119525,1.2659751193563373,1.257200294334145,1.2127800954850698,1.2465916171134888,1.250937329651166
2012-12-25,1.2502227359894758,1.268221702703241,1.2592222193463585,1.214577362162593,1.2483888837910118,1.2530136325099241
2012-12-26,1.2595824074707707,1.2809287777024432,1.270255592586607,1.2247430221619546,1.2584311938813288,1.2668037720037653
2012-12-27,1.2546172333894514,1.2742492537520502,1.2644332435707508,1.2193994030016402,1.253735187228512,1.2590274809649702
2012-12-28,1.2497372184536064,1.2712272970110607,1.2604822577323336,1.2169818376088484,1.2499645841892368,1.2571254474425468
2012-12-31,1.257796504182923,1.2760953174104532,1.2669459107966883,1.2208762539283626,1.2574759657155297,1.2598969837437561
2013-01-02,1.2727843832974088,1.2878375405857114,1.28031096194156,1.230270032468569,1.271566633525839,1.2692907622839626
2013-01-03,1.265197043394156,1.280955701892851,1.2730763726435035,1.2247645615142806,1.2633084270944068,1.2637852913296743
2013-01-04,1.258568234033584,1.2719582847511233,1.2652632593923536,1.2175666278008987,1.2559522305762556,1.2575895874020797
2013-01-07,1.262807107364422,1.2784178523568326,1.2706124798606273,1.222734281885466,1.2601258562742625,1.2637610100004724
2013-01-08,1.2752883275667077,1.294325112609219,1.2848067200879636,1.2354600900873751,1.2726628731297822,1.2773521852378682
2013-01-09,1.2778305089186706,1.2964267521009902,1.2871286305098304,1.2371414016807922,1.2750274286701857,1.2781157336240188
2013-01-10,1.2889052550061053,1.3071191452786486,1.298012200142377,1.2456953162229187,1.28587859383255,1.2870164055609858
2013-01-11,1.2880318641409034,1.3061252477768508,1.297078555958877,1.2449001982214807,1.28458277815554,1.2869789563891934
2013-01-14,1.2952981162283872,1.3152028503203677,1.3052504832743774,1.2521622802562942,1.292115338996021,1.2952999841566974
2013-01-15,1.3039134968637638,1.3255388500211915,1.314726173442478,1.2604310800169531,1.3000647632686206,1.3040452282729005
2013-01-16,1.304388926463518,1.3265324791544324,1.3154607028089753,1.2612259833235457,1.301019627101044,1.3041569413081149
2013-01-17,1.3082723567416696,1.3293576413021877,1.3188149990219287,1.2634861130417498,1.3045521258346437,1.3063004641664864
2013-01-18,1.3136680900613904,1.3358343779087398,1.3247512339850651,1.2686675023269918,1.3097634356302883,1.310753410398354
2013-01-21,1.3142445387736994,1.336554938799126,1.3253997387864127,1.2692439510393008,1.3103398843425973,1.3106036013864488
2013-01-22,1.3052705179594766,1.3241349236113713,1.314702720785424,1.259307938889097,1.3008455070371927,1.2985105973636195
2013-01-23,1.3060009131674064,1.32487632314832,1.315438618157863,1.259901058518656,1.3016500234870412,1.2991037169931785
2013-01-24,1.2907808705957913,1.3067105100118899,1.2987456903038406,1.2453684080095118,1.2845772917457001,1.2845710664840342
2013-01-25,1.2966213221765404,1.312617429489257,1.3046193758328988,1.2500939435914056,1.2897122635922142,1.2885789940905044
2013-01-28,1.2957728460523272,1.3124121894214662,1.3040925177368967,1.249929751537173,1.2888839223727362,1.2882952925787208
2013-01-29,1.298360071734204,1.314133784904001,1.3062469283191025,1.2513070279232006,1.2914605052070491,1.2896725689647484
2013-01-30,1.2948912056745965,1.3098074811003164,1.3023493433874567,1.247845984880253,1.287967354761179,1.286211525921801
2013-01-31,1.289679391536781,1.3045230766318219,1.2971012340843018,1.2436184613054573,1.2830897678962994,1.2819840023470053
2013-02-01,1.2970366942154055,1.3108808075550822,1.3039587508852437,1.2487046460440656,1.2909582760017027,1.2870701870856134
2013-02-04,1.2818261739511987,1.2955637749615803,1.2886949744563896,1.2364510199692642,1.273759246887292,1.274816561010812
2013-02-05,1.287542956257115,1.3003551422707909,1.293949049263953,1.2402841138166327,1.280446416662977,1.2786496548581807
2013-02-06,1.286989003257911,1.299265508899714,1.2931272560788125,1.239412407119771,1.2791020517690286,1.277777948161319
2013-02-07,1.2743830662873963,1.284719439003076,1.2795512526452364,1.2277755512024608,1.2665169000593108,1.2661410922440086
2013-02-08,1.2753534210088555,1.2839908479660256,1.2796721344874404,1.2271926783728204,1.2684427582488371,1.2655582194143684
2013-02-11,1.2743935974620824,1.2838492088835554,1.2791214031728189,1.227079367106844,1.2682727913498726,1.265444908148392
2013-02-12,1.2741872453857181,1.2831698004983432,1.2786785229420305,1.2265358403986746,1.2674575012876184,1.2649013814402223
2013-02-13,1.2758134611097365,1.2850132711218878,1.2804133661158121,1.22801061689751,1.2696696660358717,1.266376157939058
2013-02-14,1.2751708728318865,1.2847358761214178,1.279953374476652,1.2277887008971342,1.2693367920353076,1.266154241938682
2013-02-15,1.2718598268280723,1.2824277968020716,1.277143811815072,1.225942237441657,1.2665670968520923,1.264307778483205
2013-02-18,1.2635984497073878,1.2721010754012159,1.267849762554302,1.2176808603209726,1.2583057197314078,1.2560464013625205
2013-02-19,1.266518297554617,1.2733377879283774,1.269928042741497,1.2186702303427017,1.2609465364064696,1.2570357713842495
2013-02-20,1.2503070296606769,1.2586026118818197,1.2544548207712483,1.2068820895054557,1.2464064542619533,1.2452476305470035
2013-02-21,1.238425512150543,1.2460024760475816,1.2422139940990624,1.1968019808380652,1.2334219561823454,1.2344524252564884
2013-02-22,1.2474252220119622,1.2537772425154707,1.2506012322637168,1.2030217940123766,1.2419872701023753,1.241380801297407
2013-02-25,1.2436173720156285,1.2535318056897795,1.2485745888527042,1.2028254445518238,1.2388910557176018,1.2418295345632477
2013-02-26,1.2490044565042595,1.2576476405530204,1.2533260485286397,1.206118112442416,1.2431636890445312,1.2459197107172166
2013-02-27,1.2517051492258795,1.2583733782384767,1.2550392637321783,1.2066987025907814,1.2459650587487472,1.2465841665059598
2013-02-28,1.2493317501523604,1.256374096943579,1.2528529235479697,1.2050992775548632,1.2439978533209919,1.244846193643376
2013-03-01,1.2604726195291411,1.2701322903230945,1.2653024549261176,1.2161058322584755,1.2554792334283493,1.2573481945968392
2013-03-04,1.2623514208436695,1.2712869829451874,1.2668192018944286,1.21702958635615,1.2567099602159466,1.25643620940364
2013-03-05,1.2720999304469218,1.2803962935991509,1.2762481120230365,1.2243170348793206,1.2665470805642525,1.2646878664834902
2013-03-06,1.2762123565354377,1.284953808224535,1.2805830823799866,1.227963046579628,1.2699759552752554,1.269656331996322
2013-03-07,1.2712084790300295,1.278450224165494,1.2748293515977618,1.2227601793323954,1.2651108933449549,1.2634716148574157
2013-03-08,1.2696347927691667,1.27565318723273,1.2726439900009485,1.220522549786184,1.2630697885517246,1.2628924587411714
2013-03-11,1.275529033289651,1.2821388318122164,1.278833932550934,1.2257110654497732,1.2686743845126367,1.2695034105026684
2013-03-12,1.2652201775658547,1.2693253817328949,1.267272779649375,1.2154603053863158,1.2575321300858007,1.257591922780416
2013-03-13,1.2645135964520273,1.2687998388271104,1.2666567176395689,1.2150398710616883,1.2565449913162077,1.2573678145211784
2013-03-14,1.2690717119794133,1.2724310701061818,1.2707513910427977,1.2179448560849453,1.2605460884498987,1.259397581653491
2013-03-15,1.2683308408238618,1.2713354012474198,1.2698331210356408,1.2170683209979358,1.2593450547364142,1.2589023593241506
2013-03-18,1.2641082976322797,1.2672532129379772,1.2656807552851286,1.2138025703503816,1.2549395691931287,1.254301644920382
2013-03-19,1.2606378727728418,1.263170576467791,1.2619042246203163,1.2105364611742326,1.2512342173513715,1.251381429567353
2013-03-20,1.2613217534020817,1.2623757683418757,1.2618487608719788,1.2099006146735005,1.251677930075945,1.2515723793694777
2013-03-21,1.2524749305108824,1.2534662566857395,1.2529705935983109,1.2027730053485917,1.2425745410740536,1.2444447700445687
2013-03-22,1.2584802180588421,1.2590542300771912,1.2587672240680166,1.207243384061753,1.2489229295998145,1.2493345944663168
2013-03-25,1.2532879971393769,1.2545845900626982,1.2539362936010374,1.2036676720501585,1.243951534224708,1.2451122080274946
2013-03-26,1.2547217503742547,1.2546587343635078,1.2546902423688813,1.2037269874908063,1.2451756505987908,1.244188080160328
2013-03-27,1.2540674183767586,1.2536370731394602,1.2538522457581092,1.2029096585115682,1.2443751559815006,1.2431867694247731
2013-03-28,1.2506136322697563,1.2488870145691875,1.249750323419472,1.19910961165535,1.2411048484331477,1.2365970698845057
2013-03-29,1.2505442133367464,1.2488002409029249,1.2496722271198355,1.19904019272234,1.2410354295001378,1.2365276509514957
2013-04-01,1.2436170916455522,1.24221721163342,1.2429171516394861,1.193773769306736,1.2342854471442621,1.2312612275358918
2013-04-02,1.2531889877223243,1.2534982633674452,1.2533436255448849,1.202798610693956,1.2448736659447994,1.240286068923112
2013-04-03,1.25073338562815,1.2534836203802295,1.2521085030041899,1.2027868963041837,1.2438349358793066,1.2402743545333395
2013-04-04,1.25455888225595,1.2567994392256636,1.2556791607408067,1.205439551380531,1.2478139184938275,1.2429270096096867
2013-04-05,1.2529190907038827,1.2548331933631307,1.2538761420335067,1.2038665546905045,1.2454544234587879,1.2413540129196603
2013-04-08,1.2494687163966587,1.2494409702432463,1.2494548433199526,1.199552776194597,1.2413672258880153,1.237040234423753
2013-04-09,1.251545969261345,1.2502638374558115,1.2509049033585784,1.2002110699646493,1.2425960258698656,1.237698528193805
2013-04-10,1.2591130116229485,1.2569027203562224,1.2580078659895855,1.2055221762849782,1.2495521135798537,1.243009634514134
2013-04-11,1.2614464745284857,1.2583125769449302,1.259879525736708,1.2066500615559441,1.2513342394847564,1.2441375197851
2013-04-12,1.2569781856215383,1.256741373360481,1.2568597794910097,1.2053930986883847,1.2504601488419267,1.2428805569175407
2013-04-15,1.2397006536893462,1.248308034904679,1.2440043442970128,1.198646427923743,1.2405761675976017,1.2361338861528988
2013-04-16,1.2467103301531828,1.2534822587831052,1.250096294468144,1.202785807026484,1.2469229377097313,1.2402732652556399
2013-04-17,1.2324376984226737,1.2393761767363078,1.2359069375794909,1.1915009413890463,1.2326141724844661,1.2289883996182023
2013-04-18,1.2289572055145916,1.2357523333831246,1.2323547694488584,1.1886018667064997,1.228744299012897,1.2260893249356557
2013-04-19,1.2352529557477183,1.2414033907607198,1.2383281732542193,1.193122712608576,1.2349862906342204,1.2306101708377317
2013-04-22,1.2333204920731518,1.2369840209583849,1.2351522565157684,1.1895872167667079,1.232489588708432,1.2270746749958636
2013-04-23,1.2368007042477764,1.2394113719139135,1.238106038080845,1.1915290975311308,1.2360843821788277,1.2290165557602866
2013-04-24,1.2384668926883886,1.2402055690510663,1.2393362308697276,1.192164455240853,1.2376097814298501,1.229651913470009
2013-04-25,1.244022136950655,1.245038562127419,1.244530349539037,1.1960308497019352,1.2422790405510473,1.2328058455564035
2013-04-26,1.24387105607384,1.2452603199422314,1.2445656880080356,1.1962082559537852,1.2421821810942362,1.2326289105950765
2013-04-29,1.2509866438605215,1.2518924164181047,1.251439530139313,1.2015139331344837,1.2501406968652844,1.2379345877757753
2013-04-30,1.2550349812744823,1.2560540051058018,1.2555444931901423,1.2048432040846413,1.2551346032905206,1.2412638587259328
2013-05-01,1.2508752507729208,1.2530350552242642,1.2519551529985926,1.2024280441794113,1.2515118634326756,1.2388486988207026
2013-05-02,1.2656958567513932,1.26962952252816,1.2676626896397765,1.215703618022528,1.2672290509824236,1.2522104727318148
2013-05-03,1.2780846977719018,1.283140245763823,1.2806124717678626,1.2265121966110584,1.280449620521542,1.2637209182771114
2013-05-06,1.2829095795730485,1.2887280408950124,1.2858188102340302,1.23098243271601,1.2853731293455297,1.269162352097573
2013-05-07,1.2820079336821464,1.2876166305202794,1.2848122821012131,1.2300933044162232,1.2845953903752916,1.267764359590906
2013-05-08,1.2963782769458874,1.3025069703079706,1.2994426236269292,1.2420055762463764,1.298456234335935,1.2813292056216012
2013-05-09,1.2964868248587542,1.3050567805456086,1.3007718027021813,1.244045424436487,1.299144000716497,1.2833715909853716
2013-05-10,1.2960046684335669,1.3044204457517354,1.3002125570926513,1.2435363566013884,1.2993851735217241,1.2843389070458249
2013-05-13,1.297509560940236,1.3069327959063748,1.3022211784233058,1.2455462367250998,1.3008637707257822,1.2880809639822877
2013-05-14,1.2971251199304925,1.304783780385898,1.300954450158195,1.2438270243087184,1.3005943335124623,1.284762401568381
2013-05-15,1.311233260645492,1.322914625278303,1.3170739429618976,1.2583317002226424,1.3158689637459555,1.3011118868381462
2013-05-16,1.3017259124297893,1.312547499151627,1.3071367057907082,1.2500379993213013,1.3064955311566004,1.2903882686608155
2013-05-17,1.3093573393886175,1.3212560920078444,1.3153067156982312,1.2570048736062756,1.3161259790390034,1.29735514294579
2013-05-20,1.318899509919468,1.3304428426394481,1.324671176279458,1.2643542741115583,1.3237616299147965,1.3047045434510725
2013-05-21,1.3255780149830345,1.3395359040780157,1.332556959530525,1.2716287232624126,1.3313274824868326,1.311257941793908
2013-05-22,1.3059249967592672,1.318782540687945,1.3123537687236062,1.255026032550356,1.3116086248217522,1.2946552510818516
2013-05-23,1.3055777109386764,1.3186390587524635,1.31210838484557,1.2549112470019708,1.3095069426133872,1.2945404655334665
2013-05-24,1.3101742681984079,1.3259134638479146,1.3180438660231613,1.2607307710783318,1.3140964735325613,1.3003599896098272
2013-05-27,1.315483254436527,1.3325496966455637,1.3240164755410455,1.2660397573164508,1.3194054597706804,1.3056689758479465
2013-05-28,1.3102946332243022,1.3253022699441337,1.317798451584218,1.260241815955307,1.3155366607045198,1.2998710344868027
2013-05-29,1.3088847494524902,1.3248521835610312,1.316868466506761,1.2598817468488248,1.3125127181204195,1.2995109653803205
2013-05-30,1.3157791309484517,1.3309779960563248,1.323378563502388,1.26478239684506,1.318796893197733,1.3044116153765555
2013-05-31,1.300973234425562,1.3186506766309787,1.3098119555282706,1.2549205413047828,1.3042319533940558,1.2945497598362785
2013-06-03,1.3070674626579666,1.3233886907380326,1.3152280766979993,1.2587109525904259,1.3090193497917555,1.2983401711219216
2013-06-04,1.3027377479959272,1.3195501358186745,1.311143941907301,1.2556401086549396,1.3048891281930024,1.295269327186435
2013-06-05,1.2891885601357016,1.307198120566505,1.2981933403511035,1.245758496453204,1.2904355404074723,1.2853877149846997
2013-06-06,1.2902332881125929,1.305757406666722,1.2979953473896573,1.2446059253333777,1.2908081788693422,1.2842351438648731
2013-06-07,1.2893508447822561,1.3031710280559907,1.2962609364191238,1.2425368224447924,1.2922584889026942,1.282166040976288
2013-06-10,1.288560892815185,1.3019572060969844,1.2952590494560847,1.2415657648775875,1.2908019025518866,1.2811949834090832
2013-06-11,1.2781773636385925,1.2923762864555135,1.285276825047053,1.233901029164411,1.2793047989821216,1.2735302476959065
2013-06-12,1.2713880001954605,1.2854057159263932,1.278396858060927,1.2283245727411145,1.2709401143471772,1.2679537912726102
2013-06-13,1.2781557434332882,1.2895439402031763,1.2838498418182323,1.2316351521625408,1.2788466407437595,1.2712643706940365
2013-06-14,1.267593276115671,1.2779439414669969,1.2727686087913341,1.2223551531735977,1.266808758194243,1.2619843717050934
2013-06-17,1.2754220720929306,1.285382206560874,1.2804021393269023,1.228305765248699,1.2760222957803138,1.2679349837801948
2013-06-18,1.2800799073749811,1.2900328082165027,1.285056357795742,1.232026246573202,1.2820045829359208,1.2716554651046974
2013-06-19,1.2657383055804756,1.2780741843181387,1.2719062449493073,1.222459347454511,1.2674656051483848,1.2620885659860064
2013-06-20,1.2384425224070024,1.2546670108795595,1.246554766643281,1.2037336087036474,1.2395605884586411,1.243362827235143
2013-06-21,1.238526065168878,1.254381127021834,1.2464535960953562,1.2035049016174673,1.2393649762185874,1.2431341201489627
2013-06-24,1.2325563777573587,1.2499465655628703,1.2412514716601144,1.1999572524502962,1.2332853513920563,1.2395864709817919
2013-06-25,1.2402089201621274,1.257749014377373,1.2489789672697502,1.2061992115018985,1.241450693706125,1.245828430033394
2013-06-26,1.2510812109338658,1.2716910092285176,1.2613861100811918,1.2173528073828142,1.2542203395278837,1.2569820259143096
2013-06-27,1.25242287348063,1.2726041928025706,1.2625135331416004,1.2180833542420566,1.2562507603856297,1.2577125727735523
2013-06-28,1.2483447804550432,1.2668779357711157,1.2576113581130794,1.2135023486168925,1.2515688151802524,1.253131567148388
2013-07-01,1.2572425096813378,1.2757099084797598,1.2664762090805488,1.2205679267838079,1.259826772029843,1.2601971453153036
2013-07-02,1.2597893238659632,1.2796050398123409,1.2696971818391518,1.2236840318498727,1.262758838908502,1.2633132503813682
2013-07-03,1.264821026065063,1.2854333795001778,1.2751272027826204,1.2283467036001423,1.2679548703872445,1.267975922131638
2013-07-04,1.2646084702403382,1.285167684719272,1.2748880774798053,1.2281341477754175,1.2677423145625197,1.2677633663069132
2013-07-05,1.2666380854555093,1.2879137601434045,1.277275922799457,1.2303310081147236,1.2710289931310148,1.2699602266462193
2013-07-08,1.2690822589361348,1.2892710852738383,1.2791766721049864,1.2314168682190707,1.2726491703037353,1.2710460867505664
2013-07-09,1.274858935537683,1.294872229896416,1.2848655827170494,1.2358977839171328,1.2783036006466668,1.2755270024486283
2013-07-10,1.2758997615170815,1.2958068625389056,1.2858533120279936,1.2366454900311246,1.280010995046541,1.27627470856262
2013-07-11,1.2888080699624784,1.306606824747191,1.2977074473548347,1.245285459797753,1.2930775752543404,1.2849146783292484
2013-07-12,1.2920405368739838,1.3109631814205618,1.3015018591472727,1.2487705451364495,1.2967063988391385,1.288399763667945
2013-07-15,1.2928602024342912,1.310669202058144,1.3017647022462178,1.2485353616465154,1.297654091949432,1.288164580178011
2013-07-16,1.2908536627516891,1.308427702383301,1.299640682567495,1.2467421619066408,1.295746477347823,1.2863713804381365
2013-07-17,1.2923355710059532,1.3099724275309204,1.301153999268437,1.2479779420247363,1.2979256599693154,1.2868882729006375
2013-07-18,1.2904122597113772,1.3061996020622173,1.298305930886797,1.2449596816497739,1.2946106987518404,1.2861393136056058
2013-07-19,1.2855968324026672,1.2996406495841037,1.2926187409933858,1.239712519667283,1.2875614965472995,1.2811377527955867
2013-07-22,1.2879398675741363,1.2994461021422095,1.2936929848581729,1.2395568817137674,1.2884041908732544,1.2815828379210243
2013-07-23,1.290183523922746,1.302336317794146,1.296259920858446,1.2418690542353168,1.2899900430161853,1.2837241191339255
2013-07-24,1.2868820896601962,1.300307258581625,1.2935946741209108,1.2402458068653,1.2885723174909387,1.281931950418122
2013-07-25,1.2918898311151592,1.3047406824936831,1.2983152568044212,1.2437925459949464,1.2932582590301276,1.2847594446318011
2013-07-26,1.2943017850843417,1.307993888468785,1.3011478367765634,1.2463951107750277,1.2961658868209596,1.2919493546166014
2013-07-29,1.2879529770518543,1.301770761606564,1.294861869329209,1.241416609285251,1.2896882412145008,1.2879390903897965
2013-07-30,1.2920086154227957,1.3066435454330423,1.2993260804279192,1.2453148363464337,1.2942670195451744,1.2940670592863865
2013-07-31,1.2937417233828232,1.3085669412683112,1.3011543323255674,1.246853553014649,1.29611244944239,1.2972792130720958
2013-08-01,1.308609926917518,1.3246358351671197,1.316622881042319,1.2597086681336958,1.3121972672924638,1.310623893184794
2013-08-02,1.3155067871350514,1.3317802447731213,1.3236435159540865,1.265424195818497,1.3193865775329843,1.3186308146398613
2013-08-05,1.3181072842925847,1.3355712628977412,1.326839273595163,1.268457010318193,1.3222370131932366,1.3223139993011235
2013-08-06,1.3175539477586058,1.3373869129979297,1.3274704303782674,1.2699095303983439,1.3224864270651926,1.324810576086716
2013-08-07,1.3119083080370322,1.331293637751673,1.3216009728943525,1.2650349102013385,1.3168023516466518,1.320042030683958
2013-08-08,1.3194203442607801,1.337332203113458,1.328376273687119,1.2698657624907663,1.323404797338961,1.3270147768322405
2013-08-09,1.3208053429871307,1.339589592070256,1.3301974675286934,1.2716716736562048,1.3247825558980741,1.3289240287815234
2013-08-12,1.3284873562308412,1.348063958230595,1.3382756572307184,1.2784511665844758,1.331856695735326,1.3373256396859245
2013-08-13,1.332354479700461,1.3528819491027622,1.3426182144016114,1.2823055592822097,1.337221669402977,1.3433836302781748
2013-08-14,1.3307584499597667,1.3510976036345657,1.3409280267971662,1.2808780829076525,1.3353117872808578,1.34341360838923
2013-08-15,1.3207645320568706,1.3411811714034927,1.3309728517301818,1.272944937122794,1.323864373967673,1.3350861797955946
2013-08-16,1.3219547088351737,1.342682040763949,1.3323183747995613,1.274145632611159,1.3249741222882676,1.3340918528244785
2013-08-19,1.3173009721863826,1.3391816065213837,1.3282412893538833,1.271345285217107,1.3212922788779584,1.3314863130090833
2013-08-20,1.317018522064408,1.3372859312339604,1.3271522266491842,1.2698287449871681,1.32027920796941,1.3309381597654357
2013-08-21,1.312147590320709,1.3338999181110807,1.3230237542158947,1.2671199344888644,1.3160421765308814,1.3310894669259394
2013-08-22,1.3163741005924938,1.3362228648914865,1.3262984827419901,1.2689782919131891,1.320128497483426,1.332838403612612
2013-08-23,1.316052158753896,1.3326374690684062,1.324344813911151,1.266109975254725,1.3188929266954053,1.3288662238195026
2013-08-26,1.3204082092211058,1.3385766201019118,1.3294924146615088,1.2708612960815295,1.323153312091408,1.3342900678810021
2013-08-27,1.3059218643860728,1.3247584445587475,1.3153401544724102,1.2598067556469978,1.3071197608862097,1.323428382951068
