scope_new,window,ma,days,start_new,end_new,n_days_new,annual_new,vol_new,sharpe_new,max_dd_new,calmar_new,total_return_new,annual_delta_new,sharpe_delta_new,max_dd_delta_new,signal_days_new,signal_days_pct_new,defense_days_new,defense_days_pct_new,switch_count_new,scope_old,start_old,end_old,n_days_old,annual_old,vol_old,sharpe_old,max_dd_old,calmar_old,total_return_old,annual_delta_old,sharpe_delta_old,max_dd_delta_old,signal_days_old,signal_days_pct_old,defense_days_old,defense_days_pct_old,switch_count_old
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,55,13,2016-05-03,2026-04-30,2426,32.61426795846374,13.176812388485642,2.2901742127390405,-11.380932944868682,2.8656937103885256,1577.7521520014752,0.7774494564904337,0.1127983684366125,0.8206794962810182,204,8.408903544929926,204,8.408903544929926,46,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,32.61426795846374,13.17952897698755,2.289702157861772,-11.380932944868682,2.8656937103885256,1577.7521520014752,0.7774494564904337,0.1127751182315961,0.8206794962810182,204,8.408903544929926,204,8.408903544929926,46
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,55,13,2021-04-30,2026-04-30,1208,34.663606038806314,15.72635947897189,2.053417677119072,-10.821260799832011,3.2032871843680573,342.7542436304745,2.2667636549607195,0.1757053399822639,1.3803516413177004,96,7.9470198675496695,96,7.9470198675496695,34,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,34.663606038806314,15.732872777854984,2.0525675766160205,-10.821260799832013,3.2032871843680573,342.7542436304745,2.2667636549607195,0.1756325992049869,1.3803516413177004,96,7.947019867549669,96,7.947019867549669,34
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,55,13,2023-05-04,2026-04-30,723,31.35498460746442,14.619298777149236,2.018377258525712,-10.015257329125692,3.1307218154325382,126.00788432854645,3.796311264547338,0.3035122050661381,2.186355112024053,81,11.20331950207469,81,11.20331950207469,24,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,31.35498460746442,14.629419442104671,2.016980940642556,-10.015257329125692,3.1307218154325382,126.00788432854644,3.796311264547338,0.3033022346466345,2.186355112024053,81,11.20331950207469,81,11.20331950207469,24
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,full,60,13,2010-02-02,2026-04-30,3940,30.972057327380554,11.290579468098422,2.5396791050060012,-11.380932944868661,2.721398806004298,7894.099116582032,-0.08352035179426309,0.08535810334840654,0.8206794962810395,296,7.5126903553299496,296,7.5126903553299496,50,microcap_v1_0_costed_broad_own_volume_only_half,2010-02-02,2026-04-30,3940,30.972057327380558,11.29201255555334,2.539356790250594,-11.38093294486866,2.721398806004298,7894.099116582032,-0.083520351794263,0.0853472704143762,0.8206794962810395,296,7.512690355329949,296,7.512690355329949,50
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,60,13,2016-05-03,2026-04-30,2426,32.49079582510479,13.022411478087303,2.3083461412063837,-11.380932944868672,2.854844675959007,1562.2113586085216,0.6539773231314818,0.13097029690395567,0.8206794962810289,245,10.098928276999175,245,10.098928276999175,44,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,32.49079582510479,13.025096234631256,2.307870340698144,-11.380932944868672,2.854844675959007,1562.2113586085216,0.6539773231314818,0.1309433010679677,0.8206794962810289,245,10.098928276999176,245,10.098928276999176,44
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,60,13,2021-04-30,2026-04-30,1208,34.260645278620046,15.46177189867691,2.065654352751524,-10.821260799832045,3.1660493090742072,336.1702845428561,1.8638028947744516,0.1879420156147158,1.3803516413176666,140,11.589403973509933,140,11.589403973509933,32,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,34.260645278620046,15.468175614792706,2.064799186350664,-10.821260799832045,3.1660493090742072,336.1702845428561,1.863802894774452,0.18786420893963,1.3803516413176666,140,11.589403973509931,140,11.589403973509931,32
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_3y,60,13,2023-05-04,2026-04-30,723,30.693979553463713,14.436729451921565,2.005613421785848,-10.015392780114995,3.0646805599481732,122.62460267636351,3.1353062105466307,0.29074836832627393,2.18621966103475,110,15.214384508990317,110,15.214384508990317,24,microcap_v1_0_costed_broad_own_volume_only_half,2023-05-04,2026-04-30,723,30.693979553463716,14.446723727574758,2.004225933953378,-10.015392780114995,3.064680559948173,122.62460267636352,3.1353062105466307,0.290547227957457,2.18621966103475,110,15.214384508990316,110,15.214384508990316,24
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,full,65,13,2010-02-02,2026-04-30,3940,30.957899722656723,11.262688793770963,2.5446770938396224,-12.201612441149724,2.5371974295996935,7880.078706578206,-0.09767795651809408,0.09035609218202767,-2.3092638912203256e-14,285,7.233502538071066,285,7.233502538071066,50,microcap_v1_0_costed_broad_own_volume_only_half,2010-02-02,2026-04-30,3940,30.957899722656723,11.264118341126313,2.544354144781422,-12.201612441149724,2.537197429599693,7880.078706578206,-0.097677956518094,0.0903446249452049,-2.3092638912203256e-14,285,7.233502538071066,285,7.233502538071066,50
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_10y,65,13,2016-05-03,2026-04-30,2426,32.445035425991755,12.992236817573843,2.310623182136249,-12.201612441149756,2.659077690139654,1556.4847197041765,0.6082169240184463,0.1332473378338208,-5.5067062021407764e-14,230,9.480626545754328,230,9.480626545754328,42,microcap_v1_0_costed_broad_own_volume_only_half,2016-05-03,2026-04-30,2426,32.445035425991755,12.994915353179575,2.310146912280188,-12.201612441149756,2.659077690139654,1556.4847197041763,0.6082169240184463,0.1332198726500117,-5.506706202140776e-14,230,9.480626545754328,230,9.480626545754328,42
microcap_v1_0_costed_broad_own_volume_only_half_official_logic,last_5y,65,13,2021-04-30,2026-04-30,1208,34.167994082067075,15.410746655001233,2.0672720161965707,-12.201612441149745,2.800285146480809,334.66759374036184,1.7711516982214803,0.18955967905976268,-3.375077994860476e-14,125,10.347682119205299,125,10.347682119205299,30,microcap_v1_0_costed_broad_own_volume_only_half,2021-04-30,2026-04-30,1208,34.167994082067075,15.417129238275503,2.0664161800944,-12.201612441149743,2.800285146480809,334.66759374036184,1.7711516982214803,0.1894812026833665,-3.3750779948604765e-14,125,10.3476821192053,125,10.3476821192053,30
