fold,variant,config_id,equity_lb,real_lb,bond_lb,btc_lb,btc_thr,train_sharpe,train_cagr,train_max_dd,test_sharpe,test_cagr,test_max_dd,test_total_return
F1,optimized,eq80_ra140_bd100_btc60_thr00,80,140,100,60,0.0,0.9788292943354843,0.1657237115832233,-0.2226160545119191,0.3336203747210942,0.042108701601673904,-0.16952823685937277,0.17910913143482143
F1,baseline,baseline_160_uniform,160,160,160,160,0.0,0.7959877934182549,0.1349292359252583,-0.20681096023783535,0.5833848764735733,0.08779122685054253,-0.20218184438763237,0.39952962160608085
F2,optimized,eq200_ra140_bd100_btc60_thr00,200,140,100,60,0.0,0.8370708954666343,0.135917843895772,-0.20674323320344415,0.6195164127733795,0.053492447416542355,-0.09035610659825491,0.23158316680803592
F2,baseline,baseline_160_uniform,160,160,160,160,0.0,0.728724744925645,0.12056786065303093,-0.20681096023783535,1.3193368306321114,0.2492347565179467,-0.11005131889283694,1.4339499198494354
F3,optimized,eq80_ra140_bd100_btc60_thr00,80,140,100,60,0.0,0.8517072032018297,0.14003828757584813,-0.23551548676915773,0.6106714606912778,0.11716307094288703,-0.19394026127715372,0.7805815021703721
F3,baseline,baseline_160_uniform,160,160,160,160,0.0,0.8587252431204544,0.14894545038967189,-0.20681096023783535,0.4693042727063653,0.08921290178742858,-0.19472603451751297,0.5604892637945003
