scope,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days_pct,defense_days_pct,switch_count
dk_sleeve,full,30,4,2015-04-03,2026-04-17,2684,31.681029062731938,19.4525623621438,1.5638048832539906,-16.439019462727668,1.9271848381567167,1986.500308139442,-1.0248219156782952,0.027702219130919747,3.567194224623737,10.506706408345751,10.506706408345751,208
dk_sleeve,last_10y,30,4,2016-04-18,2026-04-17,2430,33.24930407063253,19.548698378800104,1.6200784588244739,-16.43901946272769,2.022584385037011,1662.53408267806,-1.0381738382325523,0.02822786675530997,3.567194224623748,10.2880658436214,10.2880658436214,178
dk_sleeve,last_5y,30,4,2021-04-19,2026-04-17,1211,35.573888503020854,20.101072577868052,1.6738854637924516,-16.06345550066929,2.2145850562189846,357.15769748465755,-1.8919285624975615,0.009893921359898972,1.308545216874112,12.303881090008257,12.386457473162675,97
dk_sleeve,last_3y,30,4,2023-04-17,2026-04-17,727,34.595178518912675,20.517019319538324,1.608177719202705,-16.06345550066931,2.153657319713757,143.88035828245074,-0.12897062479777333,0.07910379063602035,1.3085452168741263,14.855570839064649,14.855570839064649,64
dk_sleeve,full,35,4,2015-04-03,2026-04-17,2684,31.604981526573628,19.374224080024636,1.5662698258334187,-16.43901946272769,1.9225587997040723,1973.236992417385,-1.100869451836605,0.030167161710347834,3.567194224623716,11.289120715350224,11.289120715350224,222
dk_sleeve,last_10y,35,4,2016-04-18,2026-04-17,2430,33.143353131887146,19.48008900229027,1.620882362488346,-16.4390194627277,2.0161392963268456,1648.5753411106316,-1.1441247769779395,0.029031770419182035,3.567194224623737,10.864197530864198,10.864197530864198,192
dk_sleeve,last_5y,35,4,2021-04-19,2026-04-17,1211,35.21599465184006,20.033392221974445,1.6651685686865272,-16.357008894450832,2.1529605369223224,351.16269424190756,-2.249822413678352,0.0011770262539745335,1.0149918230925685,12.881915772089183,12.964492155243601,103
dk_sleeve,last_3y,35,4,2023-04-17,2026-04-17,727,33.760471736910034,20.500297061827087,1.577721252696818,-16.357008894450797,2.0639758744866525,139.37006728559496,-0.9636774068004144,0.04864732413013351,1.0149918230926396,15.268225584594223,15.268225584594223,64
dk_sleeve,full,40,4,2015-04-03,2026-04-17,2684,31.986729498200827,19.353459215345772,1.583260165845976,-16.43901946272773,1.9457808642860053,2040.599188993369,-0.7191214802094059,0.047157501722905115,3.567194224623673,11.847988077496275,11.847988077496275,222
dk_sleeve,last_10y,40,4,2016-04-18,2026-04-17,2430,33.51275367407543,19.47792963856958,1.6357916060145044,-16.43901946272768,2.0386102559254926,1697.6785585241207,-0.7747242347896588,0.043941013945340446,3.5671942246237585,11.316872427983538,11.316872427983538,194
dk_sleeve,last_5y,40,4,2021-04-19,2026-04-17,1211,34.689760829975945,19.933539401023864,1.6521511082003637,-16.357008894450765,2.1207887734135,342.46221224089356,-2.7760562355424696,-0.011840434232188946,1.014991823092636,14.203137902559867,14.285714285714285,109
dk_sleeve,last_3y,40,4,2023-04-17,2026-04-17,727,32.58341004879011,20.467372826620018,1.5349598652438852,-16.357008894450775,1.9920151819348981,133.1048952829338,-2.1407390949203418,0.005885936677200609,1.014991823092661,16.368638239339752,16.368638239339752,70
dk_sleeve,full,45,4,2015-04-03,2026-04-17,2684,31.830007059833832,19.36703101688502,1.5759234716671615,-16.999114590471976,1.8724508791578234,2012.7071908167125,-0.8758439185764004,0.039820807544090675,3.007099096879429,11.959761549925485,11.959761549925485,216
dk_sleeve,last_10y,45,4,2016-04-18,2026-04-17,2430,33.50708198665875,19.476534450784936,1.6356682770301993,-16.999114590471986,1.971107483765036,1696.9153552938703,-0.7803959222063384,0.04381768496103544,3.0070990968794504,11.440329218106996,11.440329218106996,188
dk_sleeve,last_5y,45,4,2021-04-19,2026-04-17,1211,34.97590329362086,19.919615749818988,1.6642514766193335,-16.99911459047193,2.057513237379139,347.176335784035,-2.4899137718975553,0.00025993418678083025,0.37288612707147095,14.698596201486374,14.781172584640792,101
dk_sleeve,last_3y,45,4,2023-04-17,2026-04-17,727,33.443013195650884,20.454941926493714,1.5686691593776123,-16.999114590471976,1.9673385350549806,137.66940567339185,-1.281135948059564,0.03959523081092775,0.3728861270714603,17.1939477303989,17.1939477303989,64
dk_sleeve,full,50,4,2015-04-03,2026-04-17,2684,31.531404124857374,19.33403901290368,1.566112692948108,-16.999114590471955,1.8548850857521018,1960.4775131110966,-1.1744468535528583,0.030010028825037116,3.0070990968794504,12.332339791356185,12.332339791356185,224
dk_sleeve,last_10y,50,4,2016-04-18,2026-04-17,2430,33.2317549020404,19.45657312847641,1.6261361717931202,-16.999114590471976,1.9549109293413929,1660.215121530816,-1.0557230068246852,0.034285579723956294,3.007099096879461,11.68724279835391,11.68724279835391,194
dk_sleeve,last_5y,50,4,2021-04-19,2026-04-17,1211,34.8849271972763,19.885023352989535,1.6632726560037279,-16.999114590471997,2.0521614235619836,345.6731940423339,-2.5808898682421173,-0.0007188864288247832,0.37288612707140345,14.86374896779521,14.94632535094963,109
dk_sleeve,last_3y,50,4,2023-04-17,2026-04-17,727,33.27523221393951,20.444709836593155,1.5629437540114142,-16.999114590471997,1.9574685514850447,136.77384677971122,-1.4489169297709381,0.03386982544472961,0.372886127071439,16.91884456671252,16.91884456671252,68
dk_sleeve,full,55,4,2015-04-03,2026-04-17,2684,31.8610121742404,19.283566126173426,1.5831691570777335,-16.999114590471997,1.874274804412372,2018.198822907392,-0.8448388041698323,0.0470664929546627,3.007099096879408,12.704918032786885,12.704918032786885,230
