scope,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days_pct,defense_days_pct,switch_count
pv_combo_scale_dk_only,full,10,2,2020-06-02,2026-04-17,2146,31.080978542262795,10.542651374089274,1.8237304552645264,-9.891717229718411,3.142121617557357,390.08799641975077,-0.7852393573924523,-0.032887887819723405,-0.34856654775207296,13.187325256290775,13.187325256290775,172
pv_combo_scale_dk_only,last_10y,10,2,2020-06-02,2026-04-17,2146,31.080978542262795,10.542651374089274,1.8237304552645264,-9.891717229718411,3.142121617557357,390.08799641975077,-0.7852393573924523,-0.032887887819723405,-0.34856654775207296,13.187325256290775,13.187325256290775,172
pv_combo_scale_dk_only,last_5y,10,2,2021-04-17,2026-04-17,1827,27.08070038344712,10.133726251915416,1.6819457960168118,-9.891717229718367,2.737714772323526,231.38035579743894,-0.7469543280034685,-0.033829228841061765,-0.3485665477520161,13.409961685823754,13.464696223316913,147
pv_combo_scale_dk_only,last_3y,10,2,2023-04-17,2026-04-17,1097,36.661040510669274,11.144163322453378,1.988409600678432,-9.891717229718388,3.706236203409243,155.28600840679724,-0.15380910284599025,-0.0021485050021110563,-0.3485665477520161,15.04102096627165,15.04102096627165,98
pv_combo_scale_dk_only,full,10,4,2020-06-02,2026-04-17,2146,31.168246009998057,10.550422196443927,1.8268174225877691,-9.902986163963135,3.147358331512063,392.00723204948105,-0.6979718896571896,-0.029800920496480643,-0.3598354819967966,7.548928238583411,7.548928238583411,92
pv_combo_scale_dk_only,last_10y,10,4,2020-06-02,2026-04-17,2146,31.168246009998057,10.550422196443927,1.8268174225877691,-9.902986163963135,3.147358331512063,392.00723204948105,-0.6979718896571896,-0.029800920496480643,-0.3598354819967966,7.548928238583411,7.548928238583411,92
pv_combo_scale_dk_only,last_5y,10,4,2021-04-17,2026-04-17,1827,27.234708662325247,10.140862602411495,1.689072965862015,-9.902986163963135,2.7501511373844054,233.39294080479021,-0.5929460491253415,-0.026702058995858646,-0.35983548199678417,8.319649698960044,8.374384236453201,85
pv_combo_scale_dk_only,last_3y,10,4,2023-04-17,2026-04-17,1097,36.71684333352228,11.14431242114322,1.9909111064732086,-9.902986163963124,3.707653704206367,155.59893046083414,-0.09800627999298683,0.0003530007926655365,-0.3598354819967522,10.118505013673655,10.118505013673655,58
pv_combo_scale_dk_only,full,10,6,2020-06-02,2026-04-17,2146,31.517129844066073,10.568432981848266,1.8412305033790755,-9.694618485361506,3.2509922790314754,399.7425036037784,-0.3490880555891742,-0.015387839705174322,-0.15146780339516752,4.240447343895619,4.240447343895619,56
pv_combo_scale_dk_only,last_10y,10,6,2020-06-02,2026-04-17,2146,31.517129844066073,10.568432981848266,1.8412305033790755,-9.694618485361506,3.2509922790314754,399.7425036037784,-0.3490880555891742,-0.015387839705174322,-0.15146780339516752,4.240447343895619,4.240447343895619,56
pv_combo_scale_dk_only,last_5y,10,6,2021-04-17,2026-04-17,1827,27.462657696465875,10.160467958885627,1.6981664673395591,-9.69461848536154,2.832773433831699,236.38972155259975,-0.3649970149847128,-0.01760855751831447,-0.15146780339518884,4.81663929939792,4.81663929939792,54
pv_combo_scale_dk_only,last_3y,10,6,2023-04-17,2026-04-17,1097,36.71092022124653,11.165182670179426,1.9871320113566286,-9.69461848536154,3.7867318117446764,155.56570366350303,-0.1039293922687321,-0.003426094323914386,-0.15146780339516752,6.563354603463993,6.563354603463993,42
pv_combo_scale_dk_only,full,10,8,2020-06-02,2026-04-17,2146,31.60238732693439,10.570902006053704,1.8450555860503266,-9.615100335260573,3.2867454550673654,401.64804986217365,-0.2638305727208561,-0.011562757033923177,-0.07194965329423475,2.7027027027027026,2.7027027027027026,36
pv_combo_scale_dk_only,last_10y,10,8,2020-06-02,2026-04-17,2146,31.60238732693439,10.570902006053704,1.8450555860503266,-9.615100335260573,3.2867454550673654,401.64804986217365,-0.2638305727208561,-0.011562757033923177,-0.07194965329423475,2.7027027027027026,2.7027027027027026,36
pv_combo_scale_dk_only,last_5y,10,8,2021-04-17,2026-04-17,1827,27.559727525303046,10.163530104140603,1.7028532584808052,-9.615100335260573,2.8662964050656643,237.67239447044335,-0.2679271861475421,-0.012921766377068433,-0.07194965329422232,3.0103995621237,3.0103995621237,34
pv_combo_scale_dk_only,last_3y,10,8,2023-04-17,2026-04-17,1097,36.625242777309495,11.167636704343288,1.9828462333658052,-9.615100335260562,3.809137866507451,155.08540221070515,-0.189606836205769,-0.0077118723147378,-0.07194965329419034,4.102096627164995,4.102096627164995,26
pv_combo_scale_dk_only,full,10,10,2020-06-02,2026-04-17,2146,31.84240087653365,10.578831673441364,1.855638089381864,-9.482739240878724,3.35793277318706,407.0448728072507,-0.02381702312159817,-0.0009802537023857472,0.06041144108761465,1.0251630941286114,1.0251630941286114,10
pv_combo_scale_dk_only,last_10y,10,10,2020-06-02,2026-04-17,2146,31.84240087653365,10.578831673441364,1.855638089381864,-9.482739240878724,3.35793277318706,407.0448728072507,-0.02381702312159817,-0.0009802537023857472,0.06041144108761465,1.0251630941286114,1.0251630941286114,10
