scope,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days_pct,defense_days_pct,switch_count
dk_sleeve,full,40,16,2015-04-03,2026-04-17,2684,32.761116008688184,20.109402952697724,1.5612654031408562,-17.462105980216492,1.8761262842983855,2183.3967221909124,0.055265030277951155,0.02516273901778532,2.5441077071349127,2.7570789865871834,2.7570789865871834,62
