mode,ma_window,slope_window,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days,start,end,rows,cagr,max_dd,sharpe,calmar,avg_weight,avg_turnover
formal,60,20,20,0.2,1.0,0.5,,2016-05-04,2026-04-30,2428,0.2905951128270472,-0.19518424476127205,1.4772164697811707,1.4888246394193918,0.6857013575142238,0.25196380474367075
formal,60,20,20,0.2,1.0,0.5,0.0,2016-05-04,2026-04-30,2428,0.2926704070903696,-0.2312364453014667,1.3361562860519374,1.2656759478758224,0.7052993757892587,0.2566435778775928
formal,60,20,20,0.2,1.0,0.5,3.0,2016-05-04,2026-04-30,2428,0.2914810678014117,-0.1954831300986828,1.478430891666865,1.4910804203629628,0.6927913668018489,0.2523681292719523
formal,60,20,20,0.2,1.0,0.5,5.0,2016-05-04,2026-04-30,2428,0.29036603868335287,-0.19518424476127183,1.4762662876784896,1.4876510091195991,0.6878634994658399,0.2519638937530353
formal,60,20,20,0.2,1.0,0.5,10.0,2016-05-04,2026-04-30,2428,0.2905951128270472,-0.19518424476127205,1.4772164697811707,1.4888246394193918,0.6857013575142238,0.25196380474367075
formal,60,20,20,0.2,1.0,1.0,,2016-05-04,2026-04-30,2428,0.31033759484953816,-0.2330990130532633,1.3684114987012415,1.331355250219896,0.7309753759455921,0.2640483429984042
formal,60,20,20,0.2,1.03,0.5,,2016-05-04,2026-04-30,2428,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,0.6825946478720907,0.24509656385207917
formal,60,20,20,0.2,1.03,0.5,0.0,2016-05-04,2026-04-30,2428,0.3032880701468659,-0.22739129207867426,1.373595731439835,1.3337716997620663,0.7024255320789542,0.24987540495604102
formal,60,20,20,0.2,1.03,0.5,3.0,2016-05-04,2026-04-30,2428,0.3034166238030447,-0.19190199920565387,1.5262802591739932,1.5811019429656121,0.6896846587186537,0.24550089057611268
formal,60,20,20,0.2,1.03,0.5,5.0,2016-05-04,2026-04-30,2428,0.3022912930123971,-0.19160178344553136,1.524206270451891,1.5777060504154055,0.6847567899845672,0.24509665418747295
formal,60,20,20,0.2,1.03,0.5,10.0,2016-05-04,2026-04-30,2428,0.30252248067925946,-0.19160178344553136,1.5251547846816644,1.578912655399477,0.6825946478720907,0.24509656385207917
formal,60,20,20,0.2,1.03,1.0,,2016-05-04,2026-04-30,2428,0.32103048917849253,-0.22897366101897698,1.4045301365386536,1.4020411245111988,0.7281071740135773,0.25714773411722164
formal,60,20,20,0.2,1.06,0.5,,2016-05-04,2026-04-30,2428,0.30091015789460007,-0.19160178344553191,1.5187701140425092,1.5704976878784747,0.6822679495017911,0.24029773270695076
formal,60,20,20,0.2,1.06,0.5,0.0,2016-05-04,2026-04-30,2428,0.3016795008385742,-0.2273912920786748,1.3678810863236306,1.3266976852138934,0.7020848593980561,0.2450766137920591
formal,60,20,20,0.2,1.06,0.5,3.0,2016-05-04,2026-04-30,2428,0.30180319421459667,-0.1919019992056542,1.5199072751415315,1.5726943724602132,0.6893579601817591,0.2407020593877774
formal,60,20,20,0.2,1.06,0.5,5.0,2016-05-04,2026-04-30,2428,0.3006792564025633,-0.19160178344553191,1.517821318145631,1.5692925764860621,0.6844300916142676,0.24029782304234454
formal,60,20,20,0.2,1.06,0.5,10.0,2016-05-04,2026-04-30,2428,0.30091015789460007,-0.19160178344553191,1.5187701140425092,1.5704976878784747,0.6822679495017911,0.24029773270695076
formal,60,20,20,0.2,1.06,1.0,,2016-05-04,2026-04-30,2428,0.31938941285216793,-0.22897366101897698,1.3989053021425981,1.3948740280031484,0.7277624300808132,0.25235394333301175
formal,60,20,20,0.2,1.1,0.5,,2016-05-04,2026-04-30,2428,0.2966979073619991,-0.19160178344553103,1.4979367821905565,1.5485132863929996,0.6884757011880465,0.24056130411235835
formal,60,20,20,0.2,1.1,0.5,0.0,2016-05-04,2026-04-30,2428,0.2978261738771275,-0.22739129207867437,1.3517345291144058,1.3097518869547722,0.7082919416233981,0.24415083260877588
formal,60,20,20,0.2,1.1,0.5,3.0,2016-05-04,2026-04-30,2428,0.2977530522743803,-0.19190199920565254,1.4999973898178143,1.5515891106235535,0.69556668931639,0.24039373389618335
formal,60,20,20,0.2,1.1,0.5,5.0,2016-05-04,2026-04-30,2428,0.2964677535118543,-0.19160178344553103,1.496990140648092,1.5473120770618234,0.690637843300523,0.24056139444775218
formal,60,20,20,0.2,1.1,0.5,10.0,2016-05-04,2026-04-30,2428,0.2966979073619991,-0.19160178344553103,1.4979367821905565,1.5485132863929996,0.6884757011880465,0.24056130411235835
formal,60,20,20,0.2,1.1,1.0,,2016-05-04,2026-04-30,2428,0.31548327457682745,-0.22897366101897632,1.3832047722841334,1.3778146935017195,0.7339702141202413,0.2514271613074001
