ma_window,slope_window,segment,start,end,rows,avg_weight,avg_turnover,cagr,vol,sharpe,max_dd,calmar,total_return,final_nav,mode,r2_window,r2_threshold,switch_buffer,entry_fraction,entry_wait_days
60,20,last_1y,2025-05-06,2026-04-30,242,0.6903409090909091,0.19834710743801653,0.9713902096898215,0.19544244058905041,3.5422305247178736,-0.062068609892664495,15.650265268863771,0.948626365068199,1.948626365068199,formal,20,0.2,1.1,0.5,10.0
60,20,last_3y,2023-05-04,2026-04-30,726,0.6127023375888814,0.19515978892393387,0.444451360247494,0.19513443213050108,1.9892376720520841,-0.11939125635642012,3.7226458101811755,2.002403835619703,3.002403835619703,formal,20,0.2,1.1,0.5,10.0
60,20,last_5y,2021-05-06,2026-04-30,1210,0.6910201628839073,0.2221578568254347,0.32592703055977745,0.18353737723238656,1.6349408976471336,-0.1745683979030611,1.8670448630729068,3.0785108188441246,4.078510818844125,formal,20,0.2,1.1,0.5,10.0
60,20,last_10y,2016-05-04,2026-04-30,2428,0.6884757011880465,0.24056130411235835,0.2966979073619991,0.18553246044356336,1.4979367821905565,-0.19160178344553103,1.5485132863929996,12.396701740907725,13.396701740907725,formal,20,0.2,1.1,0.5,10.0
60,20,full_common,2010-09-29,2026-04-30,3785,0.7031702610233378,0.2396840427155179,0.30876603827554994,0.20793885661466388,1.4040499876555925,-0.35548038980796093,0.8685881053589279,65.24601403698263,66.24601403698263,formal,20,0.2,1.1,0.5,10.0
60,20,last_1y,2025-05-06,2026-04-30,242,0.7252066115702479,0.20919421487603307,0.9626737746718472,0.20056485880617592,3.434861549357023,-0.07060636075927462,13.63437747420502,0.9401576883799063,1.9401576883799063,formal,20,0.2,1.1,1.0,
60,20,last_3y,2023-05-04,2026-04-30,726,0.6330761910384058,0.20378169804785307,0.5315857537224573,0.26863851799099603,1.7183077049795155,-0.14885455934126512,3.571175488845724,2.5770344205066036,3.5770344205066036,formal,20,0.2,1.1,1.0,
60,20,last_5y,2021-05-06,2026-04-30,1210,0.7226143096643658,0.23105001056424904,0.38331914406807877,0.23609900659502203,1.4917809983527335,-0.1979024976259084,1.9369090772803697,4.037331515539318,5.037331515539318,formal,20,0.2,1.1,1.0,
60,20,last_10y,2016-05-04,2026-04-30,2428,0.7339702141202413,0.2514271613074001,0.31548327457682745,0.21511379345748644,1.3832047722841334,-0.22897366101897632,1.3778146935017195,14.466289558868862,15.466289558868862,formal,20,0.2,1.1,1.0,
60,20,full_common,2010-09-29,2026-04-30,3785,0.7473850037538474,0.2497216168746274,0.309752067614669,0.22829669612520836,1.2996834955472774,-0.3782677623570452,0.8188698547414026,66.0280914345184,67.0280914345184,formal,20,0.2,1.1,1.0,
