scope,window,ma,days,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return,annual_delta,sharpe_delta,max_dd_delta,signal_days,signal_days_pct,defense_days,defense_days_pct,switch_count
microcap_v1_0_costed_broad_own_volume_only_half,full,20,2,2010-02-02,2026-04-30,3940,25.685415983113067,10.484062588284397,2.318102845363712,-10.954601546627874,2.3447147642736255,3994.5592207743225,-5.37016169606175,-0.1359066744725057,1.2470108945218268,830,21.065989847715734,830,21.065989847715734,400
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,2,2016-05-03,2026-04-30,2426,25.66986562467346,12.002589533655147,2.036373470610846,-10.954601546627863,2.343295236746915,880.303665937208,-6.166952877299849,-0.14055356901933003,1.2470108945218374,675,27.823577906018137,676,27.86479802143446,319
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,2,2021-04-30,2026-04-30,1208,26.461177960257174,14.315846135970236,1.782582523855487,-10.95460154662784,2.415530847710543,223.38236167967085,-5.93566442358842,-0.09435245355554644,1.2470108945218712,351,29.05629139072848,351,29.05629139072848,148
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,2,2023-05-04,2026-04-30,723,20.531718166394718,12.956315027339263,1.5673803961238562,-9.69860169885135,2.116977148244616,74.77180823051546,-7.026955176522364,-0.14629830987206494,2.503010742298395,260,35.9612724757953,260,35.9612724757953,98
microcap_v1_0_costed_broad_own_volume_only_half,full,20,4,2010-02-02,2026-04-30,3940,28.836221872883527,11.039894638487318,2.439941890398463,-10.77628791341656,2.675895642782726,6020.937836346114,-2.21935580629129,-0.014067629437754636,1.4253245277331406,490,12.436548223350254,490,12.436548223350254,226
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,4,2016-05-03,2026-04-30,2426,29.499099712491628,12.697667192744136,2.177182848358064,-10.776287913416594,2.737408275419677,1223.0970409885078,-2.3377187894816807,0.0002558087278878851,1.4253245277331068,405,16.694146743610883,406,16.735366859027206,183
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,4,2021-04-30,2026-04-30,1208,30.976713226258813,15.167695472617302,1.9321736277651305,-10.776287913416526,2.874525390853066,285.38093361104103,-1.420129157586782,0.05523865035409692,1.425324527733185,221,18.294701986754966,221,18.294701986754966,88
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,4,2023-05-04,2026-04-30,723,25.377050836802127,13.93727826302105,1.7614059533970252,-9.713677946820365,2.6125069181554395,96.62817625630997,-2.1816225061149552,0.04772724740110412,2.48793449432938,174,24.066390041493776,174,24.066390041493776,64
microcap_v1_0_costed_broad_own_volume_only_half,full,20,6,2010-02-02,2026-04-30,3940,29.97814318118719,11.378741455522862,2.4512636301562014,-10.77628791341657,2.7818617525858924,6963.962310098337,-1.0774344979876282,-0.0027458896800163224,1.42532452773313,297,7.538071065989847,297,7.538071065989847,132
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,6,2016-05-03,2026-04-30,2426,30.920974051810603,13.14853385188401,2.1932573058414278,-10.77628791341655,2.8693529998687013,1375.6081310595753,-0.9158444501627052,0.016330266211251665,1.4253245277331512,249,10.263808738664467,250,10.305028854080792,109
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,6,2021-04-30,2026-04-30,1208,31.75150845112551,15.750663645526068,1.9055140681165128,-10.776287913416526,2.946423546423137,296.91363014381005,-0.6453339327200851,0.02857909070547926,1.425324527733185,142,11.754966887417218,142,11.754966887417218,60
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,6,2023-05-04,2026-04-30,723,26.31098865625061,14.657027490255018,1.7348151576647681,-10.695882534499257,2.459917502962966,101.03973968720332,-1.2476846866664708,0.021136451668847034,1.5057299066504886,115,15.90594744121715,115,15.90594744121715,48
microcap_v1_0_costed_broad_own_volume_only_half,full,20,8,2010-02-02,2026-04-30,3940,30.73414879925769,11.536466986887122,2.4715876755357122,-10.776287913416539,2.852016301549767,7661.537403801612,-0.32142887991712854,0.017578155699494502,1.4253245277331619,178,4.5177664974619285,178,4.5177664974619285,84
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,8,2016-05-03,2026-04-30,2426,31.813578775137774,13.356374306608965,2.214046478394716,-10.77628791341656,2.9521834448696964,1479.2540473247277,-0.023239726835534213,0.037119438764539936,1.4253245277331406,151,6.224237427864798,151,6.224237427864798,72
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,8,2021-04-30,2026-04-30,1208,32.70603177756557,15.996402730500758,1.9258038058621463,-10.77628791341657,3.0349998107276144,311.4993946176704,0.30918939371997567,0.048868828451112734,1.4253245277331406,85,7.0364238410596025,85,7.0364238410596025,46
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,8,2023-05-04,2026-04-30,723,28.08699350385273,15.031261343834199,1.7922276494645362,-10.695882534499246,2.6259631604272937,109.6096862374139,0.5283201609356496,0.07854894346861507,1.5057299066504992,70,9.681881051175658,70,9.681881051175658,36
microcap_v1_0_costed_broad_own_volume_only_half,full,20,10,2010-02-02,2026-04-30,3940,30.826418060558304,11.652791025972595,2.454374387227133,-11.378240888011405,2.709242875411288,7750.9688733343255,-0.22915961861651368,0.0003648673909153466,0.8233715531382959,102,2.5888324873096447,102,2.5888324873096447,58
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,10,2016-05-03,2026-04-30,2426,31.728179492963072,13.508969422367576,2.1855796616091228,-11.378240888011359,2.788496025461489,1469.0619108891065,-0.10863900901023626,0.008652621978946673,0.8233715531383421,86,3.544929925803792,86,3.544929925803792,48
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,10,2021-04-30,2026-04-30,1208,32.63530996587632,16.20681715288522,1.8994678682626824,-11.378240888011437,2.8682210446310874,310.4042293706251,0.23846758203072227,0.02253289085164889,0.8233715531382746,44,3.642384105960265,44,3.642384105960265,28
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,10,2023-05-04,2026-04-30,723,28.57602292833381,15.350366514156216,1.7840357714327797,-11.378240888011415,2.511462291015713,112.01140564469347,1.0173495854167278,0.0703570654368586,0.8233715531383297,38,5.255878284923928,38,5.255878284923928,22
microcap_v1_0_costed_broad_own_volume_only_half,full,20,12,2010-02-02,2026-04-30,3940,31.04733306382763,11.70195382641155,2.4595476825748275,-11.289688028973298,2.7500612048932873,7969.034409888414,-0.00824461534718779,0.005538162738609742,0.9119244121764023,51,1.2944162436548223,51,1.2944162436548223,26
microcap_v1_0_costed_broad_own_volume_only_half,last_10y,20,12,2016-05-03,2026-04-30,2426,31.97901888195629,13.570548437851256,2.1908455151467265,-11.289688028973321,2.832586586970946,1499.1684754489147,0.14220037998298096,0.013918475516550455,0.9119244121763792,44,1.8136850783182192,44,1.8136850783182192,20
microcap_v1_0_costed_broad_own_volume_only_half,last_5y,20,12,2021-04-30,2026-04-30,1208,32.579616654483544,16.294672360605485,1.887418285650562,-11.289688028973298,2.88578537962013,309.5434306675663,0.1827742706379496,0.010483308239528366,0.911924412176413,21,1.73841059602649,21,1.73841059602649,10
microcap_v1_0_costed_broad_own_volume_only_half,last_3y,20,12,2023-05-04,2026-04-30,723,27.9732234815971,15.487488296432762,1.7379657457407205,-11.289688028973355,2.477767623853543,109.05354801438322,0.414550138680017,0.0242870397447994,0.9119244121763899,20,2.7662517289073305,20,2.7662517289073305,8
