source,start,end,n_days,annual,vol,sharpe,max_dd,calmar,total_return
microcap_v1_0_costed_overlap_883418,2023-07-05,2026-04-30,681,24.29831248070482,15.634185330329084,1.5307596615217576,-12.201612441149756,1.9914017592264381,84.66758197695955
